Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.167,0.339,0.184,0.165,0.361
0.235,0.43,0.293,0.167,0.339
0.161,0.326,0.193,0.235,0.43
0.166,0.328,0.185,0.161,0.326
0.165,0.325,0.19,0.166,0.328
0.171,0.347,0.191,0.165,0.325
0.162,0.328,0.197,0.171,0.347
0.17,0.336,0.189,0.162,0.328
0.164,0.343,0.194,0.17,0.336
0.165,0.346,0.196,0.164,0.343
0.17,0.329,0.19,0.165,0.346
0.169,0.327,0.189,0.17,0.329
0.163,0.347,0.19,0.169,0.327
0.175,0.335,0.213,0.163,0.347
0.172,0.345,0.198,0.175,0.335
0.165,0.337,0.186,0.172,0.345
0.178,0.339,0.196,0.165,0.337
0.173,0.332,0.195,0.178,0.339
0.167,0.344,0.198,0.173,0.332
0.17,0.332,0.199,0.167,0.344
0.172,0.323,0.19,0.17,0.332
0.175,0.34,0.202,0.172,0.323
0.167,0.326,0.195,0.175,0.34
0.177,0.34,0.19,0.167,0.326
0.168,0.338,0.202,0.177,0.34
0.166,0.326,0.193,0.168,0.338
0.17,0.343,0.216,0.166,0.326
0.182,0.355,0.2,0.17,0.343
0.183,0.36,0.215,0.182,0.355
0.173,0.348,0.21,0.183,0.36
0.184,0.343,0.215,0.173,0.348
0.17,0.334,0.195,0.184,0.343
0.19,0.363,0.199,0.17,0.334
0.26,0.458,0.263,0.19,0.363
0.179,0.36,0.215,0.26,0.458
0.181,0.36,0.202,0.179,0.36
0.174,0.348,0.207,0.181,0.36
0.171,0.349,0.199,0.174,0.348
0.179,0.356,0.203,0.171,0.349
0.17,0.349,0.191,0.179,0.356
0.185,0.361,0.207,0.17,0.349
0.169,0.352,0.194,0.185,0.361
0.173,0.351,0.196,0.169,0.352
0.17,0.352,0.204,0.173,0.351
0.178,0.343,0.2,0.17,0.352
0.191,0.362,0.207,0.178,0.343
0.273,0.469,0.299,0.191,0.362
0.183,0.363,0.212,0.273,0.469
0.175,0.355,0.204,0.183,0.363
0.176,0.36,0.211,0.175,0.355
0.173,0.351,0.203,0.176,0.36
0.175,0.349,0.199,0.173,0.351
0.187,0.378,0.212,0.175,0.349
0.183,0.359,0.203,0.187,0.378
0.197,0.37,0.214,0.183,0.359
0.178,0.358,0.206,0.197,0.37
0.197,0.362,0.209,0.178,0.358
0.181,0.356,0.209,0.197,0.362
0.169,0.356,0.206,0.181,0.356
0.182,0.353,0.211,0.169,0.356
0.186,0.36,0.203,0.182,0.353
0.181,0.356,0.202,0.186,0.36
0.172,0.364,0.203,0.181,0.356
0.178,0.361,0.204,0.172,0.364
0.177,0.354,0.201,0.178,0.361
0.187,0.357,0.203,0.177,0.354
0.177,0.349,0.209,0.187,0.357
0.172,0.359,0.207,0.177,0.349
0.168,0.346,0.199,0.172,0.359
0.182,0.357,0.199,0.168,0.346
0.184,0.355,0.2,0.182,0.357
0.178,0.346,0.193,0.184,0.355
0.266,0.413,0.273,0.178,0.346
0.16,0.322,0.185,0.266,0.413
0.17,0.342,0.193,0.16,0.322
0.164,0.328,0.2,0.17,0.342
0.17,0.337,0.193,0.164,0.328
0.177,0.335,0.198,0.17,0.337
0.154,0.317,0.186,0.177,0.335
0.171,0.324,0.182,0.154,0.317
0.165,0.329,0.186,0.171,0.324
0.251,0.406,0.275,0.165,0.329
0.169,0.311,0.184,0.251,0.406
0.17,0.328,0.173,0.169,0.311
0.253,0.333,0.265,0.17,0.328
0.149,0.3,0.174,0.253,0.333
0.155,0.291,0.172,0.149,0.3
0.15,0.289,0.161,0.155,0.291
0.147,0.295,0.169,0.15,0.289
0.143,0.288,0.172,0.147,0.295
0.146,0.291,0.173,0.143,0.288
0.144,0.287,0.169,0.146,0.291
0.164,0.308,0.186,0.144,0.287
0.166,0.313,0.188,0.164,0.308
0.157,0.295,0.183,0.166,0.313
0.149,0.316,0.172,0.157,0.295
0.151,0.296,0.178,0.149,0.316
0.15,0.287,0.165,0.151,0.296
0.149,0.293,0.176,0.15,0.287
0.154,0.286,0.172,0.149,0.293
0.153,0.293,0.178,0.154,0.286
0.154,0.291,0.173,0.153,0.293
0.155,0.3,0.182,0.154,0.291
0.156,0.312,0.181,0.155,0.3
0.157,0.316,0.185,0.156,0.312
0.148,0.303,0.176,0.157,0.316
0.153,0.302,0.179,0.148,0.303
0.156,0.319,0.18,0.153,0.302
0.154,0.308,0.178,0.156,0.319
0.159,0.312,0.194,0.154,0.308
0.16,0.291,0.172,0.159,0.312
0.145,0.294,0.186,0.16,0.291
0.154,0.292,0.18,0.145,0.294
0.152,0.301,0.177,0.154,0.292
0.157,0.303,0.187,0.152,0.301
0.15,0.303,0.184,0.157,0.303
0.15,0.305,0.179,0.15,0.303
0.173,0.349,0.189,0.15,0.305
0.159,0.317,0.178,0.173,0.349
0.152,0.305,0.184,0.159,0.317
0.153,0.295,0.178,0.152,0.305
0.159,0.307,0.18,0.153,0.295
0.157,0.34,0.192,0.159,0.307
0.161,0.33,0.194,0.157,0.34
0.162,0.322,0.203,0.161,0.33
0.161,0.321,0.186,0.162,0.322
0.157,0.317,0.181,0.161,0.321
0.163,0.319,0.195,0.157,0.317
0.155,0.337,0.186,0.163,0.319
0.171,0.312,0.185,0.155,0.337
0.16,0.322,0.188,0.171,0.312
0.166,0.322,0.188,0.16,0.322
0.154,0.305,0.182,0.166,0.322
0.162,0.32,0.201,0.154,0.305
0.159,0.319,0.186,0.162,0.32
0.159,0.308,0.176,0.159,0.319
0.157,0.313,0.185,0.159,0.308
0.161,0.305,0.173,0.157,0.313
0.162,0.324,0.195,0.161,0.305
0.161,0.321,0.188,0.162,0.324
0.161,0.316,0.183,0.161,0.321
0.167,0.313,0.194,0.161,0.316
0.158,0.32,0.183,0.167,0.313
0.16,0.312,0.177,0.158,0.32
0.162,0.309,0.181,0.16,0.312
0.154,0.305,0.195,0.162,0.309
0.162,0.317,0.182,0.154,0.305
0.167,0.303,0.197,0.162,0.317
0.168,0.315,0.189,0.167,0.303
0.167,0.334,0.182,0.168,0.315
0.247,0.41,0.274,0.167,0.334
0.163,0.3,0.179,0.247,0.41
0.173,0.322,0.197,0.163,0.3
0.16,0.321,0.18,0.173,0.322
0.153,0.306,0.182,0.16,0.321
0.162,0.316,0.179,0.153,0.306
0.257,0.414,0.296,0.162,0.316
0.172,0.313,0.178,0.257,0.414
0.163,0.326,0.188,0.172,0.313
0.156,0.32,0.193,0.163,0.326
0.166,0.311,0.183,0.156,0.32
0.151,0.301,0.179,0.166,0.311
0.157,0.312,0.176,0.151,0.301
0.153,0.308,0.181,0.157,0.312
0.156,0.306,0.179,0.153,0.308
0.154,0.309,0.176,0.156,0.306
0.154,0.3,0.172,0.154,0.309
0.157,0.306,0.174,0.154,0.3
0.147,0.279,0.165,0.157,0.306
0.145,0.277,0.16,0.147,0.279
0.139,0.271,0.165,0.145,0.277
0.138,0.284,0.168,0.139,0.271
0.145,0.274,0.165,0.138,0.284
0.15,0.29,0.165,0.145,0.274
0.143,0.285,0.167,0.15,0.29
0.143,0.29,0.169,0.143,0.285
0.149,0.292,0.17,0.143,0.29
0.143,0.273,0.166,0.149,0.292
0.139,0.273,0.17,0.143,0.273
0.147,0.279,0.162,0.139,0.273
0.142,0.274,0.171,0.147,0.279
0.148,0.276,0.173,0.142,0.274
0.142,0.289,0.169,0.148,0.276
0.143,0.291,0.164,0.142,0.289
0.14,0.272,0.164,0.143,0.291
0.143,0.287,0.173,0.14,0.272
0.144,0.276,0.163,0.143,0.287
0.139,0.269,0.17,0.144,0.276
0.143,0.29,0.165,0.139,0.269
0.164,0.311,0.183,0.143,0.29
0.151,0.285,0.17,0.164,0.311
0.148,0.28,0.163,0.151,0.285
0.144,0.282,0.171,0.148,0.28
0.146,0.289,0.165,0.144,0.282
0.15,0.272,0.17,0.146,0.289
0.153,0.291,0.168,0.15,0.272
0.15,0.288,0.17,0.153,0.291
0.157,0.289,0.167,0.15,0.288
0.156,0.277,0.174,0.157,0.289
0.153,0.282,0.162,0.156,0.277
0.15,0.287,0.17,0.153,0.282
0.142,0.289,0.165,0.15,0.287
0.148,0.294,0.171,0.142,0.289
0.142,0.293,0.169,0.148,0.294
0.152,0.3,0.177,0.142,0.293
0.16,0.289,0.179,0.152,0.3
0.147,0.28,0.164,0.16,0.289
0.16,0.29,0.17,0.147,0.28
0.143,0.281,0.164,0.16,0.29
0.151,0.294,0.176,0.143,0.281
0.154,0.291,0.175,0.151,0.294
0.148,0.283,0.174,0.154,0.291
0.231,0.381,0.27,0.148,0.283
0.148,0.286,0.175,0.231,0.381
0.153,0.29,0.173,0.148,0.286
0.149,0.28,0.171,0.153,0.29
0.145,0.296,0.176,0.149,0.28
0.154,0.302,0.178,0.145,0.296
0.157,0.313,0.177,0.154,0.302
0.164,0.319,0.188,0.157,0.313
0.169,0.32,0.194,0.164,0.319
0.162,0.331,0.185,0.169,0.32
0.166,0.337,0.194,0.162,0.331
0.171,0.337,0.199,0.166,0.337
0.167,0.314,0.186,0.171,0.337
0.172,0.326,0.189,0.167,0.314
0.163,0.315,0.2,0.172,0.326
0.163,0.333,0.187,0.163,0.315
0.165,0.339,0.206,0.163,0.333
0.163,0.324,0.192,0.165,0.339
0.182,0.329,0.194,0.163,0.324
0.166,0.325,0.195,0.182,0.329
0.168,0.319,0.19,0.166,0.325
0.176,0.329,0.199,0.168,0.319
0.173,0.33,0.199,0.176,0.329
0.167,0.337,0.19,0.173,0.33
0.161,0.335,0.191,0.167,0.337
0.166,0.328,0.193,0.161,0.335
0.169,0.327,0.184,0.166,0.328
0.169,0.327,0.182,0.169,0.327
0.164,0.33,0.193,0.169,0.327
0.169,0.345,0.188,0.164,0.33
0.167,0.326,0.188,0.169,0.345
0.169,0.322,0.194,0.167,0.326
0.18,0.33,0.196,0.169,0.322
0.169,0.33,0.194,0.18,0.33
0.168,0.333,0.189,0.169,0.33
0.176,0.357,0.203,0.168,0.333
0.164,0.344,0.196,0.176,0.357
0.178,0.34,0.198,0.164,0.344
0.162,0.339,0.197,0.178,0.34
0.173,0.34,0.192,0.162,0.339
0.167,0.339,0.195,0.173,0.34
0.169,0.341,0.196,0.167,0.339
0.172,0.337,0.199,0.169,0.341
0.176,0.353,0.2,0.172,0.337
0.17,0.335,0.192,0.176,0.353
0.168,0.32,0.195,0.17,0.335
0.16,0.322,0.187,0.168,0.32
0.179,0.338,0.217,0.16,0.322
0.163,0.331,0.186,0.179,0.338
0.171,0.324,0.192,0.163,0.331
0.165,0.325,0.191,0.171,0.324
0.169,0.323,0.189,0.165,0.325
0.15,0.303,0.174,0.169,0.323
0.143,0.306,0.173,0.15,0.303
0.156,0.296,0.181,0.143,0.306
0.156,0.296,0.173,0.156,0.296
0.156,0.306,0.19,0.156,0.296
0.163,0.312,0.181,0.156,0.306
0.152,0.3,0.182,0.163,0.312
0.15,0.297,0.176,0.152,0.3
0.148,0.3,0.172,0.15,0.297
0.154,0.295,0.174,0.148,0.3
0.151,0.302,0.178,0.154,0.295
0.149,0.288,0.164,0.151,0.302
0.161,0.299,0.184,0.149,0.288
0.158,0.295,0.183,0.161,0.299
0.149,0.295,0.181,0.158,0.295
0.147,0.288,0.169,0.149,0.295
0.158,0.298,0.172,0.147,0.288
0.152,0.307,0.171,0.158,0.298
0.156,0.296,0.169,0.152,0.307
0.151,0.296,0.191,0.156,0.296
0.171,0.299,0.175,0.151,0.296
0.171,0.327,0.196,0.171,0.299
0.165,0.312,0.175,0.171,0.327
0.153,0.307,0.175,0.165,0.312
0.156,0.311,0.178,0.153,0.307
0.148,0.294,0.165,0.156,0.311
0.166,0.298,0.176,0.148,0.294
0.155,0.306,0.172,0.166,0.298
0.164,0.307,0.173,0.155,0.306
0.153,0.292,0.169,0.164,0.307
0.149,0.294,0.174,0.153,0.292
0.158,0.317,0.171,0.149,0.294
0.156,0.295,0.182,0.158,0.317
0.168,0.293,0.174,0.156,0.295
0.149,0.312,0.185,0.168,0.293
0.154,0.303,0.182,0.149,0.312
0.145,0.297,0.173,0.154,0.303
0.155,0.297,0.18,0.145,0.297
0.157,0.302,0.183,0.155,0.297
0.153,0.302,0.183,0.157,0.302
0.153,0.292,0.176,0.153,0.302
0.174,0.316,0.184,0.153,0.292
0.169,0.326,0.19,0.174,0.316
0.158,0.318,0.198,0.169,0.326
0.16,0.314,0.185,0.158,0.318
0.157,0.306,0.177,0.16,0.314
0.159,0.308,0.186,0.157,0.306
0.172,0.325,0.188,0.159,0.308
0.156,0.309,0.176,0.172,0.325
0.152,0.31,0.184,0.156,0.309
0.164,0.314,0.191,0.152,0.31
0.167,0.333,0.193,0.164,0.314
0.167,0.338,0.187,0.167,0.333
0.161,0.335,0.19,0.167,0.338
0.275,0.533,0.318,0.161,0.335
0.297,0.519,0.352,0.275,0.533
0.222,0.466,0.282,0.297,0.519
0.166,0.323,0.186,0.222,0.466
0.169,0.336,0.194,0.166,0.323
0.17,0.322,0.193,0.169,0.336
0.175,0.345,0.192,0.17,0.322
0.172,0.332,0.193,0.175,0.345
0.167,0.334,0.191,0.172,0.332
0.161,0.327,0.19,0.167,0.334
0.16,0.33,0.189,0.161,0.327
0.163,0.331,0.192,0.16,0.33
0.162,0.348,0.197,0.163,0.331
0.167,0.337,0.187,0.162,0.348
0.161,0.338,0.19,0.167,0.337
0.158,0.326,0.182,0.161,0.338
0.172,0.349,0.204,0.158,0.326
0.171,0.355,0.211,0.172,0.349
0.166,0.352,0.205,0.171,0.355
0.19,0.349,0.201,0.166,0.352
0.173,0.351,0.201,0.19,0.349
0.174,0.349,0.205,0.173,0.351
0.17,0.353,0.204,0.174,0.349
0.178,0.358,0.208,0.17,0.353
0.172,0.352,0.203,0.178,0.358
0.173,0.35,0.205,0.172,0.352
0.172,0.341,0.201,0.173,0.35
0.169,0.343,0.193,0.172,0.341
0.178,0.343,0.196,0.169,0.343
0.183,0.344,0.201,0.178,0.343
0.167,0.349,0.203,0.183,0.344
0.18,0.342,0.207,0.167,0.349
0.171,0.347,0.196,0.18,0.342
0.177,0.342,0.197,0.171,0.347
0.172,0.349,0.196,0.177,0.342
0.169,0.342,0.199,0.172,0.349
0.167,0.348,0.191,0.169,0.342
0.167,0.347,0.189,0.167,0.348
0.168,0.355,0.2,0.167,0.347
0.169,0.345,0.194,0.168,0.355
0.169,0.347,0.193,0.169,0.345
0.235,0.339,0.191,0.169,0.347
0.167,0.319,0.181,0.235,0.339
0.15,0.298,0.173,0.167,0.319
0.153,0.298,0.175,0.15,0.298
