Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.534,0.634,0.323,0.552,0.602
0.549,0.619,0.317,0.534,0.634
0.551,0.616,0.295,0.549,0.619
0.513,0.576,0.296,0.551,0.616
0.545,0.614,0.335,0.513,0.576
0.567,0.617,0.303,0.545,0.614
0.554,0.63,0.305,0.567,0.617
0.532,0.6,0.302,0.554,0.63
0.551,0.594,0.313,0.532,0.6
0.531,0.606,0.301,0.551,0.594
0.567,0.622,0.315,0.531,0.606
0.553,0.602,0.306,0.567,0.622
0.536,0.616,0.312,0.553,0.602
0.553,0.589,0.309,0.536,0.616
0.544,0.608,0.322,0.553,0.589
0.559,0.597,0.313,0.544,0.608
0.548,0.62,0.314,0.559,0.597
0.542,0.614,0.299,0.548,0.62
0.555,0.637,0.317,0.542,0.614
0.548,0.62,0.316,0.555,0.637
0.554,0.613,0.312,0.548,0.62
0.541,0.591,0.319,0.554,0.613
0.55,0.608,0.313,0.541,0.591
0.532,0.61,0.312,0.55,0.608
0.555,0.618,0.304,0.532,0.61
0.561,0.601,0.314,0.555,0.618
0.548,0.616,0.317,0.561,0.601
0.537,0.688,0.386,0.548,0.616
0.553,0.604,0.307,0.537,0.688
0.547,0.605,0.314,0.553,0.604
0.548,0.622,0.309,0.547,0.605
0.533,0.597,0.302,0.548,0.622
0.528,0.599,0.31,0.533,0.597
0.541,0.605,0.305,0.528,0.599
0.572,0.609,0.323,0.541,0.605
0.541,0.586,0.308,0.572,0.609
0.544,0.59,0.304,0.541,0.586
0.539,0.603,0.31,0.544,0.59
0.522,0.592,0.303,0.539,0.603
0.532,0.596,0.302,0.522,0.592
0.55,0.617,0.304,0.532,0.596
0.549,0.577,0.327,0.55,0.617
0.545,0.591,0.302,0.549,0.577
0.558,0.589,0.357,0.545,0.591
0.492,0.556,0.277,0.558,0.589
0.495,0.541,0.298,0.492,0.556
0.505,0.552,0.284,0.495,0.541
0.504,0.571,0.287,0.505,0.552
0.501,0.554,0.286,0.504,0.571
0.512,0.55,0.274,0.501,0.554
0.492,0.547,0.274,0.512,0.55
0.481,0.545,0.281,0.492,0.547
0.505,0.543,0.279,0.481,0.545
0.498,0.557,0.28,0.505,0.543
0.491,0.548,0.276,0.498,0.557
0.564,0.61,0.341,0.491,0.548
0.47,0.536,0.273,0.564,0.61
0.495,0.547,0.282,0.47,0.536
0.483,0.553,0.277,0.495,0.547
0.5,0.545,0.276,0.483,0.553
0.491,0.566,0.279,0.5,0.545
0.499,0.541,0.277,0.491,0.566
0.51,0.532,0.283,0.499,0.541
0.479,0.545,0.288,0.51,0.532
0.527,0.572,0.302,0.479,0.545
0.52,0.567,0.297,0.527,0.572
0.496,0.547,0.29,0.52,0.567
0.497,0.548,0.271,0.496,0.547
0.494,0.546,0.273,0.497,0.548
0.487,0.531,0.295,0.494,0.546
0.503,0.535,0.28,0.487,0.531
0.483,0.531,0.272,0.503,0.535
0.483,0.559,0.278,0.483,0.531
0.494,0.551,0.28,0.483,0.559
0.537,0.615,0.353,0.494,0.551
0.504,0.547,0.279,0.537,0.615
0.47,0.561,0.27,0.504,0.547
0.499,0.545,0.29,0.47,0.561
0.496,0.552,0.28,0.499,0.545
0.503,0.545,0.288,0.496,0.552
0.477,0.538,0.28,0.503,0.545
0.494,0.541,0.291,0.477,0.538
0.5,0.533,0.275,0.494,0.541
0.493,0.559,0.279,0.5,0.533
0.497,0.544,0.268,0.493,0.559
0.493,0.548,0.289,0.497,0.544
0.502,0.537,0.285,0.493,0.548
0.477,0.601,0.35,0.502,0.537
0.485,0.537,0.276,0.477,0.601
0.485,0.552,0.282,0.485,0.537
0.494,0.542,0.28,0.485,0.552
0.5,0.55,0.278,0.494,0.542
0.463,0.549,0.275,0.5,0.55
0.564,0.6,0.302,0.463,0.549
0.534,0.603,0.315,0.564,0.6
0.563,0.593,0.316,0.534,0.603
0.539,0.592,0.3,0.563,0.593
0.554,0.601,0.311,0.539,0.592
0.556,0.604,0.316,0.554,0.601
0.564,0.681,0.402,0.556,0.604
0.582,0.599,0.299,0.564,0.681
0.545,0.591,0.317,0.582,0.599
0.533,0.605,0.3,0.545,0.591
0.551,0.597,0.31,0.533,0.605
0.544,0.586,0.299,0.551,0.597
0.534,0.6,0.315,0.544,0.586
0.544,0.615,0.301,0.534,0.6
0.531,0.615,0.311,0.544,0.615
0.571,0.652,0.325,0.531,0.615
0.547,0.602,0.303,0.571,0.652
0.542,0.614,0.305,0.547,0.602
0.54,0.599,0.302,0.542,0.614
0.555,0.597,0.31,0.54,0.599
0.619,0.669,0.386,0.555,0.597
0.532,0.616,0.308,0.619,0.669
0.551,0.594,0.305,0.532,0.616
0.542,0.596,0.314,0.551,0.594
0.626,0.707,0.382,0.542,0.596
0.534,0.608,0.327,0.626,0.707
0.539,0.606,0.31,0.534,0.608
0.539,0.588,0.333,0.539,0.606
0.559,0.606,0.317,0.539,0.588
0.417,1.014,0.352,0.559,0.606
0.607,0.975,0.422,0.417,1.014
0.657,0.983,0.428,0.607,0.975
0.518,0.621,0.297,0.657,0.983
0.546,0.602,0.303,0.518,0.621
0.533,0.613,0.315,0.546,0.602
0.534,0.587,0.306,0.533,0.613
0.53,0.585,0.3,0.534,0.587
0.542,0.592,0.31,0.53,0.585
0.529,0.596,0.294,0.542,0.592
0.599,0.642,0.384,0.529,0.596
0.517,0.583,0.297,0.599,0.642
0.532,0.585,0.296,0.517,0.583
0.529,0.576,0.298,0.532,0.585
0.531,0.6,0.306,0.529,0.576
0.524,0.575,0.291,0.531,0.6
0.522,0.578,0.296,0.524,0.575
0.496,0.55,0.277,0.522,0.578
0.484,0.534,0.288,0.496,0.55
0.479,0.547,0.277,0.484,0.534
0.472,0.529,0.259,0.479,0.547
0.484,0.554,0.272,0.472,0.529
0.504,0.548,0.278,0.484,0.554
0.471,0.545,0.278,0.504,0.548
0.512,0.599,0.311,0.471,0.545
0.478,0.543,0.276,0.512,0.599
0.48,0.517,0.277,0.478,0.543
0.486,0.545,0.27,0.48,0.517
0.486,0.537,0.27,0.486,0.545
0.49,0.527,0.28,0.486,0.537
0.458,0.52,0.265,0.49,0.527
0.473,0.549,0.278,0.458,0.52
0.468,0.517,0.264,0.473,0.549
0.465,0.529,0.266,0.468,0.517
0.46,0.52,0.267,0.465,0.529
0.467,0.537,0.264,0.46,0.52
0.476,0.528,0.272,0.467,0.537
0.482,0.549,0.281,0.476,0.528
0.502,0.569,0.279,0.482,0.549
0.477,0.549,0.28,0.502,0.569
0.48,0.533,0.269,0.477,0.549
0.483,0.522,0.29,0.48,0.533
0.47,0.533,0.272,0.483,0.522
0.568,0.59,0.345,0.47,0.533
0.475,0.546,0.293,0.568,0.59
0.497,0.564,0.283,0.475,0.546
0.486,0.523,0.278,0.497,0.564
0.465,0.529,0.267,0.486,0.523
0.485,0.539,0.275,0.465,0.529
0.473,0.538,0.284,0.485,0.539
0.469,0.534,0.27,0.473,0.538
0.477,0.601,0.353,0.469,0.534
0.473,0.531,0.273,0.477,0.601
0.496,0.521,0.275,0.473,0.531
0.479,0.547,0.272,0.496,0.521
0.493,0.552,0.286,0.479,0.547
0.477,0.536,0.278,0.493,0.552
0.508,0.539,0.279,0.477,0.536
0.492,0.536,0.283,0.508,0.539
0.487,0.525,0.271,0.492,0.536
0.48,0.524,0.278,0.487,0.525
0.502,0.53,0.266,0.48,0.524
0.514,0.679,0.349,0.502,0.53
0.487,0.529,0.283,0.514,0.679
0.466,0.555,0.283,0.487,0.529
0.498,0.559,0.287,0.466,0.555
0.492,0.543,0.271,0.498,0.559
0.517,0.581,0.306,0.492,0.543
0.525,0.605,0.301,0.517,0.581
0.527,0.599,0.301,0.525,0.605
0.528,0.584,0.304,0.527,0.599
0.53,0.576,0.307,0.528,0.584
0.528,0.584,0.295,0.53,0.576
0.533,0.591,0.312,0.528,0.584
0.54,0.597,0.32,0.533,0.591
0.517,0.592,0.303,0.54,0.597
0.521,0.597,0.3,0.517,0.592
0.516,0.588,0.327,0.521,0.597
0.528,0.599,0.308,0.516,0.588
0.542,0.584,0.313,0.528,0.599
0.516,0.582,0.297,0.542,0.584
0.515,0.596,0.306,0.516,0.582
0.545,0.585,0.312,0.515,0.596
0.527,0.604,0.295,0.545,0.585
0.523,0.619,0.298,0.527,0.604
0.568,0.583,0.321,0.523,0.619
0.538,0.589,0.32,0.568,0.583
0.538,0.591,0.295,0.538,0.589
0.537,0.599,0.303,0.538,0.591
0.524,0.597,0.295,0.537,0.599
0.539,0.606,0.304,0.524,0.597
0.537,0.597,0.308,0.539,0.606
0.528,0.615,0.307,0.537,0.597
0.528,0.601,0.299,0.528,0.615
0.563,0.6,0.309,0.528,0.601
0.526,0.628,0.299,0.563,0.6
0.546,0.609,0.325,0.526,0.628
0.543,0.596,0.303,0.546,0.609
0.567,0.602,0.308,0.543,0.596
0.527,0.606,0.305,0.567,0.602
0.523,0.604,0.327,0.527,0.606
0.522,0.594,0.309,0.523,0.604
0.524,0.584,0.323,0.522,0.594
0.529,0.617,0.3,0.524,0.584
0.553,0.589,0.293,0.529,0.617
0.556,0.587,0.297,0.553,0.589
0.546,0.576,0.292,0.556,0.587
0.533,0.596,0.308,0.546,0.576
0.519,0.6,0.298,0.533,0.596
0.522,0.577,0.289,0.519,0.6
0.515,0.57,0.293,0.522,0.577
0.526,0.577,0.286,0.515,0.57
0.539,0.574,0.299,0.526,0.577
0.472,0.526,0.273,0.539,0.574
0.492,0.529,0.276,0.472,0.526
0.475,0.539,0.275,0.492,0.529
0.474,0.53,0.261,0.475,0.539
0.468,0.536,0.273,0.474,0.53
0.477,0.524,0.267,0.468,0.536
0.473,0.508,0.26,0.477,0.524
0.462,0.517,0.28,0.473,0.508
0.477,0.514,0.269,0.462,0.517
0.519,0.604,0.346,0.477,0.514
0.477,0.516,0.272,0.519,0.604
0.467,0.567,0.268,0.477,0.516
0.532,0.584,0.366,0.467,0.567
0.473,0.519,0.27,0.532,0.584
0.468,0.534,0.282,0.473,0.519
0.491,0.53,0.27,0.468,0.534
0.463,0.541,0.267,0.491,0.53
0.545,0.605,0.351,0.463,0.541
0.483,0.518,0.286,0.545,0.605
0.481,0.519,0.27,0.483,0.518
0.478,0.536,0.287,0.481,0.519
0.51,0.554,0.291,0.478,0.536
0.472,0.512,0.27,0.51,0.554
0.493,0.532,0.273,0.472,0.512
0.475,0.52,0.274,0.493,0.532
0.483,0.528,0.263,0.475,0.52
0.478,0.521,0.276,0.483,0.528
0.475,0.521,0.265,0.478,0.521
0.474,0.536,0.27,0.475,0.521
0.461,0.532,0.266,0.474,0.536
0.568,0.579,0.273,0.461,0.532
0.478,0.528,0.276,0.568,0.579
0.466,0.523,0.274,0.478,0.528
0.455,0.511,0.277,0.466,0.523
0.468,0.52,0.274,0.455,0.511
0.461,0.539,0.27,0.468,0.52
0.473,0.551,0.269,0.461,0.539
0.481,0.528,0.273,0.473,0.551
0.477,0.539,0.285,0.481,0.528
0.471,0.529,0.284,0.477,0.539
0.469,0.534,0.261,0.471,0.529
0.471,0.52,0.279,0.469,0.534
0.503,0.524,0.275,0.471,0.52
0.452,0.531,0.263,0.503,0.524
0.488,0.533,0.285,0.452,0.531
0.47,0.52,0.266,0.488,0.533
0.462,0.533,0.276,0.47,0.52
0.482,0.535,0.275,0.462,0.533
0.488,0.551,0.289,0.482,0.535
0.491,0.536,0.28,0.488,0.551
0.522,0.591,0.295,0.491,0.536
0.516,0.585,0.298,0.522,0.591
0.581,0.655,0.368,0.516,0.585
0.511,0.582,0.307,0.581,0.655
0.539,0.587,0.295,0.511,0.582
0.533,0.583,0.302,0.539,0.587
0.514,0.563,0.287,0.533,0.583
0.516,0.575,0.305,0.514,0.563
0.578,0.654,0.374,0.516,0.575
0.542,0.585,0.291,0.578,0.654
0.526,0.599,0.302,0.542,0.585
0.52,0.587,0.286,0.526,0.599
0.527,0.58,0.307,0.52,0.587
0.528,0.616,0.298,0.527,0.58
0.519,0.597,0.305,0.528,0.616
0.535,0.571,0.296,0.519,0.597
0.512,0.59,0.302,0.535,0.571
0.541,0.605,0.299,0.512,0.59
0.53,0.594,0.296,0.541,0.605
0.524,0.581,0.291,0.53,0.594
0.533,0.58,0.295,0.524,0.581
0.531,0.601,0.308,0.533,0.58
0.52,0.573,0.293,0.531,0.601
0.523,0.58,0.323,0.52,0.573
0.502,0.568,0.29,0.523,0.58
0.509,0.58,0.318,0.502,0.568
0.519,0.569,0.293,0.509,0.58
0.584,0.639,0.354,0.519,0.569
0.593,0.641,0.393,0.584,0.639
0.542,0.584,0.29,0.593,0.641
0.532,0.588,0.324,0.542,0.584
0.51,0.578,0.291,0.532,0.588
0.501,0.584,0.316,0.51,0.578
0.516,0.582,0.293,0.501,0.584
0.511,0.571,0.297,0.516,0.582
0.512,0.604,0.294,0.511,0.571
0.54,0.66,0.352,0.512,0.604
0.522,0.562,0.294,0.54,0.66
0.51,0.559,0.282,0.522,0.562
0.512,0.58,0.307,0.51,0.559
0.502,0.552,0.289,0.512,0.58
0.515,0.569,0.293,0.502,0.552
0.506,0.585,0.306,0.515,0.569
0.514,0.581,0.288,0.506,0.585
0.524,0.538,0.301,0.514,0.581
0.509,0.581,0.3,0.524,0.538
0.457,0.508,0.257,0.509,0.581
0.518,0.587,0.36,0.457,0.508
0.47,0.504,0.267,0.518,0.587
0.472,0.52,0.259,0.47,0.504
0.464,0.543,0.258,0.472,0.52
0.483,0.528,0.266,0.464,0.543
0.464,0.529,0.271,0.483,0.528
0.475,0.553,0.283,0.464,0.529
0.486,0.521,0.283,0.475,0.553
0.457,0.533,0.261,0.486,0.521
0.478,0.523,0.271,0.457,0.533
0.486,0.524,0.275,0.478,0.523
0.485,0.531,0.267,0.486,0.524
0.477,0.547,0.273,0.485,0.531
0.466,0.521,0.258,0.477,0.547
0.456,0.515,0.268,0.466,0.521
0.475,0.542,0.279,0.456,0.515
0.48,0.513,0.269,0.475,0.542
0.456,0.504,0.26,0.48,0.513
0.476,0.506,0.267,0.456,0.504
0.455,0.511,0.259,0.476,0.506
0.472,0.538,0.293,0.455,0.511
0.57,0.579,0.352,0.472,0.538
0.553,0.603,0.338,0.57,0.579
0.467,0.52,0.27,0.553,0.603
0.48,0.518,0.265,0.467,0.52
0.471,0.502,0.274,0.48,0.518
0.454,0.495,0.274,0.471,0.502
0.482,0.519,0.272,0.454,0.495
0.479,0.511,0.282,0.482,0.519
0.492,0.522,0.268,0.479,0.511
0.477,0.513,0.264,0.492,0.522
0.471,0.521,0.262,0.477,0.513
0.465,0.516,0.279,0.471,0.521
0.48,0.518,0.289,0.465,0.516
0.473,0.524,0.27,0.48,0.518
0.47,0.531,0.276,0.473,0.524
0.454,0.503,0.258,0.47,0.531
0.455,0.532,0.263,0.454,0.503
0.451,0.513,0.257,0.455,0.532
0.501,0.516,0.279,0.451,0.513
0.483,0.515,0.271,0.501,0.516
0.48,0.511,0.267,0.483,0.515
0.5,0.542,0.279,0.48,0.511
0.473,0.524,0.283,0.5,0.542
0.478,0.52,0.276,0.473,0.524
0.471,0.533,0.268,0.478,0.52
0.471,0.526,0.267,0.471,0.533
0.485,0.522,0.276,0.471,0.526
0.459,0.507,0.261,0.485,0.522
0.522,0.588,0.35,0.459,0.507
0.516,0.548,0.282,0.522,0.588
0.506,0.57,0.288,0.516,0.548
0.496,0.54,0.277,0.506,0.57
0.508,0.562,0.289,0.496,0.54
0.512,0.543,0.301,0.508,0.562
0.506,0.544,0.288,0.512,0.543
0.529,0.554,0.279,0.506,0.544
0.588,0.623,0.361,0.529,0.554
0.514,0.565,0.288,0.588,0.623
0.498,0.534,0.283,0.514,0.565
0.498,0.547,0.284,0.498,0.534
0.536,0.631,0.35,0.498,0.547
0.494,0.551,0.279,0.536,0.631
0.477,0.539,0.279,0.494,0.551
0.507,0.553,0.283,0.477,0.539
0.506,0.563,0.298,0.507,0.553
0.509,0.551,0.284,0.506,0.563
0.526,0.562,0.294,0.509,0.551
0.507,0.558,0.288,0.526,0.562
0.529,0.654,0.373,0.507,0.558
0.525,0.558,0.277,0.529,0.654
0.518,0.554,0.299,0.525,0.558
0.502,0.541,0.284,0.518,0.554
0.502,0.556,0.28,0.502,0.541
0.5,0.544,0.28,0.502,0.556
0.507,0.56,0.293,0.5,0.544
0.509,0.547,0.277,0.507,0.56
0.511,0.552,0.293,0.509,0.547
0.507,0.563,0.283,0.511,0.552
0.493,0.562,0.279,0.507,0.563
0.511,0.539,0.29,0.493,0.562
0.498,0.536,0.286,0.511,0.539
0.507,0.574,0.299,0.498,0.536
0.499,0.562,0.279,0.507,0.574
0.499,0.546,0.288,0.499,0.562
0.541,0.55,0.302,0.499,0.546
0.506,0.557,0.3,0.541,0.55
0.501,0.568,0.292,0.506,0.557
0.53,0.54,0.285,0.501,0.568
0.511,0.562,0.29,0.53,0.54
0.513,0.559,0.285,0.511,0.562
0.51,0.556,0.289,0.513,0.559
0.509,0.551,0.292,0.51,0.556
0.508,0.551,0.285,0.509,0.551
0.501,0.558,0.295,0.508,0.551
0.477,0.607,0.338,0.501,0.558
0.465,0.516,0.268,0.477,0.607
0.48,0.532,0.275,0.465,0.516
0.467,0.523,0.265,0.48,0.532
0.473,0.542,0.273,0.467,0.523
0.478,0.605,0.346,0.473,0.542
0.479,0.517,0.263,0.478,0.605
0.488,0.515,0.269,0.479,0.517
0.488,0.508,0.262,0.488,0.515
0.468,0.516,0.259,0.488,0.508
0.459,0.518,0.267,0.468,0.516
0.465,0.51,0.264,0.459,0.518
0.472,0.498,0.276,0.465,0.51
0.47,0.527,0.267,0.472,0.498
0.491,0.537,0.285,0.47,0.527
0.453,0.572,0.348,0.491,0.537
0.469,0.519,0.272,0.453,0.572
0.473,0.509,0.267,0.469,0.519
0.461,0.504,0.277,0.473,0.509
0.466,0.507,0.266,0.461,0.504
0.448,0.51,0.26,0.466,0.507
0.491,0.53,0.304,0.448,0.51
0.452,0.496,0.287,0.491,0.53
0.456,0.513,0.258,0.452,0.496
0.469,0.51,0.276,0.456,0.513
0.436,0.499,0.268,0.469,0.51
0.542,0.578,0.329,0.436,0.499
0.474,0.5,0.258,0.542,0.578
0.462,0.507,0.269,0.474,0.5
0.478,0.515,0.271,0.462,0.507
0.485,0.529,0.266,0.478,0.515
0.473,0.525,0.283,0.485,0.529
0.462,0.517,0.26,0.473,0.525
0.465,0.5,0.26,0.462,0.517
0.466,0.518,0.279,0.465,0.5
0.465,0.503,0.271,0.466,0.518
0.455,0.497,0.26,0.465,0.503
0.472,0.497,0.272,0.455,0.497
0.472,0.512,0.282,0.472,0.497
0.45,0.493,0.275,0.472,0.512
0.467,0.498,0.261,0.45,0.493
0.526,0.594,0.337,0.467,0.498
0.451,0.511,0.265,0.526,0.594
0.461,0.514,0.267,0.451,0.511
0.477,0.501,0.262,0.461,0.514
0.454,0.505,0.255,0.477,0.501
0.47,0.517,0.264,0.454,0.505
0.532,0.581,0.348,0.47,0.517
0.462,0.527,0.266,0.532,0.581
0.451,0.5,0.258,0.462,0.527
0.495,0.557,0.281,0.451,0.5
0.491,0.554,0.279,0.495,0.557
0.493,0.558,0.285,0.491,0.554
0.506,0.554,0.282,0.493,0.558
0.51,0.541,0.271,0.506,0.554
0.509,0.553,0.305,0.51,0.541
0.51,0.545,0.276,0.509,0.553
0.509,0.551,0.282,0.51,0.545
0.515,0.539,0.285,0.509,0.551
0.492,0.558,0.278,0.515,0.539
0.515,0.553,0.29,0.492,0.558
0.536,0.547,0.28,0.515,0.553
0.502,0.536,0.284,0.536,0.547
0.516,0.57,0.294,0.502,0.536
0.5,0.55,0.296,0.516,0.57
0.499,0.56,0.297,0.5,0.55
0.485,0.54,0.266,0.499,0.56
0.489,0.54,0.274,0.485,0.54
0.503,0.533,0.276,0.489,0.54
0.49,0.537,0.274,0.503,0.533
0.501,0.563,0.305,0.49,0.537
0.498,0.537,0.274,0.501,0.563
0.505,0.557,0.28,0.498,0.537
0.514,0.537,0.284,0.505,0.557
0.485,0.544,0.28,0.514,0.537
0.502,0.553,0.282,0.485,0.544
0.5,0.546,0.3,0.502,0.553
