Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.42,0.523,0.277,0.418,0.527
0.418,0.532,0.272,0.42,0.523
0.409,0.538,0.276,0.418,0.532
0.398,0.543,0.287,0.409,0.538
0.408,0.56,0.293,0.398,0.543
0.414,0.577,0.295,0.408,0.56
0.414,0.56,0.3,0.414,0.577
0.409,0.569,0.288,0.414,0.56
0.421,0.584,0.275,0.409,0.569
0.42,0.571,0.278,0.421,0.584
0.42,0.571,0.28,0.42,0.571
0.422,0.576,0.284,0.42,0.571
0.42,0.568,0.285,0.422,0.576
0.424,0.564,0.281,0.42,0.568
0.434,0.549,0.279,0.424,0.564
0.436,0.553,0.279,0.434,0.549
0.43,0.556,0.279,0.436,0.553
0.435,0.558,0.281,0.43,0.556
0.431,0.558,0.288,0.435,0.558
0.429,0.552,0.288,0.431,0.558
0.428,0.541,0.3,0.429,0.552
0.434,0.541,0.296,0.428,0.541
0.428,0.536,0.288,0.434,0.541
0.44,0.55,0.287,0.428,0.536
0.431,0.54,0.309,0.44,0.55
0.418,0.542,0.285,0.431,0.54
0.418,0.552,0.286,0.418,0.542
0.422,0.55,0.289,0.418,0.552
0.428,0.536,0.283,0.422,0.55
0.428,0.532,0.28,0.428,0.536
0.425,0.52,0.282,0.428,0.532
0.436,0.529,0.277,0.425,0.52
0.447,0.542,0.265,0.436,0.529
0.43,0.532,0.275,0.447,0.542
0.442,0.524,0.28,0.43,0.532
0.45,0.518,0.285,0.442,0.524
0.453,0.515,0.279,0.45,0.518
0.44,0.515,0.285,0.453,0.515
0.425,0.517,0.278,0.44,0.515
0.433,0.517,0.286,0.425,0.517
0.427,0.522,0.289,0.433,0.517
0.423,0.527,0.295,0.427,0.522
0.401,0.518,0.29,0.423,0.527
0.404,0.542,0.294,0.401,0.518
0.417,0.546,0.288,0.404,0.542
0.415,0.553,0.282,0.417,0.546
0.423,0.551,0.29,0.415,0.553
0.415,0.534,0.29,0.423,0.551
0.414,0.523,0.301,0.415,0.534
0.403,0.53,0.291,0.414,0.523
0.402,0.531,0.28,0.403,0.53
0.411,0.53,0.285,0.402,0.531
0.407,0.524,0.28,0.411,0.53
0.417,0.516,0.284,0.407,0.524
0.405,0.522,0.275,0.417,0.516
0.407,0.53,0.277,0.405,0.522
0.397,0.535,0.285,0.407,0.53
0.402,0.52,0.281,0.397,0.535
0.398,0.527,0.282,0.402,0.52
0.397,0.521,0.288,0.398,0.527
0.407,0.529,0.287,0.397,0.521
0.407,0.549,0.289,0.407,0.529
0.411,0.542,0.3,0.407,0.549
0.407,0.55,0.308,0.411,0.542
0.408,0.536,0.299,0.407,0.55
0.422,0.521,0.303,0.408,0.536
0.424,0.532,0.302,0.422,0.521
0.433,0.534,0.308,0.424,0.532
0.421,0.53,0.305,0.433,0.534
0.413,0.524,0.279,0.421,0.53
0.407,0.528,0.282,0.413,0.524
0.402,0.538,0.277,0.407,0.528
0.412,0.53,0.286,0.402,0.538
0.416,0.546,0.285,0.412,0.53
0.438,0.536,0.279,0.416,0.546
0.436,0.531,0.282,0.438,0.536
0.444,0.539,0.288,0.436,0.531
0.442,0.534,0.293,0.444,0.539
0.444,0.537,0.296,0.442,0.534
0.438,0.557,0.287,0.444,0.537
0.446,0.543,0.282,0.438,0.557
0.448,0.555,0.278,0.446,0.543
0.441,0.547,0.282,0.448,0.555
0.446,0.541,0.267,0.441,0.547
0.444,0.545,0.277,0.446,0.541
0.437,0.549,0.281,0.444,0.545
0.438,0.532,0.28,0.437,0.549
0.443,0.54,0.295,0.438,0.532
0.438,0.558,0.292,0.443,0.54
0.428,0.548,0.316,0.438,0.558
0.435,0.551,0.305,0.428,0.548
0.435,0.556,0.308,0.435,0.551
0.441,0.559,0.312,0.435,0.556
0.444,0.568,0.312,0.441,0.559
0.442,0.573,0.313,0.444,0.568
0.45,0.581,0.324,0.442,0.573
0.436,0.563,0.325,0.45,0.581
0.445,0.571,0.319,0.436,0.563
0.445,0.559,0.31,0.445,0.571
0.447,0.551,0.305,0.445,0.559
0.431,0.565,0.303,0.447,0.551
0.435,0.564,0.307,0.431,0.565
0.431,0.565,0.294,0.435,0.564
0.426,0.557,0.286,0.431,0.565
0.434,0.552,0.282,0.426,0.557
0.429,0.552,0.283,0.434,0.552
0.445,0.549,0.28,0.429,0.552
0.452,0.553,0.281,0.445,0.549
0.441,0.54,0.283,0.452,0.553
0.443,0.531,0.275,0.441,0.54
0.433,0.535,0.283,0.443,0.531
0.439,0.54,0.284,0.433,0.535
0.436,0.537,0.279,0.439,0.54
0.43,0.54,0.292,0.436,0.537
0.424,0.542,0.298,0.43,0.54
0.439,0.547,0.296,0.424,0.542
0.424,0.539,0.293,0.439,0.547
0.429,0.54,0.291,0.424,0.539
0.44,0.553,0.287,0.429,0.54
0.423,0.548,0.295,0.44,0.553
0.432,0.546,0.308,0.423,0.548
0.423,0.536,0.315,0.432,0.546
0.418,0.535,0.287,0.423,0.536
0.434,0.542,0.287,0.418,0.535
0.432,0.535,0.291,0.434,0.542
0.435,0.558,0.279,0.432,0.535
0.429,0.552,0.282,0.435,0.558
0.426,0.545,0.296,0.429,0.552
0.426,0.536,0.297,0.426,0.545
0.425,0.547,0.289,0.426,0.536
0.413,0.548,0.284,0.425,0.547
0.416,0.547,0.276,0.413,0.548
0.412,0.527,0.279,0.416,0.547
0.41,0.523,0.284,0.412,0.527
0.409,0.523,0.284,0.41,0.523
0.425,0.521,0.274,0.409,0.523
0.427,0.524,0.279,0.425,0.521
0.407,0.524,0.269,0.427,0.524
0.409,0.535,0.27,0.407,0.524
0.41,0.54,0.275,0.409,0.535
0.416,0.545,0.281,0.41,0.54
0.423,0.542,0.28,0.416,0.545
0.438,0.533,0.291,0.423,0.542
0.435,0.526,0.287,0.438,0.533
0.44,0.532,0.284,0.435,0.526
0.453,0.518,0.29,0.44,0.532
0.449,0.529,0.293,0.453,0.518
0.447,0.548,0.291,0.449,0.529
0.433,0.54,0.285,0.447,0.548
0.44,0.537,0.292,0.433,0.54
0.429,0.533,0.301,0.44,0.537
0.431,0.544,0.294,0.429,0.533
0.416,0.547,0.273,0.431,0.544
0.418,0.54,0.281,0.416,0.547
0.416,0.543,0.283,0.418,0.54
0.409,0.541,0.287,0.416,0.543
0.401,0.522,0.281,0.409,0.541
0.42,0.53,0.283,0.401,0.522
0.421,0.533,0.293,0.42,0.53
0.422,0.529,0.292,0.421,0.533
0.414,0.526,0.294,0.422,0.529
0.427,0.527,0.301,0.414,0.526
0.434,0.518,0.295,0.427,0.527
0.435,0.516,0.274,0.434,0.518
0.443,0.517,0.284,0.435,0.516
0.425,0.527,0.284,0.443,0.517
0.429,0.517,0.277,0.425,0.527
0.423,0.522,0.278,0.429,0.517
0.422,0.522,0.28,0.423,0.522
0.422,0.517,0.284,0.422,0.522
0.415,0.513,0.281,0.422,0.517
0.412,0.517,0.279,0.415,0.513
0.405,0.512,0.274,0.412,0.517
0.415,0.523,0.271,0.405,0.512
0.421,0.516,0.269,0.415,0.523
0.412,0.518,0.272,0.421,0.516
0.402,0.517,0.274,0.412,0.518
0.4,0.521,0.273,0.402,0.517
0.4,0.527,0.269,0.4,0.521
0.406,0.542,0.275,0.4,0.527
0.411,0.536,0.277,0.406,0.542
0.414,0.528,0.282,0.411,0.536
0.423,0.531,0.284,0.414,0.528
0.43,0.528,0.275,0.423,0.531
0.432,0.531,0.278,0.43,0.528
0.439,0.53,0.274,0.432,0.531
0.443,0.542,0.285,0.439,0.53
0.449,0.534,0.288,0.443,0.542
0.443,0.53,0.286,0.449,0.534
0.43,0.535,0.279,0.443,0.53
0.425,0.54,0.285,0.43,0.535
0.422,0.54,0.281,0.425,0.54
0.417,0.532,0.28,0.422,0.54
0.418,0.531,0.275,0.417,0.532
0.403,0.518,0.281,0.418,0.531
0.399,0.521,0.28,0.403,0.518
0.405,0.51,0.275,0.399,0.521
0.403,0.523,0.288,0.405,0.51
0.401,0.517,0.286,0.403,0.523
0.404,0.517,0.29,0.401,0.517
0.396,0.502,0.285,0.404,0.517
0.397,0.509,0.286,0.396,0.502
0.42,0.508,0.284,0.397,0.509
0.403,0.512,0.288,0.42,0.508
0.409,0.516,0.277,0.403,0.512
0.409,0.513,0.278,0.409,0.516
0.408,0.518,0.282,0.409,0.513
0.419,0.531,0.279,0.408,0.518
0.419,0.516,0.292,0.419,0.531
0.408,0.513,0.29,0.419,0.516
0.404,0.506,0.273,0.408,0.513
0.413,0.521,0.288,0.404,0.506
0.408,0.522,0.289,0.413,0.521
0.414,0.517,0.285,0.408,0.522
0.41,0.519,0.285,0.414,0.517
0.411,0.521,0.285,0.41,0.519
0.412,0.517,0.28,0.411,0.521
0.419,0.531,0.298,0.412,0.517
0.435,0.514,0.285,0.419,0.531
0.428,0.526,0.29,0.435,0.514
0.426,0.535,0.295,0.428,0.526
0.417,0.542,0.301,0.426,0.535
0.444,0.544,0.293,0.417,0.542
0.436,0.542,0.297,0.444,0.544
0.447,0.531,0.278,0.436,0.542
0.444,0.531,0.271,0.447,0.531
0.437,0.552,0.285,0.444,0.531
0.421,0.551,0.282,0.437,0.552
0.417,0.544,0.283,0.421,0.551
0.414,0.529,0.278,0.417,0.544
0.409,0.514,0.286,0.414,0.529
0.399,0.508,0.277,0.409,0.514
0.398,0.513,0.283,0.399,0.508
0.409,0.527,0.276,0.398,0.513
0.415,0.524,0.286,0.409,0.527
0.405,0.523,0.29,0.415,0.524
0.398,0.526,0.286,0.405,0.523
0.402,0.525,0.276,0.398,0.526
0.397,0.533,0.276,0.402,0.525
0.41,0.527,0.279,0.397,0.533
0.4,0.524,0.275,0.41,0.527
0.414,0.529,0.289,0.4,0.524
0.429,0.52,0.28,0.414,0.529
0.433,0.507,0.275,0.429,0.52
0.439,0.518,0.277,0.433,0.507
0.439,0.511,0.276,0.439,0.518
0.426,0.507,0.279,0.439,0.511
0.425,0.527,0.276,0.426,0.507
0.403,0.513,0.295,0.425,0.527
0.394,0.527,0.291,0.403,0.513
0.401,0.539,0.292,0.394,0.527
0.413,0.532,0.29,0.401,0.539
0.418,0.521,0.303,0.413,0.532
0.402,0.516,0.318,0.418,0.521
0.398,0.515,0.325,0.402,0.516
0.398,0.518,0.32,0.398,0.515
0.413,0.513,0.312,0.398,0.518
0.419,0.526,0.322,0.413,0.513
0.419,0.547,0.317,0.419,0.526
0.412,0.539,0.296,0.419,0.547
0.415,0.532,0.292,0.412,0.539
0.411,0.537,0.287,0.415,0.532
0.413,0.537,0.278,0.411,0.537
0.414,0.539,0.286,0.413,0.537
0.417,0.551,0.279,0.414,0.539
0.417,0.557,0.283,0.417,0.551
0.408,0.557,0.287,0.417,0.557
0.413,0.542,0.288,0.408,0.557
0.417,0.546,0.288,0.413,0.542
0.421,0.543,0.297,0.417,0.546
0.418,0.553,0.289,0.421,0.543
0.441,0.54,0.281,0.418,0.553
0.437,0.538,0.277,0.441,0.54
0.44,0.541,0.282,0.437,0.538
0.451,0.539,0.285,0.44,0.541
0.458,0.531,0.284,0.451,0.539
0.474,0.535,0.284,0.458,0.531
0.47,0.53,0.281,0.474,0.535
0.468,0.538,0.299,0.47,0.53
0.441,0.538,0.29,0.468,0.538
0.453,0.534,0.304,0.441,0.538
0.431,0.544,0.303,0.453,0.534
0.443,0.543,0.308,0.431,0.544
0.442,0.542,0.3,0.443,0.543
0.431,0.552,0.3,0.442,0.542
0.431,0.552,0.288,0.431,0.552
0.431,0.564,0.292,0.431,0.552
0.431,0.559,0.286,0.431,0.564
0.424,0.542,0.283,0.431,0.559
0.419,0.544,0.292,0.424,0.542
0.425,0.529,0.301,0.419,0.544
0.425,0.536,0.291,0.425,0.529
0.414,0.529,0.282,0.425,0.536
0.415,0.521,0.285,0.414,0.529
0.406,0.528,0.281,0.415,0.521
0.421,0.519,0.278,0.406,0.528
0.417,0.517,0.291,0.421,0.519
0.41,0.515,0.294,0.417,0.517
0.407,0.513,0.289,0.41,0.515
0.407,0.526,0.276,0.407,0.513
0.412,0.526,0.282,0.407,0.526
0.407,0.529,0.287,0.412,0.526
0.421,0.528,0.294,0.407,0.529
0.419,0.526,0.288,0.421,0.528
0.418,0.516,0.286,0.419,0.526
0.422,0.529,0.291,0.418,0.516
0.415,0.529,0.291,0.422,0.529
0.412,0.529,0.294,0.415,0.529
0.419,0.527,0.293,0.412,0.529
0.423,0.537,0.299,0.419,0.527
0.419,0.532,0.295,0.423,0.537
0.427,0.543,0.289,0.419,0.532
0.426,0.542,0.284,0.427,0.543
0.43,0.529,0.298,0.426,0.542
0.435,0.532,0.297,0.43,0.529
0.422,0.535,0.278,0.435,0.532
0.423,0.525,0.284,0.422,0.535
0.416,0.516,0.275,0.423,0.525
0.422,0.517,0.275,0.416,0.516
0.429,0.513,0.281,0.422,0.517
0.423,0.535,0.281,0.429,0.513
0.443,0.531,0.282,0.423,0.535
0.429,0.518,0.287,0.443,0.531
0.427,0.538,0.301,0.429,0.518
0.432,0.534,0.301,0.427,0.538
0.43,0.527,0.296,0.432,0.534
0.433,0.532,0.286,0.43,0.527
0.418,0.536,0.303,0.433,0.532
0.423,0.536,0.303,0.418,0.536
0.436,0.527,0.28,0.423,0.536
0.43,0.531,0.28,0.436,0.527
0.428,0.516,0.274,0.43,0.531
0.434,0.512,0.277,0.428,0.516
0.44,0.501,0.279,0.434,0.512
0.444,0.507,0.28,0.44,0.501
0.438,0.514,0.277,0.444,0.507
0.438,0.507,0.276,0.438,0.514
0.446,0.513,0.276,0.438,0.507
0.43,0.513,0.277,0.446,0.513
0.431,0.52,0.28,0.43,0.513
0.419,0.54,0.268,0.431,0.52
0.426,0.558,0.271,0.419,0.54
0.436,0.564,0.277,0.426,0.558
0.414,0.548,0.267,0.436,0.564
0.408,0.548,0.269,0.414,0.548
0.412,0.549,0.274,0.408,0.548
0.417,0.549,0.274,0.412,0.549
0.412,0.551,0.276,0.417,0.549
0.402,0.53,0.278,0.412,0.551
0.404,0.534,0.282,0.402,0.53
0.41,0.534,0.289,0.404,0.534
0.427,0.551,0.292,0.41,0.534
0.433,0.556,0.282,0.427,0.551
0.424,0.555,0.282,0.433,0.556
0.423,0.563,0.272,0.424,0.555
0.419,0.571,0.277,0.423,0.563
0.413,0.547,0.279,0.419,0.571
0.413,0.558,0.275,0.413,0.547
0.416,0.542,0.277,0.413,0.558
0.424,0.54,0.293,0.416,0.542
0.426,0.531,0.286,0.424,0.54
0.431,0.524,0.284,0.426,0.531
0.439,0.526,0.279,0.431,0.524
0.435,0.533,0.293,0.439,0.526
0.438,0.536,0.287,0.435,0.533
0.432,0.544,0.292,0.438,0.536
0.435,0.553,0.292,0.432,0.544
0.425,0.553,0.3,0.435,0.553
0.422,0.556,0.292,0.425,0.553
0.427,0.556,0.285,0.422,0.556
0.442,0.552,0.278,0.427,0.556
0.428,0.547,0.288,0.442,0.552
0.422,0.548,0.29,0.428,0.547
0.435,0.531,0.299,0.422,0.548
0.445,0.53,0.296,0.435,0.531
0.447,0.534,0.289,0.445,0.53
0.451,0.533,0.287,0.447,0.534
0.439,0.539,0.294,0.451,0.533
0.428,0.53,0.282,0.439,0.539
0.437,0.548,0.28,0.428,0.53
0.423,0.547,0.279,0.437,0.548
0.418,0.53,0.285,0.423,0.547
0.424,0.536,0.284,0.418,0.53
0.42,0.535,0.29,0.424,0.536
0.42,0.54,0.291,0.42,0.535
0.431,0.552,0.294,0.42,0.54
0.421,0.54,0.282,0.431,0.552
0.427,0.544,0.289,0.421,0.54
0.433,0.533,0.295,0.427,0.544
0.413,0.53,0.298,0.433,0.533
0.423,0.53,0.286,0.413,0.53
0.425,0.538,0.276,0.423,0.53
0.418,0.543,0.279,0.425,0.538
0.423,0.547,0.298,0.418,0.543
0.423,0.539,0.294,0.423,0.547
0.417,0.526,0.297,0.423,0.539
0.418,0.512,0.294,0.417,0.526
0.409,0.531,0.283,0.418,0.512
0.406,0.534,0.284,0.409,0.531
0.401,0.534,0.282,0.406,0.534
0.4,0.525,0.279,0.401,0.534
0.393,0.525,0.281,0.4,0.525
0.403,0.527,0.281,0.393,0.525
0.403,0.54,0.274,0.403,0.527
0.412,0.551,0.282,0.403,0.54
0.409,0.525,0.286,0.412,0.551
0.412,0.511,0.287,0.409,0.525
0.425,0.513,0.298,0.412,0.511
0.423,0.51,0.29,0.425,0.513
0.433,0.514,0.303,0.423,0.51
0.424,0.53,0.298,0.433,0.514
0.426,0.537,0.302,0.424,0.53
0.418,0.521,0.299,0.426,0.537
0.421,0.531,0.294,0.418,0.521
0.421,0.534,0.297,0.421,0.531
0.412,0.54,0.282,0.421,0.534
0.41,0.532,0.283,0.412,0.54
0.41,0.541,0.286,0.41,0.532
0.419,0.547,0.281,0.41,0.541
0.423,0.54,0.284,0.419,0.547
0.449,0.532,0.296,0.423,0.54
0.449,0.526,0.312,0.449,0.532
0.443,0.519,0.299,0.449,0.526
0.45,0.53,0.293,0.443,0.519
0.441,0.521,0.285,0.45,0.53
0.437,0.518,0.282,0.441,0.521
0.441,0.526,0.276,0.437,0.518
0.424,0.531,0.279,0.441,0.526
0.424,0.537,0.286,0.424,0.531
0.444,0.539,0.284,0.424,0.537
0.429,0.531,0.287,0.444,0.539
0.457,0.527,0.29,0.429,0.531
0.456,0.536,0.288,0.457,0.527
0.437,0.542,0.295,0.456,0.536
0.451,0.532,0.291,0.437,0.542
0.446,0.542,0.282,0.451,0.532
0.446,0.557,0.282,0.446,0.542
0.43,0.532,0.282,0.446,0.557
0.418,0.527,0.278,0.43,0.532
0.418,0.531,0.279,0.418,0.527
0.413,0.526,0.282,0.418,0.531
0.406,0.511,0.279,0.413,0.526
0.42,0.521,0.287,0.406,0.511
0.407,0.526,0.288,0.42,0.521
0.404,0.525,0.279,0.407,0.526
0.414,0.528,0.281,0.404,0.525
0.427,0.527,0.287,0.414,0.528
0.433,0.53,0.283,0.427,0.527
0.418,0.538,0.282,0.433,0.53
0.42,0.539,0.279,0.418,0.538
0.419,0.539,0.28,0.42,0.539
0.424,0.537,0.282,0.419,0.539
0.423,0.541,0.279,0.424,0.537
0.42,0.561,0.282,0.423,0.541
0.432,0.538,0.281,0.42,0.561
0.431,0.532,0.282,0.432,0.538
0.435,0.546,0.285,0.431,0.532
0.428,0.526,0.285,0.435,0.546
0.429,0.534,0.281,0.428,0.526
0.424,0.533,0.28,0.429,0.534
0.421,0.541,0.286,0.424,0.533
0.404,0.555,0.289,0.421,0.541
0.409,0.561,0.279,0.404,0.555
0.418,0.568,0.293,0.409,0.561
0.43,0.555,0.284,0.418,0.568
0.444,0.549,0.295,0.43,0.555
0.437,0.551,0.289,0.444,0.549
0.438,0.544,0.307,0.437,0.551
0.434,0.542,0.283,0.438,0.544
0.426,0.539,0.295,0.434,0.542
0.422,0.525,0.284,0.426,0.539
0.424,0.545,0.279,0.422,0.525
0.415,0.549,0.279,0.424,0.545
0.413,0.552,0.282,0.415,0.549
0.413,0.549,0.283,0.413,0.552
0.415,0.535,0.283,0.413,0.549
0.419,0.534,0.279,0.415,0.535
0.429,0.541,0.278,0.419,0.534
0.414,0.543,0.288,0.429,0.541
0.408,0.531,0.289,0.414,0.543
0.41,0.536,0.286,0.408,0.531
0.416,0.542,0.291,0.41,0.536
0.419,0.539,0.289,0.416,0.542
0.428,0.534,0.296,0.419,0.539
0.415,0.543,0.285,0.428,0.534
0.415,0.537,0.28,0.415,0.543
0.409,0.55,0.292,0.415,0.537
0.415,0.558,0.291,0.409,0.55
0.413,0.563,0.292,0.415,0.558
0.402,0.574,0.288,0.413,0.563
0.404,0.583,0.281,0.402,0.574
0.406,0.595,0.315,0.404,0.583
0.406,0.592,0.307,0.406,0.595
0.404,0.575,0.305,0.406,0.592
0.41,0.57,0.299,0.404,0.575
0.424,0.569,0.303,0.41,0.57
0.419,0.59,0.298,0.424,0.569
0.421,0.573,0.301,0.419,0.59
0.414,0.565,0.295,0.421,0.573
0.421,0.561,0.303,0.414,0.565
0.434,0.558,0.3,0.421,0.561
0.437,0.553,0.299,0.434,0.558
0.44,0.539,0.308,0.437,0.553
0.443,0.538,0.301,0.44,0.539
0.44,0.534,0.295,0.443,0.538
0.436,0.531,0.302,0.44,0.534
0.407,0.538,0.298,0.436,0.531
0.412,0.55,0.288,0.407,0.538
0.402,0.56,0.291,0.412,0.55
0.404,0.562,0.293,0.402,0.56
0.4,0.565,0.292,0.404,0.562
0.404,0.558,0.287,0.4,0.565
0.413,0.553,0.281,0.404,0.558
0.411,0.54,0.292,0.413,0.553
0.423,0.535,0.288,0.411,0.54
0.424,0.541,0.285,0.423,0.535
0.432,0.547,0.292,0.424,0.541
0.415,0.544,0.293,0.432,0.547
0.409,0.547,0.307,0.415,0.544
0.413,0.546,0.304,0.409,0.547
0.416,0.545,0.322,0.413,0.546
0.438,0.541,0.288,0.416,0.545
0.433,0.539,0.301,0.438,0.541
0.436,0.555,0.299,0.433,0.539
0.459,0.555,0.304,0.436,0.555
0.446,0.567,0.295,0.459,0.555
0.442,0.57,0.304,0.446,0.567
0.459,0.572,0.303,0.442,0.57
0.455,0.582,0.317,0.459,0.572
0.456,0.585,0.316,0.455,0.582
0.464,0.591,0.312,0.456,0.585
0.455,0.583,0.315,0.464,0.591
0.457,0.589,0.324,0.455,0.583
0.47,0.59,0.318,0.457,0.589
0.458,0.587,0.322,0.47,0.59
0.464,0.583,0.321,0.458,0.587
0.463,0.575,0.323,0.464,0.583
0.462,0.578,0.326,0.463,0.575
0.45,0.571,0.319,0.462,0.578
0.451,0.564,0.332,0.45,0.571
0.456,0.559,0.321,0.451,0.564
0.456,0.555,0.335,0.456,0.559
0.461,0.56,0.327,0.456,0.555
0.454,0.58,0.338,0.461,0.56
0.45,0.579,0.344,0.454,0.58
0.453,0.584,0.336,0.45,0.579
0.446,0.581,0.335,0.453,0.584
0.445,0.568,0.334,0.446,0.581
0.437,0.552,0.321,0.445,0.568
0.443,0.564,0.299,0.437,0.552
0.442,0.559,0.3,0.443,0.564
0.443,0.559,0.302,0.442,0.559
0.44,0.578,0.312,0.443,0.559
0.447,0.572,0.314,0.44,0.578
0.438,0.558,0.315,0.447,0.572
0.442,0.579,0.32,0.438,0.558
0.464,0.598,0.324,0.442,0.579
0.459,0.582,0.335,0.464,0.598
0.463,0.589,0.321,0.459,0.582
0.483,0.591,0.318,0.463,0.589
0.485,0.587,0.318,0.483,0.591
0.486,0.609,0.32,0.485,0.587
