Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.291,0.336,0.217,0.307,0.351
0.289,0.33,0.21,0.291,0.336
0.295,0.326,0.192,0.289,0.33
0.29,0.349,0.199,0.295,0.326
0.273,0.321,0.186,0.29,0.349
0.302,0.329,0.202,0.273,0.321
0.288,0.327,0.196,0.302,0.329
0.283,0.319,0.185,0.288,0.327
0.275,0.33,0.201,0.283,0.319
0.293,0.324,0.195,0.275,0.33
0.269,0.325,0.202,0.293,0.324
0.28,0.323,0.188,0.269,0.325
0.271,0.329,0.194,0.28,0.323
0.278,0.34,0.189,0.271,0.329
0.309,0.313,0.19,0.278,0.34
0.29,0.33,0.192,0.309,0.313
0.305,0.328,0.184,0.29,0.33
0.277,0.33,0.212,0.305,0.328
0.276,0.337,0.198,0.277,0.33
0.286,0.322,0.191,0.276,0.337
0.276,0.334,0.183,0.286,0.322
0.302,0.332,0.198,0.276,0.334
0.27,0.327,0.203,0.302,0.332
0.273,0.32,0.19,0.27,0.327
0.274,0.337,0.2,0.273,0.32
0.284,0.329,0.2,0.274,0.337
0.273,0.343,0.191,0.284,0.329
0.293,0.321,0.196,0.273,0.343
0.278,0.333,0.192,0.293,0.321
0.283,0.328,0.194,0.278,0.333
0.288,0.324,0.192,0.283,0.328
0.271,0.323,0.194,0.288,0.324
0.306,0.335,0.201,0.271,0.323
0.278,0.338,0.199,0.306,0.335
0.28,0.32,0.207,0.278,0.338
0.279,0.317,0.19,0.28,0.32
0.296,0.345,0.189,0.279,0.317
0.276,0.324,0.199,0.296,0.345
0.283,0.316,0.186,0.276,0.324
0.292,0.329,0.191,0.283,0.316
0.305,0.334,0.194,0.292,0.329
0.287,0.326,0.195,0.305,0.334
0.275,0.331,0.198,0.287,0.326
0.29,0.337,0.194,0.275,0.331
0.28,0.334,0.192,0.29,0.337
0.282,0.321,0.189,0.28,0.334
0.311,0.329,0.19,0.282,0.321
0.281,0.323,0.205,0.311,0.329
0.289,0.333,0.196,0.281,0.323
0.308,0.342,0.202,0.289,0.333
0.295,0.355,0.205,0.308,0.342
0.313,0.352,0.221,0.295,0.355
0.339,0.36,0.228,0.313,0.352
0.322,0.379,0.208,0.339,0.36
0.306,0.374,0.208,0.322,0.379
0.328,0.38,0.21,0.306,0.374
0.403,0.477,0.291,0.328,0.38
0.3,0.367,0.202,0.403,0.477
0.314,0.372,0.207,0.3,0.367
0.308,0.37,0.204,0.314,0.372
0.3,0.356,0.212,0.308,0.37
0.318,0.385,0.219,0.3,0.356
0.34,0.384,0.22,0.318,0.385
0.332,0.379,0.217,0.34,0.384
0.31,0.36,0.204,0.332,0.379
0.344,0.402,0.24,0.31,0.36
0.371,0.405,0.245,0.344,0.402
0.304,0.364,0.213,0.371,0.405
0.311,0.382,0.219,0.304,0.364
0.291,0.326,0.182,0.311,0.382
0.271,0.321,0.189,0.291,0.326
0.298,0.366,0.202,0.271,0.321
0.313,0.358,0.206,0.298,0.366
0.305,0.359,0.206,0.313,0.358
0.319,0.385,0.219,0.305,0.359
0.315,0.366,0.204,0.319,0.385
0.311,0.379,0.217,0.315,0.366
0.304,0.365,0.204,0.311,0.379
0.304,0.373,0.221,0.304,0.365
0.324,0.369,0.21,0.304,0.373
0.306,0.361,0.212,0.324,0.369
0.303,0.381,0.206,0.306,0.361
0.312,0.369,0.216,0.303,0.381
0.295,0.357,0.214,0.312,0.369
0.299,0.352,0.202,0.295,0.357
0.311,0.37,0.208,0.299,0.352
0.314,0.362,0.205,0.311,0.37
0.304,0.365,0.214,0.314,0.362
0.303,0.355,0.219,0.304,0.365
0.305,0.364,0.213,0.303,0.355
0.293,0.349,0.2,0.305,0.364
0.305,0.354,0.208,0.293,0.349
0.309,0.36,0.205,0.305,0.354
0.299,0.359,0.21,0.309,0.36
0.309,0.365,0.199,0.299,0.359
0.307,0.348,0.21,0.309,0.365
0.291,0.347,0.2,0.307,0.348
0.284,0.351,0.2,0.291,0.347
0.266,0.324,0.184,0.284,0.351
0.27,0.317,0.187,0.266,0.324
0.271,0.325,0.19,0.27,0.317
0.282,0.35,0.199,0.271,0.325
0.295,0.34,0.195,0.282,0.35
0.269,0.331,0.194,0.295,0.34
0.292,0.346,0.191,0.269,0.331
0.274,0.327,0.191,0.292,0.346
0.27,0.315,0.193,0.274,0.327
0.299,0.35,0.202,0.27,0.315
0.279,0.336,0.191,0.299,0.35
0.27,0.337,0.196,0.279,0.336
0.264,0.315,0.185,0.27,0.337
0.268,0.331,0.192,0.264,0.315
0.289,0.335,0.202,0.268,0.331
0.289,0.342,0.187,0.289,0.335
0.281,0.323,0.189,0.289,0.342
0.274,0.338,0.194,0.281,0.323
0.289,0.331,0.196,0.274,0.338
0.273,0.321,0.191,0.289,0.331
0.272,0.323,0.188,0.273,0.321
0.258,0.332,0.184,0.272,0.323
0.267,0.321,0.191,0.258,0.332
0.259,0.334,0.179,0.267,0.321
0.269,0.32,0.2,0.259,0.334
0.268,0.344,0.191,0.269,0.32
0.27,0.333,0.193,0.268,0.344
0.272,0.334,0.191,0.27,0.333
0.261,0.326,0.188,0.272,0.334
0.266,0.318,0.184,0.261,0.326
0.274,0.322,0.181,0.266,0.318
0.287,0.321,0.186,0.274,0.322
0.27,0.329,0.192,0.287,0.321
0.28,0.329,0.19,0.27,0.329
0.274,0.313,0.189,0.28,0.329
0.269,0.327,0.195,0.274,0.313
0.277,0.326,0.19,0.269,0.327
0.266,0.341,0.191,0.277,0.326
0.282,0.327,0.195,0.266,0.341
0.273,0.341,0.19,0.282,0.327
0.278,0.32,0.191,0.273,0.341
0.272,0.338,0.203,0.278,0.32
0.272,0.331,0.188,0.272,0.338
0.272,0.334,0.194,0.272,0.331
0.263,0.322,0.188,0.272,0.334
0.275,0.33,0.198,0.263,0.322
0.276,0.337,0.195,0.275,0.33
0.278,0.335,0.199,0.276,0.337
0.294,0.337,0.197,0.278,0.335
0.288,0.367,0.205,0.294,0.337
0.313,0.381,0.216,0.288,0.367
0.347,0.393,0.236,0.313,0.381
0.319,0.376,0.215,0.347,0.393
0.333,0.372,0.207,0.319,0.376
0.307,0.356,0.215,0.333,0.372
0.295,0.362,0.202,0.307,0.356
0.308,0.373,0.206,0.295,0.362
0.302,0.362,0.208,0.308,0.373
0.302,0.367,0.206,0.302,0.362
0.316,0.368,0.212,0.302,0.367
0.322,0.381,0.212,0.316,0.368
0.325,0.377,0.223,0.322,0.381
0.298,0.356,0.206,0.325,0.377
0.299,0.362,0.216,0.298,0.356
0.309,0.359,0.218,0.299,0.362
0.305,0.351,0.205,0.309,0.359
0.306,0.359,0.208,0.305,0.351
0.306,0.364,0.208,0.306,0.359
0.3,0.376,0.213,0.306,0.364
0.302,0.352,0.214,0.3,0.376
0.314,0.384,0.207,0.302,0.352
0.304,0.368,0.21,0.314,0.384
0.3,0.354,0.218,0.304,0.368
0.322,0.369,0.208,0.3,0.354
0.307,0.36,0.217,0.322,0.369
0.319,0.39,0.21,0.307,0.36
0.303,0.352,0.203,0.319,0.39
0.322,0.367,0.213,0.303,0.352
0.301,0.359,0.212,0.322,0.367
0.312,0.361,0.212,0.301,0.359
0.309,0.358,0.227,0.312,0.361
0.319,0.368,0.223,0.309,0.358
0.308,0.364,0.213,0.319,0.368
0.315,0.356,0.223,0.308,0.364
0.307,0.362,0.223,0.315,0.356
0.311,0.371,0.226,0.307,0.362
0.309,0.342,0.201,0.311,0.371
0.32,0.358,0.208,0.309,0.342
0.298,0.349,0.205,0.32,0.358
0.3,0.363,0.211,0.298,0.349
0.295,0.355,0.2,0.3,0.363
0.302,0.375,0.218,0.295,0.355
0.308,0.359,0.203,0.302,0.375
0.296,0.358,0.205,0.308,0.359
0.299,0.346,0.196,0.296,0.358
0.284,0.334,0.193,0.299,0.346
0.273,0.331,0.189,0.284,0.334
0.283,0.31,0.192,0.273,0.331
0.285,0.333,0.182,0.283,0.31
0.275,0.331,0.2,0.285,0.333
0.267,0.323,0.185,0.275,0.331
0.273,0.337,0.185,0.267,0.323
0.274,0.315,0.197,0.273,0.337
0.265,0.329,0.193,0.274,0.315
0.277,0.314,0.192,0.265,0.329
0.288,0.32,0.204,0.277,0.314
0.276,0.318,0.181,0.288,0.32
0.295,0.331,0.194,0.276,0.318
0.274,0.322,0.186,0.295,0.331
0.261,0.334,0.197,0.274,0.322
0.276,0.324,0.181,0.261,0.334
0.287,0.331,0.188,0.276,0.324
0.272,0.316,0.193,0.287,0.331
0.269,0.318,0.189,0.272,0.316
0.272,0.328,0.19,0.269,0.318
0.293,0.335,0.208,0.272,0.328
0.281,0.331,0.196,0.293,0.335
0.255,0.311,0.194,0.281,0.331
0.279,0.317,0.183,0.255,0.311
0.268,0.32,0.196,0.279,0.317
0.279,0.311,0.184,0.268,0.32
0.283,0.329,0.182,0.279,0.311
0.27,0.34,0.198,0.283,0.329
0.297,0.326,0.193,0.27,0.34
0.269,0.313,0.189,0.297,0.326
0.272,0.347,0.204,0.269,0.313
0.267,0.325,0.19,0.272,0.347
0.261,0.328,0.182,0.267,0.325
0.283,0.346,0.209,0.261,0.328
0.264,0.321,0.193,0.283,0.346
0.29,0.326,0.184,0.264,0.321
0.262,0.313,0.184,0.29,0.326
0.276,0.348,0.196,0.262,0.313
0.29,0.335,0.206,0.276,0.348
0.257,0.317,0.19,0.29,0.335
0.284,0.325,0.197,0.257,0.317
0.282,0.323,0.186,0.284,0.325
0.269,0.333,0.204,0.282,0.323
0.268,0.342,0.184,0.269,0.333
0.272,0.328,0.183,0.268,0.342
0.277,0.334,0.191,0.272,0.328
0.264,0.329,0.191,0.277,0.334
0.268,0.315,0.194,0.264,0.329
0.276,0.338,0.207,0.268,0.315
0.289,0.334,0.19,0.276,0.338
0.307,0.362,0.211,0.289,0.334
0.305,0.36,0.212,0.307,0.362
0.312,0.351,0.225,0.305,0.36
0.324,0.356,0.212,0.312,0.351
0.309,0.347,0.204,0.324,0.356
0.329,0.363,0.208,0.309,0.347
0.295,0.357,0.209,0.329,0.363
0.326,0.361,0.213,0.295,0.357
0.326,0.4,0.211,0.326,0.361
0.302,0.353,0.205,0.326,0.4
0.31,0.374,0.209,0.302,0.353
0.308,0.367,0.212,0.31,0.374
0.322,0.358,0.203,0.308,0.367
0.308,0.367,0.205,0.322,0.358
0.307,0.381,0.211,0.308,0.367
0.32,0.376,0.22,0.307,0.381
0.315,0.356,0.208,0.32,0.376
0.307,0.359,0.209,0.315,0.356
0.313,0.361,0.226,0.307,0.359
0.311,0.367,0.211,0.313,0.361
0.314,0.36,0.207,0.311,0.367
0.323,0.366,0.21,0.314,0.36
0.3,0.367,0.214,0.323,0.366
0.309,0.366,0.22,0.3,0.367
0.309,0.367,0.212,0.309,0.366
0.31,0.394,0.216,0.309,0.367
0.3,0.36,0.227,0.31,0.394
0.302,0.381,0.227,0.3,0.36
0.304,0.373,0.215,0.302,0.381
0.306,0.374,0.217,0.304,0.373
0.322,0.367,0.206,0.306,0.374
0.317,0.373,0.2,0.322,0.367
0.331,0.366,0.221,0.317,0.373
0.312,0.365,0.215,0.331,0.366
0.311,0.364,0.214,0.312,0.365
0.455,0.54,0.296,0.311,0.364
0.45,0.56,0.306,0.455,0.54
0.445,0.546,0.297,0.45,0.56
0.441,0.541,0.288,0.445,0.546
0.445,0.542,0.308,0.441,0.541
0.454,0.529,0.299,0.445,0.542
0.431,0.542,0.289,0.454,0.529
0.509,0.671,0.425,0.431,0.542
0.442,0.56,0.307,0.509,0.671
0.44,0.548,0.29,0.442,0.56
0.436,0.534,0.285,0.44,0.548
0.413,0.495,0.268,0.436,0.534
0.406,0.567,0.323,0.413,0.495
0.408,0.498,0.263,0.406,0.567
0.41,0.522,0.269,0.408,0.498
0.418,0.503,0.281,0.41,0.522
0.386,0.496,0.264,0.418,0.503
0.407,0.5,0.268,0.386,0.496
0.403,0.487,0.279,0.407,0.5
0.387,0.515,0.274,0.403,0.487
0.414,0.503,0.269,0.387,0.515
0.514,0.595,0.367,0.414,0.503
0.461,0.538,0.298,0.514,0.595
0.452,0.548,0.296,0.461,0.538
0.454,0.559,0.298,0.452,0.548
0.433,0.569,0.3,0.454,0.559
0.429,0.558,0.3,0.433,0.569
0.441,0.592,0.315,0.429,0.558
0.436,0.555,0.302,0.441,0.592
0.437,0.564,0.32,0.436,0.555
0.458,0.556,0.292,0.437,0.564
0.443,0.716,0.326,0.458,0.556
0.425,0.548,0.294,0.443,0.716
0.454,0.539,0.304,0.425,0.548
0.452,0.555,0.294,0.454,0.539
0.46,0.553,0.299,0.452,0.555
0.435,0.582,0.3,0.46,0.553
0.46,0.564,0.296,0.435,0.582
0.437,0.549,0.295,0.46,0.564
0.434,0.538,0.294,0.437,0.549
0.436,0.557,0.307,0.434,0.538
0.459,0.554,0.298,0.436,0.557
0.442,0.555,0.298,0.459,0.554
0.441,0.542,0.301,0.442,0.555
0.432,0.549,0.299,0.441,0.542
0.545,0.657,0.377,0.432,0.549
0.439,0.551,0.296,0.545,0.657
0.447,0.721,0.36,0.439,0.551
0.45,0.543,0.319,0.447,0.721
0.413,0.539,0.296,0.45,0.543
0.44,0.554,0.288,0.413,0.539
0.439,0.547,0.297,0.44,0.554
0.454,0.548,0.308,0.439,0.547
0.442,0.552,0.308,0.454,0.548
0.461,0.549,0.311,0.442,0.552
0.44,0.54,0.303,0.461,0.549
0.449,0.549,0.301,0.44,0.54
0.425,0.538,0.31,0.449,0.549
0.426,0.543,0.312,0.425,0.538
0.437,0.525,0.301,0.426,0.543
0.444,0.53,0.285,0.437,0.525
0.417,0.537,0.281,0.444,0.53
0.449,0.531,0.283,0.417,0.537
0.425,0.522,0.292,0.449,0.531
0.427,0.512,0.283,0.425,0.522
0.428,0.539,0.29,0.427,0.512
0.432,0.536,0.3,0.428,0.539
0.428,0.521,0.283,0.432,0.536
0.379,0.487,0.295,0.428,0.521
0.393,0.485,0.265,0.379,0.487
0.391,0.491,0.27,0.393,0.485
0.376,0.491,0.275,0.391,0.491
0.407,0.488,0.27,0.376,0.491
0.398,0.513,0.271,0.407,0.488
0.389,0.481,0.264,0.398,0.513
0.389,0.497,0.259,0.389,0.481
0.382,0.487,0.28,0.389,0.497
0.396,0.484,0.277,0.382,0.487
0.406,0.511,0.269,0.396,0.484
0.376,0.501,0.266,0.406,0.511
0.419,0.502,0.263,0.376,0.501
0.39,0.489,0.264,0.419,0.502
0.384,0.487,0.261,0.39,0.489
0.393,0.483,0.258,0.384,0.487
0.391,0.489,0.263,0.393,0.483
0.397,0.485,0.266,0.391,0.489
0.393,0.502,0.268,0.397,0.485
0.387,0.486,0.268,0.393,0.502
0.41,0.509,0.29,0.387,0.486
0.41,0.506,0.285,0.41,0.509
0.393,0.49,0.271,0.41,0.506
0.398,0.489,0.277,0.393,0.49
0.391,0.477,0.272,0.398,0.489
0.396,0.491,0.282,0.391,0.477
0.416,0.51,0.276,0.396,0.491
0.381,0.494,0.264,0.416,0.51
0.385,0.483,0.268,0.381,0.494
0.407,0.487,0.272,0.385,0.483
