Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.388,0.501,0.289,0.382,0.497
0.38,0.498,0.284,0.388,0.501
0.374,0.487,0.278,0.38,0.498
0.383,0.486,0.293,0.374,0.487
0.389,0.487,0.293,0.383,0.486
0.397,0.49,0.286,0.389,0.487
0.373,0.486,0.282,0.397,0.49
0.378,0.484,0.265,0.373,0.486
0.399,0.492,0.272,0.378,0.484
0.401,0.497,0.259,0.399,0.492
0.404,0.483,0.255,0.401,0.497
0.399,0.481,0.258,0.404,0.483
0.411,0.493,0.261,0.399,0.481
0.395,0.49,0.264,0.411,0.493
0.395,0.495,0.267,0.395,0.49
0.394,0.512,0.265,0.395,0.495
0.391,0.517,0.269,0.394,0.512
0.386,0.519,0.265,0.391,0.517
0.376,0.523,0.266,0.386,0.519
0.369,0.526,0.263,0.376,0.523
0.373,0.515,0.263,0.369,0.526
0.367,0.508,0.261,0.373,0.515
0.363,0.494,0.266,0.367,0.508
0.366,0.491,0.268,0.363,0.494
0.373,0.489,0.263,0.366,0.491
0.376,0.496,0.263,0.373,0.489
0.373,0.495,0.265,0.376,0.496
0.372,0.512,0.258,0.373,0.495
0.385,0.494,0.26,0.372,0.512
0.381,0.485,0.257,0.385,0.494
0.375,0.494,0.258,0.381,0.485
0.37,0.498,0.281,0.375,0.494
0.375,0.505,0.275,0.37,0.498
0.391,0.505,0.265,0.375,0.505
0.389,0.496,0.264,0.391,0.505
0.383,0.491,0.274,0.389,0.496
0.378,0.496,0.267,0.383,0.491
0.379,0.496,0.259,0.378,0.496
0.363,0.485,0.262,0.379,0.496
0.364,0.481,0.26,0.363,0.485
0.384,0.478,0.256,0.364,0.481
0.376,0.477,0.252,0.384,0.478
0.372,0.481,0.246,0.376,0.477
0.374,0.474,0.256,0.372,0.481
0.382,0.477,0.251,0.374,0.474
0.382,0.473,0.259,0.382,0.477
0.385,0.47,0.256,0.382,0.473
0.377,0.483,0.257,0.385,0.47
0.375,0.513,0.268,0.377,0.483
0.378,0.5,0.267,0.375,0.513
0.364,0.504,0.274,0.378,0.5
0.365,0.496,0.275,0.364,0.504
0.366,0.494,0.289,0.365,0.496
0.37,0.491,0.279,0.366,0.494
0.368,0.485,0.268,0.37,0.491
0.368,0.486,0.261,0.368,0.485
0.372,0.478,0.271,0.368,0.486
0.37,0.475,0.261,0.372,0.478
0.378,0.474,0.268,0.37,0.475
0.372,0.479,0.284,0.378,0.474
0.372,0.483,0.281,0.372,0.479
0.371,0.484,0.282,0.372,0.483
0.387,0.483,0.28,0.371,0.484
0.383,0.496,0.269,0.387,0.483
0.378,0.501,0.267,0.383,0.496
0.376,0.496,0.267,0.378,0.501
0.371,0.505,0.263,0.376,0.496
0.361,0.525,0.275,0.371,0.505
0.373,0.53,0.275,0.361,0.525
0.372,0.529,0.263,0.373,0.53
0.381,0.512,0.268,0.372,0.529
0.393,0.51,0.264,0.381,0.512
0.368,0.493,0.265,0.393,0.51
0.362,0.49,0.258,0.368,0.493
0.367,0.488,0.258,0.362,0.49
0.372,0.493,0.261,0.367,0.488
0.385,0.497,0.268,0.372,0.493
0.388,0.488,0.262,0.385,0.497
0.379,0.491,0.263,0.388,0.488
0.377,0.483,0.264,0.379,0.491
0.373,0.486,0.257,0.377,0.483
0.379,0.495,0.264,0.373,0.486
0.383,0.499,0.268,0.379,0.495
0.376,0.494,0.261,0.383,0.499
0.375,0.496,0.255,0.376,0.494
0.386,0.5,0.26,0.375,0.496
0.389,0.498,0.274,0.386,0.5
0.386,0.497,0.278,0.389,0.498
0.382,0.492,0.271,0.386,0.497
0.387,0.488,0.266,0.382,0.492
0.384,0.498,0.274,0.387,0.488
0.388,0.516,0.279,0.384,0.498
0.387,0.514,0.272,0.388,0.516
0.392,0.507,0.278,0.387,0.514
0.388,0.513,0.282,0.392,0.507
0.384,0.519,0.268,0.388,0.513
0.393,0.525,0.265,0.384,0.519
0.399,0.498,0.277,0.393,0.525
0.408,0.498,0.284,0.399,0.498
0.413,0.505,0.277,0.408,0.498
0.409,0.494,0.276,0.413,0.505
0.413,0.496,0.277,0.409,0.494
0.4,0.5,0.284,0.413,0.496
0.398,0.505,0.288,0.4,0.5
0.391,0.481,0.286,0.398,0.505
0.38,0.481,0.292,0.391,0.481
0.393,0.481,0.284,0.38,0.481
0.369,0.489,0.276,0.393,0.481
0.366,0.492,0.276,0.369,0.489
0.359,0.503,0.267,0.366,0.492
0.36,0.493,0.264,0.359,0.503
0.376,0.492,0.258,0.36,0.493
0.373,0.501,0.259,0.376,0.492
0.383,0.501,0.262,0.373,0.501
0.385,0.501,0.265,0.383,0.501
0.389,0.502,0.258,0.385,0.501
0.392,0.504,0.257,0.389,0.502
0.387,0.501,0.261,0.392,0.504
0.387,0.492,0.261,0.387,0.501
0.393,0.5,0.271,0.387,0.492
0.39,0.493,0.279,0.393,0.5
0.392,0.488,0.282,0.39,0.493
0.387,0.494,0.282,0.392,0.488
0.373,0.49,0.274,0.387,0.494
0.382,0.509,0.281,0.373,0.49
0.386,0.505,0.285,0.382,0.509
0.381,0.513,0.284,0.386,0.505
0.373,0.511,0.283,0.381,0.513
0.383,0.519,0.277,0.373,0.511
0.379,0.522,0.273,0.383,0.519
0.387,0.518,0.28,0.379,0.522
0.394,0.511,0.273,0.387,0.518
0.398,0.492,0.269,0.394,0.511
0.393,0.494,0.268,0.398,0.492
0.387,0.497,0.26,0.393,0.494
0.384,0.493,0.257,0.387,0.497
0.38,0.493,0.253,0.384,0.493
0.375,0.483,0.256,0.38,0.493
0.372,0.485,0.259,0.375,0.483
0.366,0.5,0.259,0.372,0.485
0.366,0.491,0.255,0.366,0.5
0.373,0.489,0.252,0.366,0.491
0.37,0.498,0.251,0.373,0.489
0.378,0.502,0.256,0.37,0.498
0.382,0.509,0.253,0.378,0.502
0.392,0.5,0.257,0.382,0.509
0.399,0.499,0.255,0.392,0.5
0.382,0.503,0.259,0.399,0.499
0.391,0.506,0.303,0.382,0.503
0.389,0.511,0.299,0.391,0.506
0.392,0.514,0.283,0.389,0.511
0.373,0.514,0.291,0.392,0.514
0.387,0.503,0.283,0.373,0.514
0.387,0.513,0.284,0.387,0.503
0.387,0.502,0.276,0.387,0.513
0.383,0.506,0.279,0.387,0.502
0.382,0.491,0.275,0.383,0.506
0.386,0.493,0.271,0.382,0.491
0.383,0.494,0.272,0.386,0.493
0.398,0.49,0.284,0.383,0.494
0.394,0.493,0.29,0.398,0.49
0.39,0.5,0.277,0.394,0.493
0.38,0.482,0.281,0.39,0.5
0.377,0.48,0.274,0.38,0.482
0.376,0.48,0.27,0.377,0.48
0.378,0.485,0.261,0.376,0.48
0.379,0.483,0.265,0.378,0.485
0.392,0.501,0.262,0.379,0.483
0.41,0.504,0.275,0.392,0.501
0.393,0.517,0.285,0.41,0.504
0.387,0.525,0.293,0.393,0.517
0.378,0.524,0.29,0.387,0.525
0.384,0.521,0.3,0.378,0.524
0.385,0.523,0.293,0.384,0.521
0.384,0.513,0.299,0.385,0.523
0.385,0.52,0.307,0.384,0.513
0.383,0.537,0.294,0.385,0.52
0.391,0.552,0.296,0.383,0.537
0.365,0.514,0.28,0.391,0.552
0.384,0.494,0.262,0.365,0.514
0.383,0.492,0.266,0.384,0.494
0.375,0.502,0.269,0.383,0.492
0.367,0.507,0.265,0.375,0.502
0.375,0.497,0.256,0.367,0.507
0.38,0.488,0.256,0.375,0.497
0.39,0.491,0.253,0.38,0.488
0.393,0.494,0.256,0.39,0.491
0.393,0.487,0.259,0.393,0.494
0.379,0.494,0.27,0.393,0.487
0.378,0.488,0.274,0.379,0.494
0.387,0.492,0.262,0.378,0.488
0.39,0.496,0.267,0.387,0.492
0.391,0.496,0.275,0.39,0.496
0.404,0.498,0.27,0.391,0.496
0.397,0.496,0.275,0.404,0.498
0.401,0.49,0.275,0.397,0.496
0.391,0.503,0.278,0.401,0.49
0.383,0.496,0.279,0.391,0.503
0.383,0.493,0.278,0.383,0.496
0.394,0.492,0.279,0.383,0.493
0.392,0.492,0.263,0.394,0.492
0.369,0.497,0.263,0.392,0.492
0.369,0.495,0.259,0.369,0.497
0.367,0.491,0.259,0.369,0.495
0.373,0.493,0.264,0.367,0.491
0.382,0.495,0.261,0.373,0.493
0.402,0.499,0.27,0.382,0.495
0.394,0.5,0.268,0.402,0.499
0.381,0.498,0.27,0.394,0.5
0.381,0.5,0.274,0.381,0.498
0.374,0.497,0.277,0.381,0.5
0.379,0.507,0.26,0.374,0.497
0.395,0.509,0.261,0.379,0.507
0.391,0.511,0.26,0.395,0.509
0.389,0.504,0.257,0.391,0.511
0.39,0.503,0.262,0.389,0.504
0.39,0.502,0.265,0.39,0.503
0.388,0.505,0.269,0.39,0.502
0.407,0.507,0.264,0.388,0.505
0.41,0.52,0.269,0.407,0.507
0.412,0.51,0.268,0.41,0.52
0.424,0.51,0.269,0.412,0.51
0.42,0.509,0.28,0.424,0.51
0.428,0.518,0.283,0.42,0.509
0.417,0.52,0.275,0.428,0.518
0.409,0.514,0.273,0.417,0.52
0.387,0.521,0.279,0.409,0.514
0.391,0.521,0.279,0.387,0.521
0.398,0.525,0.272,0.391,0.521
0.397,0.498,0.273,0.398,0.525
0.382,0.515,0.28,0.397,0.498
0.386,0.503,0.275,0.382,0.515
0.376,0.506,0.282,0.386,0.503
0.374,0.508,0.278,0.376,0.506
0.375,0.506,0.286,0.374,0.508
0.388,0.506,0.277,0.375,0.506
0.385,0.508,0.284,0.388,0.506
0.389,0.501,0.274,0.385,0.508
0.391,0.511,0.293,0.389,0.501
0.405,0.512,0.292,0.391,0.511
0.414,0.515,0.283,0.405,0.512
0.426,0.509,0.279,0.414,0.515
0.432,0.509,0.28,0.426,0.509
0.425,0.51,0.279,0.432,0.509
0.432,0.506,0.283,0.425,0.51
0.415,0.512,0.288,0.432,0.506
0.402,0.514,0.283,0.415,0.512
0.399,0.526,0.286,0.402,0.514
0.401,0.528,0.279,0.399,0.526
0.408,0.547,0.286,0.401,0.528
0.391,0.564,0.293,0.408,0.547
0.405,0.546,0.285,0.391,0.564
0.397,0.545,0.286,0.405,0.546
0.404,0.544,0.308,0.397,0.545
0.411,0.553,0.294,0.404,0.544
0.407,0.554,0.285,0.411,0.553
0.409,0.559,0.293,0.407,0.554
0.43,0.55,0.305,0.409,0.559
0.422,0.554,0.316,0.43,0.55
0.426,0.558,0.305,0.422,0.554
0.437,0.56,0.307,0.426,0.558
0.426,0.561,0.3,0.437,0.56
0.459,0.582,0.299,0.426,0.561
0.458,0.579,0.293,0.459,0.582
0.455,0.572,0.287,0.458,0.579
0.46,0.569,0.302,0.455,0.572
0.449,0.558,0.304,0.46,0.569
0.455,0.558,0.304,0.449,0.558
0.448,0.567,0.311,0.455,0.558
0.442,0.582,0.315,0.448,0.567
0.43,0.582,0.316,0.442,0.582
0.428,0.616,0.319,0.43,0.582
0.433,0.611,0.334,0.428,0.616
0.44,0.593,0.33,0.433,0.611
0.446,0.583,0.322,0.44,0.593
0.45,0.58,0.31,0.446,0.583
0.453,0.564,0.301,0.45,0.58
0.45,0.562,0.303,0.453,0.564
0.449,0.566,0.309,0.45,0.562
0.441,0.556,0.307,0.449,0.566
0.436,0.577,0.313,0.441,0.556
0.447,0.584,0.305,0.436,0.577
0.432,0.584,0.289,0.447,0.584
0.433,0.578,0.292,0.432,0.584
0.437,0.565,0.293,0.433,0.578
0.439,0.568,0.292,0.437,0.565
0.44,0.569,0.288,0.439,0.568
0.437,0.555,0.293,0.44,0.569
0.445,0.552,0.289,0.437,0.555
0.443,0.549,0.288,0.445,0.552
0.446,0.543,0.29,0.443,0.549
0.432,0.542,0.287,0.446,0.543
0.437,0.555,0.289,0.432,0.542
0.429,0.56,0.304,0.437,0.555
0.438,0.564,0.307,0.429,0.56
0.441,0.583,0.315,0.438,0.564
0.452,0.601,0.316,0.441,0.583
0.465,0.588,0.321,0.452,0.601
0.46,0.602,0.321,0.465,0.588
0.457,0.599,0.318,0.46,0.602
0.471,0.615,0.32,0.457,0.599
0.478,0.618,0.319,0.471,0.615
0.487,0.605,0.324,0.478,0.618
0.5,0.61,0.329,0.487,0.605
0.496,0.613,0.322,0.5,0.61
0.491,0.622,0.328,0.496,0.613
0.494,0.62,0.325,0.491,0.622
0.502,0.634,0.317,0.494,0.62
0.487,0.618,0.326,0.502,0.634
0.498,0.635,0.327,0.487,0.618
0.508,0.637,0.326,0.498,0.635
0.511,0.643,0.334,0.508,0.637
0.513,0.631,0.338,0.511,0.643
0.521,0.644,0.346,0.513,0.631
0.535,0.633,0.345,0.521,0.644
0.538,0.662,0.342,0.535,0.633
0.536,0.678,0.329,0.538,0.662
0.532,0.686,0.329,0.536,0.678
0.541,0.671,0.328,0.532,0.686
0.557,0.661,0.342,0.541,0.671
0.556,0.666,0.338,0.557,0.661
0.549,0.67,0.341,0.556,0.666
0.566,0.681,0.344,0.549,0.67
0.575,0.679,0.344,0.566,0.681
0.555,0.683,0.35,0.575,0.679
0.554,0.669,0.344,0.555,0.683
0.566,0.685,0.341,0.554,0.669
0.584,0.703,0.341,0.566,0.685
0.567,0.695,0.346,0.584,0.703
0.553,0.703,0.351,0.567,0.695
0.551,0.699,0.354,0.553,0.703
0.535,0.708,0.349,0.551,0.699
0.553,0.716,0.351,0.535,0.708
0.557,0.703,0.355,0.553,0.716
0.542,0.704,0.36,0.557,0.703
0.539,0.679,0.358,0.542,0.704
0.546,0.675,0.357,0.539,0.679
0.552,0.685,0.362,0.546,0.675
0.545,0.686,0.359,0.552,0.685
0.555,0.669,0.366,0.545,0.686
0.558,0.674,0.354,0.555,0.669
0.563,0.671,0.351,0.558,0.674
0.563,0.685,0.345,0.563,0.671
0.552,0.675,0.358,0.563,0.685
0.565,0.686,0.347,0.552,0.675
0.581,0.683,0.368,0.565,0.686
0.554,0.733,0.38,0.581,0.683
0.563,0.751,0.387,0.554,0.733
0.562,0.761,0.392,0.563,0.751
0.559,0.802,0.421,0.562,0.761
0.565,0.844,0.442,0.559,0.802
0.551,0.867,0.429,0.565,0.844
0.555,0.875,0.421,0.551,0.867
0.575,0.854,0.424,0.555,0.875
0.567,0.834,0.418,0.575,0.854
0.577,0.823,0.413,0.567,0.834
0.579,0.788,0.393,0.577,0.823
0.586,0.759,0.382,0.579,0.788
0.562,0.719,0.372,0.586,0.759
0.528,0.673,0.357,0.562,0.719
0.541,0.674,0.352,0.528,0.673
0.539,0.715,0.353,0.541,0.674
0.547,0.716,0.359,0.539,0.715
0.556,0.73,0.366,0.547,0.716
0.555,0.699,0.38,0.556,0.73
0.556,0.691,0.379,0.555,0.699
0.556,0.694,0.383,0.556,0.691
0.566,0.689,0.357,0.556,0.694
0.579,0.703,0.37,0.566,0.689
0.568,0.698,0.394,0.579,0.703
0.57,0.725,0.376,0.568,0.698
0.554,0.735,0.371,0.57,0.725
0.546,0.75,0.372,0.554,0.735
0.551,0.725,0.379,0.546,0.75
0.56,0.736,0.367,0.551,0.725
0.548,0.696,0.37,0.56,0.736
0.545,0.709,0.368,0.548,0.696
0.548,0.675,0.357,0.545,0.709
0.559,0.666,0.349,0.548,0.675
0.536,0.647,0.338,0.559,0.666
0.53,0.64,0.34,0.536,0.647
0.521,0.63,0.342,0.53,0.64
0.509,0.641,0.357,0.521,0.63
0.511,0.645,0.345,0.509,0.641
0.529,0.655,0.347,0.511,0.645
0.544,0.659,0.345,0.529,0.655
0.553,0.665,0.338,0.544,0.659
0.542,0.68,0.343,0.553,0.665
0.542,0.666,0.339,0.542,0.68
0.522,0.677,0.338,0.542,0.666
0.514,0.673,0.343,0.522,0.677
0.524,0.677,0.345,0.514,0.673
0.539,0.678,0.366,0.524,0.677
0.535,0.678,0.364,0.539,0.678
0.556,0.678,0.363,0.535,0.678
0.541,0.671,0.351,0.556,0.678
0.538,0.668,0.343,0.541,0.671
0.559,0.683,0.349,0.538,0.668
0.546,0.673,0.35,0.559,0.683
0.538,0.683,0.353,0.546,0.673
0.56,0.691,0.361,0.538,0.683
0.571,0.698,0.362,0.56,0.691
0.56,0.713,0.359,0.571,0.698
0.565,0.704,0.358,0.56,0.713
0.568,0.74,0.36,0.565,0.704
0.561,0.733,0.361,0.568,0.74
0.568,0.716,0.362,0.561,0.733
0.572,0.712,0.354,0.568,0.716
0.571,0.691,0.372,0.572,0.712
0.536,0.675,0.373,0.571,0.691
0.542,0.686,0.363,0.536,0.675
0.545,0.698,0.379,0.542,0.686
0.553,0.713,0.396,0.545,0.698
0.543,0.696,0.376,0.553,0.713
0.545,0.699,0.371,0.543,0.696
0.562,0.704,0.373,0.545,0.699
0.565,0.686,0.372,0.562,0.704
0.558,0.691,0.373,0.565,0.686
0.553,0.686,0.365,0.558,0.691
0.564,0.681,0.362,0.553,0.686
0.565,0.678,0.369,0.564,0.681
0.586,0.673,0.366,0.565,0.678
0.574,0.676,0.355,0.586,0.673
0.551,0.669,0.354,0.574,0.676
0.567,0.667,0.351,0.551,0.669
0.554,0.671,0.362,0.567,0.667
0.545,0.674,0.346,0.554,0.671
0.528,0.671,0.346,0.545,0.674
0.528,0.68,0.345,0.528,0.671
0.534,0.68,0.342,0.528,0.68
0.534,0.673,0.344,0.534,0.68
0.525,0.663,0.345,0.534,0.673
0.52,0.684,0.349,0.525,0.663
0.529,0.678,0.345,0.52,0.684
0.522,0.684,0.343,0.529,0.678
0.519,0.685,0.349,0.522,0.684
0.521,0.679,0.346,0.519,0.685
0.531,0.672,0.344,0.521,0.679
0.529,0.69,0.357,0.531,0.672
0.526,0.685,0.347,0.529,0.69
0.537,0.668,0.352,0.526,0.685
0.542,0.698,0.348,0.537,0.668
0.543,0.693,0.345,0.542,0.698
0.534,0.663,0.353,0.543,0.693
0.526,0.684,0.36,0.534,0.663
0.526,0.688,0.35,0.526,0.684
0.523,0.662,0.347,0.526,0.688
0.532,0.68,0.355,0.523,0.662
0.541,0.697,0.359,0.532,0.68
0.54,0.658,0.371,0.541,0.697
0.541,0.664,0.371,0.54,0.658
0.531,0.676,0.372,0.541,0.664
0.53,0.663,0.365,0.531,0.676
0.533,0.672,0.362,0.53,0.663
0.535,0.66,0.344,0.533,0.672
0.513,0.668,0.343,0.535,0.66
0.518,0.674,0.343,0.513,0.668
0.506,0.683,0.339,0.518,0.674
0.523,0.673,0.334,0.506,0.683
0.527,0.681,0.33,0.523,0.673
0.528,0.679,0.339,0.527,0.681
0.53,0.657,0.368,0.528,0.679
0.537,0.676,0.368,0.53,0.657
0.539,0.675,0.359,0.537,0.676
0.552,0.698,0.363,0.539,0.675
0.556,0.706,0.374,0.552,0.698
0.557,0.692,0.386,0.556,0.706
0.551,0.683,0.383,0.557,0.692
0.553,0.682,0.377,0.551,0.683
0.535,0.662,0.379,0.553,0.682
0.525,0.661,0.372,0.535,0.662
0.52,0.661,0.347,0.525,0.661
0.546,0.678,0.342,0.52,0.661
0.533,0.656,0.354,0.546,0.678
0.52,0.655,0.35,0.533,0.656
0.531,0.642,0.349,0.52,0.655
0.535,0.65,0.349,0.531,0.642
0.535,0.659,0.344,0.535,0.65
0.535,0.667,0.348,0.535,0.659
0.535,0.65,0.342,0.535,0.667
0.524,0.68,0.36,0.535,0.65
0.526,0.665,0.351,0.524,0.68
0.542,0.648,0.355,0.526,0.665
0.53,0.66,0.35,0.542,0.648
0.518,0.651,0.35,0.53,0.66
0.518,0.651,0.353,0.518,0.651
0.502,0.654,0.35,0.518,0.651
0.516,0.662,0.347,0.502,0.654
0.522,0.676,0.344,0.516,0.662
0.512,0.679,0.361,0.522,0.676
0.523,0.67,0.352,0.512,0.679
0.519,0.669,0.35,0.523,0.67
0.528,0.668,0.353,0.519,0.669
0.533,0.65,0.353,0.528,0.668
0.56,0.655,0.359,0.533,0.65
0.567,0.679,0.354,0.56,0.655
0.578,0.715,0.342,0.567,0.679
0.589,0.719,0.343,0.578,0.715
0.589,0.718,0.342,0.589,0.719
0.597,0.719,0.345,0.589,0.718
0.596,0.707,0.354,0.597,0.719
0.588,0.692,0.35,0.596,0.707
0.575,0.685,0.359,0.588,0.692
0.551,0.677,0.36,0.575,0.685
0.557,0.665,0.354,0.551,0.677
0.56,0.649,0.348,0.557,0.665
0.553,0.648,0.352,0.56,0.649
0.546,0.673,0.357,0.553,0.648
0.536,0.662,0.361,0.546,0.673
0.545,0.694,0.356,0.536,0.662
0.528,0.694,0.351,0.545,0.694
0.531,0.673,0.359,0.528,0.694
0.53,0.675,0.352,0.531,0.673
0.538,0.674,0.354,0.53,0.675
0.535,0.672,0.36,0.538,0.674
0.533,0.67,0.349,0.535,0.672
0.543,0.666,0.342,0.533,0.67
0.535,0.669,0.348,0.543,0.666
0.529,0.684,0.34,0.535,0.669
0.544,0.668,0.341,0.529,0.684
0.54,0.677,0.343,0.544,0.668
0.556,0.69,0.34,0.54,0.677
0.556,0.683,0.349,0.556,0.69
0.534,0.685,0.348,0.556,0.683
0.531,0.665,0.347,0.534,0.685
0.533,0.655,0.345,0.531,0.665
0.536,0.663,0.348,0.533,0.655
0.54,0.675,0.346,0.536,0.663
0.542,0.664,0.343,0.54,0.675
0.54,0.681,0.341,0.542,0.664
0.535,0.684,0.338,0.54,0.681
0.531,0.683,0.342,0.535,0.684
0.537,0.684,0.362,0.531,0.683
0.545,0.689,0.36,0.537,0.684
0.532,0.686,0.356,0.545,0.689
0.556,0.676,0.36,0.532,0.686
0.538,0.664,0.358,0.556,0.676
0.549,0.651,0.368,0.538,0.664
0.548,0.651,0.377,0.549,0.651
0.544,0.647,0.374,0.548,0.651
0.538,0.645,0.376,0.544,0.647
0.533,0.647,0.37,0.538,0.645
0.533,0.669,0.353,0.533,0.647
0.53,0.676,0.352,0.533,0.669
0.523,0.69,0.347,0.53,0.676
0.538,0.689,0.354,0.523,0.69
0.538,0.685,0.363,0.538,0.689
0.528,0.688,0.361,0.538,0.685
0.53,0.686,0.344,0.528,0.688
0.557,0.696,0.346,0.53,0.686
0.559,0.71,0.348,0.557,0.696
0.537,0.698,0.353,0.559,0.71
0.555,0.691,0.353,0.537,0.698
0.551,0.684,0.359,0.555,0.691
0.55,0.681,0.355,0.551,0.684
0.544,0.676,0.367,0.55,0.681
0.545,0.675,0.362,0.544,0.676
0.555,0.675,0.361,0.545,0.675
0.526,0.668,0.35,0.555,0.675
0.519,0.658,0.345,0.526,0.668
0.511,0.648,0.341,0.519,0.658
0.502,0.648,0.343,0.511,0.648
0.503,0.658,0.329,0.502,0.648
0.507,0.644,0.332,0.503,0.658
0.506,0.645,0.329,0.507,0.644
0.516,0.648,0.326,0.506,0.645
0.531,0.656,0.332,0.516,0.648
0.538,0.65,0.334,0.531,0.656
0.547,0.642,0.348,0.538,0.65
0.537,0.655,0.346,0.547,0.642
0.535,0.662,0.341,0.537,0.655
0.541,0.668,0.341,0.535,0.662
0.535,0.706,0.358,0.541,0.668
0.523,0.724,0.372,0.535,0.706
0.527,0.705,0.365,0.523,0.724
0.53,0.704,0.36,0.527,0.705
0.533,0.705,0.351,0.53,0.704
0.537,0.691,0.369,0.533,0.705
0.531,0.706,0.374,0.537,0.691
0.541,0.726,0.365,0.531,0.706
0.55,0.723,0.368,0.541,0.726
0.548,0.7,0.355,0.55,0.723
0.533,0.67,0.363,0.548,0.7
0.521,0.651,0.335,0.533,0.67
0.556,0.653,0.339,0.521,0.651
0.542,0.653,0.344,0.556,0.653
0.529,0.645,0.349,0.542,0.653
0.549,0.664,0.346,0.529,0.645
0.537,0.657,0.348,0.549,0.664
0.534,0.673,0.335,0.537,0.657
0.521,0.679,0.337,0.534,0.673
0.509,0.672,0.347,0.521,0.679
0.505,0.671,0.348,0.509,0.672
0.508,0.665,0.364,0.505,0.671
0.508,0.673,0.36,0.508,0.665
0.515,0.669,0.352,0.508,0.673
0.511,0.654,0.334,0.515,0.669
0.509,0.639,0.333,0.511,0.654
0.513,0.628,0.334,0.509,0.639
0.499,0.643,0.335,0.513,0.628
0.506,0.636,0.343,0.499,0.643
0.519,0.647,0.339,0.506,0.636
0.509,0.64,0.343,0.519,0.647
0.515,0.633,0.331,0.509,0.64
0.511,0.635,0.344,0.515,0.633
0.486,0.623,0.335,0.511,0.635
0.483,0.625,0.334,0.486,0.623
0.485,0.655,0.328,0.483,0.625
0.502,0.65,0.328,0.485,0.655
0.494,0.65,0.337,0.502,0.65
0.504,0.673,0.333,0.494,0.65
0.517,0.653,0.336,0.504,0.673
0.529,0.65,0.337,0.517,0.653
0.534,0.669,0.342,0.529,0.65
0.524,0.693,0.356,0.534,0.669
0.543,0.687,0.357,0.524,0.693
0.533,0.684,0.345,0.543,0.687
0.529,0.695,0.35,0.533,0.684
0.539,0.691,0.351,0.529,0.695
0.542,0.688,0.34,0.539,0.691
0.552,0.691,0.339,0.542,0.688
0.527,0.688,0.347,0.552,0.691
0.514,0.684,0.35,0.527,0.688
0.526,0.684,0.354,0.514,0.684
0.531,0.677,0.345,0.526,0.684
0.528,0.677,0.352,0.531,0.677
0.544,0.666,0.347,0.528,0.677
0.541,0.675,0.348,0.544,0.666
0.544,0.677,0.352,0.541,0.675
0.549,0.69,0.363,0.544,0.677
0.56,0.709,0.379,0.549,0.69
0.568,0.705,0.377,0.56,0.709
0.58,0.69,0.377,0.568,0.705
0.562,0.681,0.375,0.58,0.69
0.549,0.667,0.374,0.562,0.681
0.536,0.669,0.385,0.549,0.667
0.536,0.665,0.361,0.536,0.669
