Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.436,0.551,0.292,0.44,0.559
0.429,0.551,0.286,0.436,0.551
0.437,0.542,0.292,0.429,0.551
0.436,0.557,0.286,0.437,0.542
0.441,0.553,0.295,0.436,0.557
0.444,0.571,0.297,0.441,0.553
0.453,0.564,0.299,0.444,0.571
0.458,0.566,0.292,0.453,0.564
0.441,0.558,0.294,0.458,0.566
0.453,0.57,0.306,0.441,0.558
0.447,0.568,0.315,0.453,0.57
0.444,0.551,0.306,0.447,0.568
0.443,0.549,0.302,0.444,0.551
0.431,0.532,0.296,0.443,0.549
0.435,0.539,0.304,0.431,0.532
0.435,0.537,0.307,0.435,0.539
0.438,0.544,0.319,0.435,0.537
0.454,0.588,0.342,0.438,0.544
0.469,0.625,0.375,0.454,0.588
0.486,0.662,0.399,0.469,0.625
0.511,0.689,0.398,0.486,0.662
0.509,0.698,0.413,0.511,0.689
0.535,0.722,0.414,0.509,0.698
0.557,0.767,0.443,0.535,0.722
0.567,0.785,0.441,0.557,0.767
0.572,0.81,0.452,0.567,0.785
0.58,0.801,0.448,0.572,0.81
0.561,0.77,0.422,0.58,0.801
0.542,0.724,0.403,0.561,0.77
0.515,0.702,0.367,0.542,0.724
0.506,0.707,0.366,0.515,0.702
0.506,0.696,0.359,0.506,0.707
0.483,0.659,0.344,0.506,0.696
0.461,0.61,0.324,0.483,0.659
0.484,0.601,0.326,0.461,0.61
0.488,0.62,0.313,0.484,0.601
0.493,0.643,0.315,0.488,0.62
0.499,0.65,0.317,0.493,0.643
0.517,0.65,0.334,0.499,0.65
0.512,0.638,0.333,0.517,0.65
0.517,0.633,0.333,0.512,0.638
0.521,0.647,0.338,0.517,0.633
0.534,0.644,0.336,0.521,0.647
0.522,0.65,0.345,0.534,0.644
0.522,0.642,0.358,0.522,0.65
0.526,0.637,0.357,0.522,0.642
0.516,0.641,0.338,0.526,0.637
0.528,0.651,0.343,0.516,0.641
0.523,0.642,0.338,0.528,0.651
0.537,0.667,0.333,0.523,0.642
0.553,0.657,0.328,0.537,0.667
0.556,0.638,0.335,0.553,0.657
0.533,0.623,0.327,0.556,0.638
0.52,0.624,0.314,0.533,0.623
0.52,0.607,0.317,0.52,0.624
0.496,0.594,0.315,0.52,0.607
0.471,0.571,0.316,0.496,0.594
0.468,0.566,0.321,0.471,0.571
0.469,0.555,0.315,0.468,0.566
0.455,0.547,0.301,0.469,0.555
0.438,0.526,0.293,0.455,0.547
0.424,0.521,0.288,0.438,0.526
0.418,0.521,0.302,0.424,0.521
0.41,0.529,0.32,0.418,0.521
0.415,0.544,0.319,0.41,0.529
0.413,0.544,0.31,0.415,0.544
0.423,0.556,0.307,0.413,0.544
0.438,0.541,0.3,0.423,0.556
0.457,0.536,0.301,0.438,0.541
0.45,0.529,0.29,0.457,0.536
0.438,0.527,0.288,0.45,0.529
0.44,0.531,0.292,0.438,0.527
0.446,0.53,0.293,0.44,0.531
0.436,0.528,0.295,0.446,0.53
0.451,0.531,0.294,0.436,0.528
0.442,0.526,0.31,0.451,0.531
0.437,0.534,0.31,0.442,0.526
0.423,0.531,0.31,0.437,0.534
0.419,0.52,0.296,0.423,0.531
0.428,0.52,0.295,0.419,0.52
0.433,0.532,0.294,0.428,0.52
0.436,0.53,0.291,0.433,0.532
0.439,0.524,0.29,0.436,0.53
0.438,0.514,0.281,0.439,0.524
0.43,0.518,0.29,0.438,0.514
0.426,0.517,0.295,0.43,0.518
0.421,0.529,0.289,0.426,0.517
0.411,0.528,0.291,0.421,0.529
0.414,0.529,0.294,0.411,0.528
0.421,0.532,0.294,0.414,0.529
0.416,0.52,0.288,0.421,0.532
0.425,0.523,0.295,0.416,0.52
0.416,0.514,0.294,0.425,0.523
0.425,0.537,0.28,0.416,0.514
0.432,0.551,0.286,0.425,0.537
0.434,0.544,0.28,0.432,0.551
0.425,0.547,0.283,0.434,0.544
0.42,0.537,0.284,0.425,0.547
0.414,0.54,0.285,0.42,0.537
0.422,0.544,0.284,0.414,0.54
0.422,0.54,0.292,0.422,0.544
0.418,0.545,0.304,0.422,0.54
0.435,0.55,0.301,0.418,0.545
0.43,0.538,0.283,0.435,0.55
0.418,0.534,0.288,0.43,0.538
0.417,0.539,0.29,0.418,0.534
0.414,0.536,0.285,0.417,0.539
0.407,0.523,0.28,0.414,0.536
0.404,0.539,0.278,0.407,0.523
0.407,0.546,0.283,0.404,0.539
0.405,0.548,0.281,0.407,0.546
0.399,0.521,0.281,0.405,0.548
0.406,0.518,0.277,0.399,0.521
0.417,0.526,0.275,0.406,0.518
0.422,0.524,0.277,0.417,0.526
0.441,0.523,0.289,0.422,0.524
0.438,0.54,0.287,0.441,0.523
0.428,0.548,0.288,0.438,0.54
0.413,0.535,0.283,0.428,0.548
0.413,0.543,0.293,0.413,0.535
0.403,0.514,0.293,0.413,0.543
0.409,0.523,0.291,0.403,0.514
0.408,0.51,0.298,0.409,0.523
0.415,0.503,0.297,0.408,0.51
0.422,0.495,0.293,0.415,0.503
0.426,0.501,0.286,0.422,0.495
0.427,0.501,0.281,0.426,0.501
0.406,0.501,0.277,0.427,0.501
0.405,0.499,0.276,0.406,0.501
0.424,0.504,0.281,0.405,0.499
0.407,0.507,0.279,0.424,0.504
0.4,0.503,0.273,0.407,0.507
0.404,0.497,0.282,0.4,0.503
0.407,0.507,0.272,0.404,0.497
0.4,0.502,0.28,0.407,0.507
0.401,0.512,0.272,0.4,0.502
0.402,0.511,0.27,0.401,0.512
0.397,0.513,0.272,0.402,0.511
0.399,0.519,0.269,0.397,0.513
0.414,0.52,0.28,0.399,0.519
0.413,0.513,0.28,0.414,0.52
0.403,0.519,0.278,0.413,0.513
0.394,0.533,0.288,0.403,0.519
0.401,0.523,0.291,0.394,0.533
0.402,0.526,0.295,0.401,0.523
0.41,0.529,0.296,0.402,0.526
0.404,0.519,0.299,0.41,0.529
0.41,0.504,0.289,0.404,0.519
0.414,0.513,0.285,0.41,0.504
0.41,0.517,0.284,0.414,0.513
0.426,0.529,0.285,0.41,0.517
0.413,0.524,0.289,0.426,0.529
0.422,0.522,0.292,0.413,0.524
0.433,0.51,0.301,0.422,0.522
0.415,0.518,0.305,0.433,0.51
0.406,0.522,0.299,0.415,0.518
0.409,0.511,0.302,0.406,0.522
0.403,0.519,0.292,0.409,0.511
0.414,0.523,0.296,0.403,0.519
0.402,0.51,0.291,0.414,0.523
0.401,0.507,0.289,0.402,0.51
0.408,0.508,0.28,0.401,0.507
0.405,0.515,0.277,0.408,0.508
0.406,0.506,0.279,0.405,0.515
0.419,0.515,0.287,0.406,0.506
0.412,0.515,0.291,0.419,0.515
0.403,0.519,0.288,0.412,0.515
0.411,0.512,0.279,0.403,0.519
0.401,0.512,0.267,0.411,0.512
0.401,0.537,0.265,0.401,0.512
0.398,0.518,0.272,0.401,0.537
0.408,0.523,0.28,0.398,0.518
0.41,0.528,0.285,0.408,0.523
0.416,0.523,0.273,0.41,0.528
0.421,0.535,0.271,0.416,0.523
0.408,0.526,0.271,0.421,0.535
0.41,0.517,0.272,0.408,0.526
0.413,0.51,0.269,0.41,0.517
0.425,0.513,0.278,0.413,0.51
0.421,0.514,0.268,0.425,0.513
0.417,0.527,0.279,0.421,0.514
0.42,0.533,0.286,0.417,0.527
0.418,0.527,0.281,0.42,0.533
0.415,0.536,0.281,0.418,0.527
0.411,0.548,0.275,0.415,0.536
0.41,0.542,0.277,0.411,0.548
0.417,0.531,0.29,0.41,0.542
0.435,0.522,0.289,0.417,0.531
0.427,0.52,0.29,0.435,0.522
0.44,0.523,0.285,0.427,0.52
0.423,0.524,0.284,0.44,0.523
0.423,0.531,0.289,0.423,0.524
0.431,0.518,0.291,0.423,0.531
0.42,0.514,0.289,0.431,0.518
0.42,0.522,0.293,0.42,0.514
0.422,0.52,0.295,0.42,0.522
0.428,0.526,0.298,0.422,0.52
0.452,0.526,0.285,0.428,0.526
0.429,0.512,0.289,0.452,0.526
0.412,0.523,0.293,0.429,0.512
0.412,0.531,0.287,0.412,0.523
0.431,0.516,0.276,0.412,0.531
0.427,0.504,0.277,0.431,0.516
0.419,0.514,0.284,0.427,0.504
0.418,0.516,0.276,0.419,0.514
0.404,0.515,0.271,0.418,0.516
0.42,0.519,0.267,0.404,0.515
0.414,0.511,0.272,0.42,0.519
0.416,0.542,0.271,0.414,0.511
0.411,0.529,0.273,0.416,0.542
0.417,0.534,0.271,0.411,0.529
0.418,0.541,0.277,0.417,0.534
0.405,0.546,0.284,0.418,0.541
0.411,0.529,0.277,0.405,0.546
0.408,0.525,0.278,0.411,0.529
0.402,0.513,0.286,0.408,0.525
0.4,0.515,0.286,0.402,0.513
0.394,0.517,0.276,0.4,0.515
0.399,0.516,0.281,0.394,0.517
0.417,0.509,0.293,0.399,0.516
0.409,0.521,0.284,0.417,0.509
0.407,0.518,0.277,0.409,0.521
0.413,0.512,0.277,0.407,0.518
0.406,0.51,0.281,0.413,0.512
0.405,0.501,0.289,0.406,0.51
0.418,0.508,0.276,0.405,0.501
0.419,0.524,0.282,0.418,0.508
0.424,0.52,0.278,0.419,0.524
0.411,0.52,0.274,0.424,0.52
0.421,0.522,0.281,0.411,0.52
0.415,0.52,0.276,0.421,0.522
0.437,0.519,0.269,0.415,0.52
0.44,0.523,0.289,0.437,0.519
0.449,0.517,0.274,0.44,0.523
0.444,0.525,0.276,0.449,0.517
0.427,0.526,0.27,0.444,0.525
0.422,0.531,0.278,0.427,0.526
0.423,0.517,0.282,0.422,0.531
0.433,0.516,0.286,0.423,0.517
0.432,0.528,0.282,0.433,0.516
0.42,0.528,0.287,0.432,0.528
0.41,0.511,0.298,0.42,0.528
0.42,0.528,0.298,0.41,0.511
0.418,0.523,0.293,0.42,0.528
0.419,0.538,0.281,0.418,0.523
0.417,0.537,0.282,0.419,0.538
0.422,0.535,0.288,0.417,0.537
0.426,0.552,0.291,0.422,0.535
0.421,0.545,0.275,0.426,0.552
0.413,0.532,0.277,0.421,0.545
0.424,0.518,0.272,0.413,0.532
0.421,0.512,0.271,0.424,0.518
0.423,0.513,0.265,0.421,0.512
0.419,0.509,0.271,0.423,0.513
0.426,0.532,0.271,0.419,0.509
0.432,0.538,0.27,0.426,0.532
0.432,0.544,0.276,0.432,0.538
0.432,0.541,0.274,0.432,0.544
0.425,0.535,0.287,0.432,0.541
0.416,0.532,0.29,0.425,0.535
0.404,0.536,0.298,0.416,0.532
0.405,0.529,0.297,0.404,0.536
0.405,0.508,0.301,0.405,0.529
0.417,0.529,0.296,0.405,0.508
0.407,0.536,0.29,0.417,0.529
0.421,0.544,0.278,0.407,0.536
0.399,0.535,0.272,0.421,0.544
0.396,0.518,0.268,0.399,0.535
0.405,0.523,0.281,0.396,0.518
0.416,0.52,0.274,0.405,0.523
0.405,0.509,0.275,0.416,0.52
0.399,0.499,0.29,0.405,0.509
0.407,0.513,0.284,0.399,0.499
0.388,0.522,0.283,0.407,0.513
0.391,0.538,0.28,0.388,0.522
0.394,0.553,0.289,0.391,0.538
0.409,0.545,0.283,0.394,0.553
0.412,0.548,0.283,0.409,0.545
0.41,0.55,0.282,0.412,0.548
0.413,0.542,0.284,0.41,0.55
0.415,0.526,0.287,0.413,0.542
0.413,0.538,0.287,0.415,0.526
0.422,0.539,0.287,0.413,0.538
0.432,0.531,0.291,0.422,0.539
0.427,0.528,0.294,0.432,0.531
0.423,0.526,0.294,0.427,0.528
0.406,0.517,0.299,0.423,0.526
0.412,0.516,0.299,0.406,0.517
0.411,0.507,0.289,0.412,0.516
0.407,0.51,0.282,0.411,0.507
0.416,0.502,0.283,0.407,0.51
0.422,0.506,0.287,0.416,0.502
0.429,0.523,0.272,0.422,0.506
0.432,0.508,0.27,0.429,0.523
0.438,0.508,0.276,0.432,0.508
0.432,0.509,0.274,0.438,0.508
0.451,0.508,0.271,0.432,0.509
0.442,0.519,0.277,0.451,0.508
0.452,0.532,0.273,0.442,0.519
0.453,0.53,0.292,0.452,0.532
0.447,0.553,0.292,0.453,0.53
0.449,0.531,0.281,0.447,0.553
0.426,0.521,0.276,0.449,0.531
0.421,0.53,0.275,0.426,0.521
0.416,0.523,0.277,0.421,0.53
0.425,0.538,0.282,0.416,0.523
0.419,0.551,0.295,0.425,0.538
0.429,0.538,0.278,0.419,0.551
0.418,0.533,0.276,0.429,0.538
0.418,0.531,0.285,0.418,0.533
0.411,0.523,0.282,0.418,0.531
0.423,0.522,0.275,0.411,0.523
0.423,0.515,0.274,0.423,0.522
0.423,0.514,0.279,0.423,0.515
0.42,0.511,0.277,0.423,0.514
0.433,0.509,0.278,0.42,0.511
0.447,0.51,0.27,0.433,0.509
0.44,0.507,0.273,0.447,0.51
0.436,0.512,0.276,0.44,0.507
0.427,0.507,0.272,0.436,0.512
0.431,0.508,0.284,0.427,0.507
0.438,0.516,0.287,0.431,0.508
0.433,0.523,0.276,0.438,0.516
0.436,0.516,0.273,0.433,0.523
0.413,0.516,0.276,0.436,0.516
0.429,0.506,0.274,0.413,0.516
0.438,0.512,0.269,0.429,0.506
0.416,0.517,0.275,0.438,0.512
0.417,0.522,0.285,0.416,0.517
0.427,0.534,0.286,0.417,0.522
0.427,0.524,0.287,0.427,0.534
0.423,0.508,0.294,0.427,0.524
0.421,0.517,0.287,0.423,0.508
0.413,0.513,0.281,0.421,0.517
0.42,0.529,0.276,0.413,0.513
0.419,0.533,0.275,0.42,0.529
0.42,0.547,0.281,0.419,0.533
0.416,0.535,0.282,0.42,0.547
0.41,0.535,0.275,0.416,0.535
0.413,0.523,0.286,0.41,0.535
0.412,0.525,0.3,0.413,0.523
0.403,0.514,0.297,0.412,0.525
0.394,0.523,0.282,0.403,0.514
0.396,0.528,0.294,0.394,0.523
0.414,0.519,0.292,0.396,0.528
0.411,0.52,0.294,0.414,0.519
0.409,0.52,0.301,0.411,0.52
0.406,0.523,0.302,0.409,0.52
0.407,0.522,0.288,0.406,0.523
0.437,0.53,0.292,0.407,0.522
0.446,0.544,0.294,0.437,0.53
0.442,0.541,0.291,0.446,0.544
0.451,0.545,0.297,0.442,0.541
0.453,0.562,0.284,0.451,0.545
0.447,0.554,0.293,0.453,0.562
0.441,0.555,0.292,0.447,0.554
0.439,0.56,0.295,0.441,0.555
0.448,0.568,0.292,0.439,0.56
0.464,0.549,0.3,0.448,0.568
0.467,0.554,0.313,0.464,0.549
0.465,0.555,0.306,0.467,0.554
0.459,0.557,0.303,0.465,0.555
0.461,0.566,0.297,0.459,0.557
0.448,0.558,0.291,0.461,0.566
0.438,0.556,0.29,0.448,0.558
0.429,0.555,0.287,0.438,0.556
0.427,0.575,0.284,0.429,0.555
0.421,0.555,0.288,0.427,0.575
0.426,0.552,0.293,0.421,0.555
0.42,0.566,0.292,0.426,0.552
0.425,0.546,0.289,0.42,0.566
0.41,0.522,0.285,0.425,0.546
0.407,0.521,0.29,0.41,0.522
0.422,0.53,0.282,0.407,0.521
0.419,0.515,0.279,0.422,0.53
0.433,0.514,0.287,0.419,0.515
0.429,0.514,0.282,0.433,0.514
0.426,0.507,0.284,0.429,0.514
0.432,0.507,0.283,0.426,0.507
0.425,0.508,0.29,0.432,0.507
0.431,0.526,0.293,0.425,0.508
0.437,0.521,0.298,0.431,0.526
0.431,0.525,0.289,0.437,0.521
0.428,0.523,0.279,0.431,0.525
0.44,0.523,0.279,0.428,0.523
0.434,0.527,0.283,0.44,0.523
0.418,0.52,0.292,0.434,0.527
0.416,0.513,0.289,0.418,0.52
0.416,0.522,0.298,0.416,0.513
0.429,0.527,0.297,0.416,0.522
0.412,0.528,0.287,0.429,0.527
0.421,0.53,0.297,0.412,0.528
0.436,0.543,0.297,0.421,0.53
0.43,0.538,0.277,0.436,0.543
0.415,0.531,0.282,0.43,0.538
0.41,0.525,0.278,0.415,0.531
0.414,0.515,0.273,0.41,0.525
0.417,0.526,0.282,0.414,0.515
0.419,0.527,0.276,0.417,0.526
0.414,0.523,0.271,0.419,0.527
0.416,0.516,0.27,0.414,0.523
0.416,0.522,0.279,0.416,0.516
0.426,0.51,0.281,0.416,0.522
0.424,0.519,0.273,0.426,0.51
0.434,0.526,0.268,0.424,0.519
0.443,0.516,0.271,0.434,0.526
0.43,0.515,0.275,0.443,0.516
0.439,0.507,0.267,0.43,0.515
0.442,0.508,0.279,0.439,0.507
0.438,0.506,0.274,0.442,0.508
0.431,0.509,0.276,0.438,0.506
0.432,0.502,0.285,0.431,0.509
0.42,0.505,0.273,0.432,0.502
0.423,0.51,0.274,0.42,0.505
0.413,0.516,0.28,0.423,0.51
0.415,0.518,0.276,0.413,0.516
0.418,0.514,0.278,0.415,0.518
0.409,0.523,0.277,0.418,0.514
0.412,0.514,0.278,0.409,0.523
0.422,0.505,0.283,0.412,0.514
0.432,0.504,0.292,0.422,0.505
0.431,0.508,0.287,0.432,0.504
0.427,0.505,0.293,0.431,0.508
0.431,0.506,0.282,0.427,0.505
0.409,0.507,0.282,0.431,0.506
0.425,0.511,0.27,0.409,0.507
0.443,0.517,0.278,0.425,0.511
0.439,0.522,0.278,0.443,0.517
0.439,0.515,0.277,0.439,0.522
0.449,0.512,0.27,0.439,0.515
0.44,0.511,0.281,0.449,0.512
0.446,0.522,0.268,0.44,0.511
0.444,0.521,0.267,0.446,0.522
0.435,0.502,0.276,0.444,0.521
0.432,0.496,0.272,0.435,0.502
0.446,0.516,0.274,0.432,0.496
0.434,0.512,0.276,0.446,0.516
0.418,0.517,0.271,0.434,0.512
0.408,0.509,0.276,0.418,0.517
0.402,0.5,0.29,0.408,0.509
0.407,0.502,0.288,0.402,0.5
0.414,0.51,0.278,0.407,0.502
0.411,0.503,0.28,0.414,0.51
0.408,0.512,0.279,0.411,0.503
0.408,0.51,0.274,0.408,0.512
0.41,0.512,0.276,0.408,0.51
0.409,0.509,0.278,0.41,0.512
0.41,0.504,0.283,0.409,0.509
0.402,0.51,0.286,0.41,0.504
0.4,0.515,0.282,0.402,0.51
0.407,0.517,0.281,0.4,0.515
0.401,0.519,0.292,0.407,0.517
0.398,0.519,0.281,0.401,0.519
0.407,0.526,0.294,0.398,0.519
0.411,0.526,0.29,0.407,0.526
0.417,0.52,0.286,0.411,0.526
0.42,0.518,0.282,0.417,0.52
0.421,0.531,0.275,0.42,0.518
0.434,0.53,0.282,0.421,0.531
0.424,0.539,0.287,0.434,0.53
0.425,0.52,0.282,0.424,0.539
0.415,0.518,0.274,0.425,0.52
0.425,0.517,0.276,0.415,0.518
0.416,0.52,0.275,0.425,0.517
0.416,0.514,0.276,0.416,0.52
0.42,0.511,0.274,0.416,0.514
0.414,0.511,0.269,0.42,0.511
0.412,0.505,0.275,0.414,0.511
0.417,0.509,0.278,0.412,0.505
0.419,0.515,0.28,0.417,0.509
0.421,0.528,0.284,0.419,0.515
0.426,0.524,0.28,0.421,0.528
0.419,0.527,0.276,0.426,0.524
0.414,0.52,0.277,0.419,0.527
0.421,0.517,0.278,0.414,0.52
0.418,0.509,0.274,0.421,0.517
0.405,0.52,0.292,0.418,0.509
0.409,0.512,0.285,0.405,0.52
0.411,0.523,0.282,0.409,0.512
0.409,0.511,0.287,0.411,0.523
0.414,0.502,0.283,0.409,0.511
0.413,0.505,0.28,0.414,0.502
0.428,0.506,0.288,0.413,0.505
0.428,0.501,0.297,0.428,0.506
0.422,0.502,0.304,0.428,0.501
0.426,0.508,0.3,0.422,0.502
0.417,0.511,0.31,0.426,0.508
0.418,0.538,0.293,0.417,0.511
0.409,0.526,0.304,0.418,0.538
0.421,0.519,0.313,0.409,0.526
0.416,0.509,0.296,0.421,0.519
0.422,0.512,0.268,0.416,0.509
0.42,0.528,0.277,0.422,0.512
0.43,0.517,0.276,0.42,0.528
0.427,0.522,0.275,0.43,0.517
0.423,0.508,0.281,0.427,0.522
0.416,0.519,0.282,0.423,0.508
0.415,0.537,0.282,0.416,0.519
0.424,0.549,0.294,0.415,0.537
0.426,0.546,0.271,0.424,0.549
0.411,0.545,0.282,0.426,0.546
0.409,0.548,0.278,0.411,0.545
0.405,0.536,0.277,0.409,0.548
0.414,0.53,0.284,0.405,0.536
0.418,0.528,0.288,0.414,0.53
0.429,0.517,0.289,0.418,0.528
0.435,0.524,0.281,0.429,0.517
0.422,0.529,0.292,0.435,0.524
0.411,0.545,0.286,0.422,0.529
0.411,0.552,0.276,0.411,0.545
0.408,0.538,0.267,0.411,0.552
0.417,0.532,0.295,0.408,0.538
0.422,0.52,0.275,0.417,0.532
0.423,0.511,0.275,0.422,0.52
0.431,0.516,0.279,0.423,0.511
0.435,0.51,0.288,0.431,0.516
0.444,0.515,0.286,0.435,0.51
0.428,0.531,0.291,0.444,0.515
0.434,0.524,0.287,0.428,0.531
0.432,0.52,0.291,0.434,0.524
0.429,0.531,0.289,0.432,0.52
0.436,0.509,0.292,0.429,0.531
0.427,0.522,0.288,0.436,0.509
0.416,0.539,0.285,0.427,0.522
0.413,0.55,0.297,0.416,0.539
0.414,0.553,0.303,0.413,0.55
0.416,0.556,0.316,0.414,0.553
0.415,0.557,0.305,0.416,0.556
0.418,0.558,0.313,0.415,0.557
0.414,0.56,0.315,0.418,0.558
0.42,0.557,0.293,0.414,0.56
0.427,0.543,0.291,0.42,0.557
0.43,0.533,0.287,0.427,0.543
0.414,0.534,0.274,0.43,0.533
0.4,0.537,0.272,0.414,0.534
0.411,0.539,0.272,0.4,0.537
0.414,0.524,0.272,0.411,0.539
0.409,0.512,0.279,0.414,0.524
0.406,0.508,0.278,0.409,0.512
0.408,0.509,0.28,0.406,0.508
0.403,0.505,0.271,0.408,0.509
0.412,0.514,0.27,0.403,0.505
0.42,0.527,0.275,0.412,0.514
0.42,0.535,0.288,0.42,0.527
0.415,0.54,0.293,0.42,0.535
0.42,0.545,0.297,0.415,0.54
0.421,0.549,0.289,0.42,0.545
0.418,0.56,0.273,0.421,0.549
0.429,0.565,0.272,0.418,0.56
0.44,0.576,0.286,0.429,0.565
0.442,0.569,0.273,0.44,0.576
0.433,0.56,0.273,0.442,0.569
0.421,0.549,0.275,0.433,0.56
0.43,0.538,0.276,0.421,0.549
0.427,0.528,0.273,0.43,0.538
0.432,0.531,0.275,0.427,0.528
0.42,0.536,0.281,0.432,0.531
0.417,0.514,0.285,0.42,0.536
0.4,0.517,0.283,0.417,0.514
0.399,0.523,0.291,0.4,0.517
0.401,0.516,0.286,0.399,0.523
0.4,0.517,0.29,0.401,0.516
0.401,0.531,0.283,0.4,0.517
0.404,0.521,0.287,0.401,0.531
0.44,0.521,0.284,0.404,0.521
0.45,0.519,0.289,0.44,0.521
0.451,0.522,0.284,0.45,0.519
0.453,0.53,0.284,0.451,0.522
0.448,0.528,0.281,0.453,0.53
0.45,0.522,0.273,0.448,0.528
0.428,0.529,0.273,0.45,0.522
0.449,0.536,0.276,0.428,0.529
0.436,0.52,0.28,0.449,0.536
0.42,0.515,0.288,0.436,0.52
0.4,0.526,0.293,0.42,0.515
0.404,0.518,0.286,0.4,0.526
0.415,0.521,0.277,0.404,0.518
0.418,0.518,0.278,0.415,0.521
0.421,0.522,0.276,0.418,0.518
0.417,0.519,0.272,0.421,0.522
0.418,0.51,0.264,0.417,0.519
0.433,0.503,0.26,0.418,0.51
0.419,0.507,0.263,0.433,0.503
0.428,0.504,0.266,0.419,0.507
0.416,0.504,0.281,0.428,0.504
0.409,0.508,0.285,0.416,0.504
0.415,0.509,0.281,0.409,0.508
0.414,0.507,0.289,0.415,0.509
0.403,0.502,0.284,0.414,0.507
0.415,0.519,0.295,0.403,0.502
0.405,0.512,0.289,0.415,0.519
0.401,0.515,0.303,0.405,0.512
0.409,0.507,0.29,0.401,0.515
0.405,0.503,0.31,0.409,0.507
0.416,0.511,0.299,0.405,0.503
0.435,0.525,0.304,0.416,0.511
0.418,0.526,0.295,0.435,0.525
0.407,0.529,0.279,0.418,0.526
0.417,0.52,0.289,0.407,0.529
0.413,0.517,0.291,0.417,0.52
0.413,0.514,0.295,0.413,0.517
0.431,0.504,0.29,0.413,0.514
0.425,0.505,0.296,0.431,0.504
0.425,0.507,0.307,0.425,0.505
0.431,0.505,0.3,0.425,0.507
0.426,0.509,0.291,0.431,0.505
0.422,0.507,0.282,0.426,0.509
