Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.34,0.535,0.332,0.35,0.553
0.317,0.515,0.323,0.34,0.535
0.317,0.488,0.344,0.317,0.515
0.392,0.531,0.371,0.317,0.488
0.396,0.509,0.368,0.392,0.531
0.387,0.505,0.386,0.396,0.509
0.385,0.523,0.398,0.387,0.505
0.375,0.532,0.383,0.385,0.523
0.361,0.541,0.368,0.375,0.532
0.322,0.506,0.327,0.361,0.541
0.363,0.486,0.335,0.322,0.506
0.334,0.502,0.339,0.363,0.486
0.333,0.508,0.337,0.334,0.502
0.332,0.501,0.345,0.333,0.508
0.368,0.549,0.341,0.332,0.501
0.345,0.545,0.328,0.368,0.549
0.352,0.541,0.351,0.345,0.545
0.366,0.541,0.352,0.352,0.541
0.369,0.55,0.356,0.366,0.541
0.375,0.551,0.37,0.369,0.55
0.367,0.54,0.366,0.375,0.551
0.348,0.551,0.335,0.367,0.54
0.333,0.559,0.346,0.348,0.551
0.333,0.495,0.336,0.333,0.559
0.328,0.496,0.335,0.333,0.495
0.318,0.497,0.333,0.328,0.496
0.355,0.517,0.319,0.318,0.497
0.332,0.534,0.308,0.355,0.517
0.315,0.493,0.327,0.332,0.534
0.325,0.513,0.337,0.315,0.493
0.3,0.468,0.306,0.325,0.513
0.339,0.525,0.325,0.3,0.468
0.34,0.512,0.339,0.339,0.525
0.344,0.515,0.348,0.34,0.512
0.36,0.537,0.349,0.344,0.515
0.346,0.469,0.317,0.36,0.537
0.331,0.459,0.317,0.346,0.469
0.319,0.515,0.314,0.331,0.459
0.349,0.437,0.313,0.319,0.515
0.314,0.448,0.316,0.349,0.437
0.302,0.441,0.305,0.314,0.448
0.308,0.449,0.307,0.302,0.441
0.338,0.51,0.301,0.308,0.449
0.321,0.467,0.311,0.338,0.51
0.312,0.483,0.327,0.321,0.467
0.296,0.441,0.309,0.312,0.483
0.306,0.448,0.326,0.296,0.441
0.322,0.422,0.317,0.306,0.448
0.305,0.482,0.317,0.322,0.422
0.305,0.427,0.298,0.305,0.482
0.299,0.437,0.286,0.305,0.427
0.318,0.478,0.305,0.299,0.437
0.308,0.483,0.349,0.318,0.478
0.363,0.531,0.334,0.308,0.483
0.314,0.469,0.308,0.363,0.531
0.319,0.493,0.327,0.314,0.469
0.321,0.535,0.313,0.319,0.493
0.331,0.456,0.313,0.321,0.535
0.348,0.493,0.304,0.331,0.456
0.33,0.457,0.335,0.348,0.493
0.309,0.47,0.322,0.33,0.457
0.299,0.479,0.305,0.309,0.47
0.313,0.478,0.293,0.299,0.479
0.303,0.469,0.31,0.313,0.478
0.302,0.467,0.319,0.303,0.469
0.312,0.462,0.306,0.302,0.467
0.32,0.445,0.332,0.312,0.462
0.296,0.466,0.31,0.32,0.445
0.348,0.458,0.314,0.296,0.466
0.374,0.541,0.367,0.348,0.458
0.381,0.532,0.352,0.374,0.541
0.403,0.532,0.357,0.381,0.532
0.414,0.521,0.358,0.403,0.532
0.419,0.516,0.367,0.414,0.521
0.425,0.527,0.359,0.419,0.516
0.413,0.536,0.37,0.425,0.527
0.407,0.528,0.369,0.413,0.536
0.393,0.532,0.373,0.407,0.528
0.384,0.548,0.38,0.393,0.532
0.376,0.569,0.377,0.384,0.548
0.379,0.591,0.381,0.376,0.569
0.388,0.603,0.373,0.379,0.591
0.376,0.601,0.365,0.388,0.603
0.375,0.587,0.362,0.376,0.601
0.365,0.591,0.363,0.375,0.587
0.326,0.509,0.325,0.365,0.591
0.328,0.454,0.318,0.326,0.509
0.303,0.51,0.308,0.328,0.454
0.295,0.461,0.306,0.303,0.51
0.314,0.463,0.301,0.295,0.461
0.292,0.482,0.309,0.314,0.463
0.317,0.487,0.33,0.292,0.482
0.318,0.443,0.303,0.317,0.487
0.33,0.538,0.326,0.318,0.443
0.354,0.546,0.343,0.33,0.538
0.353,0.473,0.356,0.354,0.546
0.33,0.544,0.344,0.353,0.473
0.345,0.529,0.329,0.33,0.544
0.336,0.537,0.342,0.345,0.529
0.349,0.535,0.354,0.336,0.537
0.343,0.521,0.352,0.349,0.535
0.369,0.597,0.327,0.343,0.521
0.346,0.52,0.331,0.369,0.597
0.356,0.488,0.347,0.346,0.52
0.318,0.522,0.366,0.356,0.488
0.324,0.547,0.33,0.318,0.522
0.34,0.544,0.361,0.324,0.547
0.347,0.552,0.361,0.34,0.544
0.36,0.562,0.35,0.347,0.552
0.357,0.573,0.343,0.36,0.562
0.332,0.578,0.343,0.357,0.573
0.337,0.574,0.347,0.332,0.578
0.334,0.567,0.339,0.337,0.574
0.33,0.564,0.341,0.334,0.567
0.334,0.576,0.33,0.33,0.564
0.343,0.595,0.349,0.334,0.576
0.352,0.529,0.357,0.343,0.595
0.33,0.498,0.327,0.352,0.529
0.322,0.533,0.334,0.33,0.498
0.343,0.542,0.327,0.322,0.533
0.33,0.55,0.33,0.343,0.542
0.356,0.608,0.358,0.33,0.55
0.374,0.612,0.353,0.356,0.608
0.378,0.606,0.364,0.374,0.612
0.383,0.618,0.372,0.378,0.606
0.402,0.599,0.395,0.383,0.618
0.4,0.599,0.382,0.402,0.599
0.417,0.6,0.387,0.4,0.599
0.408,0.573,0.378,0.417,0.6
0.414,0.575,0.378,0.408,0.573
0.408,0.581,0.388,0.414,0.575
0.416,0.567,0.382,0.408,0.581
0.389,0.575,0.376,0.416,0.567
0.386,0.58,0.377,0.389,0.575
0.386,0.58,0.376,0.386,0.58
0.385,0.571,0.376,0.386,0.58
0.38,0.569,0.373,0.385,0.571
0.359,0.595,0.357,0.38,0.569
0.359,0.519,0.346,0.359,0.595
0.358,0.514,0.356,0.359,0.519
0.355,0.52,0.364,0.358,0.514
0.351,0.522,0.369,0.355,0.52
0.344,0.526,0.362,0.351,0.522
0.357,0.522,0.375,0.344,0.526
0.348,0.53,0.361,0.357,0.522
0.349,0.557,0.345,0.348,0.53
0.354,0.541,0.359,0.349,0.557
0.347,0.541,0.354,0.354,0.541
0.342,0.539,0.345,0.347,0.541
0.354,0.522,0.345,0.342,0.539
0.339,0.524,0.33,0.354,0.522
0.359,0.491,0.344,0.339,0.524
0.353,0.508,0.361,0.359,0.491
0.35,0.527,0.361,0.353,0.508
0.353,0.519,0.353,0.35,0.527
0.343,0.523,0.351,0.353,0.519
0.376,0.58,0.36,0.343,0.523
0.374,0.575,0.357,0.376,0.58
0.361,0.589,0.349,0.374,0.575
0.345,0.583,0.356,0.361,0.589
0.418,0.533,0.437,0.345,0.583
0.404,0.533,0.411,0.418,0.533
0.384,0.534,0.397,0.404,0.533
0.358,0.516,0.367,0.384,0.534
0.35,0.513,0.346,0.358,0.516
0.354,0.551,0.343,0.35,0.513
0.356,0.547,0.351,0.354,0.551
0.349,0.506,0.378,0.356,0.547
0.353,0.581,0.356,0.349,0.506
0.354,0.566,0.349,0.353,0.581
0.365,0.561,0.35,0.354,0.566
0.357,0.571,0.354,0.365,0.561
0.36,0.584,0.367,0.357,0.571
0.363,0.578,0.369,0.36,0.584
0.375,0.556,0.352,0.363,0.578
0.368,0.545,0.368,0.375,0.556
0.35,0.547,0.376,0.368,0.545
0.349,0.553,0.37,0.35,0.547
0.347,0.565,0.38,0.349,0.553
0.351,0.533,0.372,0.347,0.565
0.36,0.539,0.343,0.351,0.533
0.362,0.58,0.346,0.36,0.539
0.353,0.534,0.34,0.362,0.58
0.36,0.545,0.349,0.353,0.534
0.349,0.556,0.349,0.36,0.545
0.342,0.556,0.347,0.349,0.556
0.35,0.571,0.343,0.342,0.556
0.354,0.549,0.346,0.35,0.571
0.359,0.559,0.346,0.354,0.549
0.364,0.558,0.348,0.359,0.559
0.353,0.563,0.338,0.364,0.558
0.343,0.565,0.342,0.353,0.563
0.358,0.553,0.358,0.343,0.565
0.359,0.55,0.352,0.358,0.553
0.343,0.531,0.362,0.359,0.55
0.339,0.514,0.352,0.343,0.531
0.324,0.501,0.319,0.339,0.514
0.324,0.504,0.325,0.324,0.501
0.328,0.499,0.329,0.324,0.504
0.338,0.492,0.317,0.328,0.499
0.357,0.535,0.35,0.338,0.492
0.372,0.53,0.354,0.357,0.535
0.361,0.524,0.36,0.372,0.53
0.358,0.521,0.36,0.361,0.524
0.369,0.521,0.358,0.358,0.521
0.375,0.497,0.374,0.369,0.521
0.356,0.486,0.354,0.375,0.497
0.367,0.51,0.363,0.356,0.486
0.351,0.521,0.354,0.367,0.51
0.354,0.522,0.351,0.351,0.521
0.352,0.533,0.355,0.354,0.522
0.357,0.545,0.361,0.352,0.533
0.35,0.544,0.361,0.357,0.545
0.357,0.546,0.374,0.35,0.544
0.355,0.551,0.377,0.357,0.546
0.359,0.548,0.382,0.355,0.551
0.346,0.518,0.325,0.359,0.548
0.355,0.498,0.348,0.346,0.518
0.318,0.465,0.321,0.355,0.498
0.329,0.521,0.321,0.318,0.465
0.349,0.493,0.338,0.329,0.521
0.342,0.436,0.344,0.349,0.493
0.347,0.466,0.33,0.342,0.436
0.307,0.482,0.32,0.347,0.466
0.317,0.49,0.333,0.307,0.482
0.32,0.488,0.305,0.317,0.49
0.32,0.486,0.318,0.32,0.488
0.356,0.514,0.363,0.32,0.486
0.327,0.507,0.347,0.356,0.514
0.326,0.494,0.326,0.327,0.507
0.338,0.481,0.308,0.326,0.494
0.336,0.475,0.315,0.338,0.481
0.342,0.466,0.326,0.336,0.475
0.311,0.483,0.32,0.342,0.466
0.331,0.509,0.337,0.311,0.483
0.345,0.503,0.342,0.331,0.509
0.345,0.503,0.318,0.345,0.503
0.31,0.47,0.308,0.345,0.503
0.355,0.499,0.338,0.31,0.47
0.343,0.567,0.36,0.355,0.499
0.338,0.555,0.356,0.343,0.567
0.327,0.493,0.346,0.338,0.555
0.329,0.465,0.324,0.327,0.493
0.297,0.446,0.314,0.329,0.465
0.32,0.471,0.304,0.297,0.446
0.315,0.429,0.303,0.32,0.471
0.305,0.48,0.323,0.315,0.429
0.317,0.481,0.316,0.305,0.48
0.325,0.523,0.31,0.317,0.481
0.315,0.522,0.319,0.325,0.523
0.31,0.541,0.311,0.315,0.522
0.322,0.517,0.338,0.31,0.541
0.324,0.514,0.315,0.322,0.517
0.36,0.506,0.351,0.324,0.514
0.328,0.513,0.331,0.36,0.506
0.315,0.493,0.306,0.328,0.513
0.332,0.497,0.306,0.315,0.493
0.336,0.564,0.325,0.332,0.497
0.338,0.566,0.325,0.336,0.564
0.346,0.495,0.33,0.338,0.566
0.345,0.56,0.33,0.346,0.495
0.31,0.498,0.348,0.345,0.56
0.314,0.483,0.34,0.31,0.498
0.343,0.483,0.337,0.314,0.483
0.34,0.503,0.362,0.343,0.483
0.378,0.539,0.368,0.34,0.503
0.382,0.542,0.371,0.378,0.539
0.392,0.548,0.396,0.382,0.542
0.403,0.547,0.402,0.392,0.548
0.409,0.546,0.401,0.403,0.547
0.422,0.564,0.413,0.409,0.546
0.44,0.552,0.42,0.422,0.564
0.449,0.578,0.439,0.44,0.552
0.456,0.584,0.466,0.449,0.578
0.485,0.588,0.468,0.456,0.584
0.485,0.575,0.48,0.485,0.588
0.497,0.577,0.488,0.485,0.575
0.532,0.557,0.488,0.497,0.577
0.525,0.554,0.493,0.532,0.557
0.531,0.569,0.512,0.525,0.554
0.536,0.555,0.515,0.531,0.569
0.564,0.589,0.57,0.536,0.555
0.338,0.53,0.344,0.564,0.589
0.379,0.533,0.342,0.338,0.53
0.352,0.591,0.355,0.379,0.533
0.351,0.6,0.359,0.352,0.591
0.358,0.603,0.368,0.351,0.6
0.348,0.577,0.377,0.358,0.603
0.353,0.565,0.375,0.348,0.577
0.373,0.575,0.351,0.353,0.565
0.375,0.562,0.342,0.373,0.575
0.371,0.558,0.359,0.375,0.562
0.336,0.575,0.369,0.371,0.558
0.353,0.504,0.35,0.336,0.575
0.328,0.514,0.328,0.353,0.504
0.36,0.605,0.346,0.328,0.514
0.359,0.593,0.345,0.36,0.605
0.364,0.59,0.347,0.359,0.593
0.369,0.587,0.355,0.364,0.59
0.374,0.596,0.348,0.369,0.587
0.375,0.593,0.359,0.374,0.596
0.375,0.597,0.374,0.375,0.593
0.365,0.611,0.365,0.375,0.597
0.37,0.586,0.356,0.365,0.611
0.38,0.586,0.361,0.37,0.586
0.357,0.573,0.361,0.38,0.586
0.354,0.578,0.363,0.357,0.573
0.339,0.532,0.346,0.354,0.578
0.348,0.519,0.342,0.339,0.532
0.344,0.524,0.349,0.348,0.519
0.345,0.548,0.36,0.344,0.524
0.354,0.55,0.363,0.345,0.548
0.36,0.551,0.356,0.354,0.55
0.368,0.551,0.347,0.36,0.551
0.373,0.563,0.354,0.368,0.551
0.353,0.559,0.342,0.373,0.563
0.361,0.533,0.344,0.353,0.559
0.347,0.542,0.345,0.361,0.533
0.344,0.541,0.344,0.347,0.542
0.365,0.522,0.347,0.344,0.541
0.34,0.519,0.334,0.365,0.522
0.331,0.542,0.335,0.34,0.519
0.343,0.549,0.354,0.331,0.542
0.341,0.516,0.332,0.343,0.549
0.344,0.568,0.348,0.341,0.516
0.338,0.519,0.355,0.344,0.568
0.324,0.499,0.348,0.338,0.519
0.325,0.492,0.335,0.324,0.499
0.319,0.512,0.323,0.325,0.492
0.332,0.518,0.352,0.319,0.512
0.342,0.545,0.345,0.332,0.518
0.353,0.522,0.34,0.342,0.545
0.332,0.508,0.331,0.353,0.522
0.343,0.598,0.349,0.332,0.508
0.356,0.529,0.341,0.343,0.598
0.345,0.52,0.361,0.356,0.529
0.381,0.537,0.355,0.345,0.52
0.331,0.598,0.379,0.381,0.537
0.364,0.531,0.355,0.331,0.598
0.338,0.571,0.342,0.364,0.531
0.335,0.519,0.34,0.338,0.571
0.336,0.546,0.334,0.335,0.519
0.337,0.536,0.348,0.336,0.546
0.343,0.483,0.338,0.337,0.536
0.345,0.484,0.366,0.343,0.483
0.34,0.485,0.359,0.345,0.484
0.339,0.483,0.361,0.34,0.485
0.353,0.522,0.357,0.339,0.483
0.348,0.527,0.347,0.353,0.522
0.344,0.54,0.336,0.348,0.527
0.356,0.532,0.333,0.344,0.54
0.36,0.531,0.339,0.356,0.532
0.359,0.526,0.334,0.36,0.531
0.352,0.532,0.329,0.359,0.526
0.344,0.577,0.348,0.352,0.532
0.344,0.511,0.33,0.344,0.577
0.345,0.548,0.368,0.344,0.511
0.35,0.569,0.368,0.345,0.548
0.36,0.558,0.371,0.35,0.569
0.368,0.597,0.372,0.36,0.558
0.368,0.602,0.373,0.368,0.597
0.378,0.616,0.386,0.368,0.602
0.384,0.633,0.39,0.378,0.616
0.378,0.605,0.385,0.384,0.633
0.379,0.597,0.379,0.378,0.605
0.382,0.596,0.38,0.379,0.597
0.377,0.585,0.371,0.382,0.596
0.38,0.569,0.376,0.377,0.585
0.381,0.583,0.392,0.38,0.569
0.382,0.588,0.392,0.381,0.583
0.395,0.601,0.384,0.382,0.588
0.39,0.6,0.382,0.395,0.601
0.402,0.554,0.371,0.39,0.6
0.374,0.6,0.383,0.402,0.554
0.396,0.553,0.371,0.374,0.6
0.378,0.558,0.372,0.396,0.553
0.379,0.549,0.376,0.378,0.558
0.357,0.5,0.38,0.379,0.549
0.366,0.553,0.376,0.357,0.5
0.355,0.551,0.361,0.366,0.553
0.355,0.575,0.365,0.355,0.551
0.352,0.572,0.365,0.355,0.575
0.349,0.575,0.35,0.352,0.572
0.351,0.588,0.344,0.349,0.575
0.347,0.579,0.344,0.351,0.588
0.35,0.515,0.35,0.347,0.579
0.358,0.517,0.359,0.35,0.515
0.35,0.536,0.367,0.358,0.517
0.359,0.584,0.36,0.35,0.536
0.355,0.581,0.354,0.359,0.584
0.36,0.591,0.362,0.355,0.581
0.35,0.589,0.355,0.36,0.591
0.36,0.587,0.361,0.35,0.589
0.355,0.577,0.363,0.36,0.587
0.372,0.573,0.36,0.355,0.577
0.388,0.564,0.357,0.372,0.573
0.384,0.564,0.355,0.388,0.564
0.37,0.56,0.357,0.384,0.564
0.368,0.538,0.35,0.37,0.56
0.363,0.536,0.35,0.368,0.538
0.358,0.53,0.344,0.363,0.536
0.36,0.517,0.344,0.358,0.53
0.342,0.51,0.347,0.36,0.517
0.351,0.533,0.349,0.342,0.51
0.369,0.523,0.363,0.351,0.533
0.334,0.545,0.352,0.369,0.523
0.345,0.553,0.356,0.334,0.545
0.336,0.506,0.348,0.345,0.553
0.334,0.5,0.33,0.336,0.506
0.328,0.522,0.344,0.334,0.5
0.332,0.451,0.342,0.328,0.522
0.312,0.44,0.304,0.332,0.451
0.322,0.48,0.301,0.312,0.44
0.311,0.486,0.309,0.322,0.48
0.336,0.457,0.325,0.311,0.486
0.334,0.53,0.343,0.336,0.457
0.336,0.491,0.345,0.334,0.53
0.309,0.49,0.34,0.336,0.491
0.325,0.477,0.317,0.309,0.49
0.28,0.489,0.286,0.325,0.477
0.29,0.452,0.29,0.28,0.489
0.291,0.463,0.297,0.29,0.452
0.314,0.457,0.297,0.291,0.463
0.305,0.43,0.321,0.314,0.457
0.319,0.54,0.324,0.305,0.43
0.337,0.499,0.32,0.319,0.54
0.337,0.515,0.335,0.337,0.499
0.322,0.509,0.337,0.337,0.515
0.308,0.487,0.314,0.322,0.509
0.303,0.445,0.305,0.308,0.487
0.304,0.491,0.304,0.303,0.445
0.305,0.504,0.336,0.304,0.491
0.358,0.504,0.341,0.305,0.504
0.331,0.54,0.297,0.358,0.504
0.346,0.546,0.36,0.331,0.54
0.323,0.501,0.347,0.346,0.546
0.299,0.436,0.329,0.323,0.501
0.331,0.452,0.303,0.299,0.436
0.319,0.466,0.318,0.331,0.452
0.302,0.436,0.311,0.319,0.466
0.341,0.432,0.32,0.302,0.436
0.315,0.483,0.336,0.341,0.432
0.328,0.506,0.322,0.315,0.483
0.323,0.53,0.337,0.328,0.506
0.341,0.531,0.336,0.323,0.53
0.337,0.514,0.353,0.341,0.531
0.334,0.462,0.324,0.337,0.514
0.339,0.514,0.353,0.334,0.462
0.356,0.557,0.362,0.339,0.514
0.358,0.585,0.374,0.356,0.557
0.356,0.552,0.392,0.358,0.585
0.35,0.548,0.389,0.356,0.552
0.345,0.567,0.359,0.35,0.548
0.343,0.502,0.343,0.345,0.567
0.337,0.505,0.335,0.343,0.502
0.348,0.49,0.347,0.337,0.505
0.362,0.5,0.333,0.348,0.49
0.345,0.5,0.322,0.362,0.5
0.318,0.564,0.321,0.345,0.5
0.333,0.518,0.334,0.318,0.564
0.341,0.49,0.337,0.333,0.518
0.354,0.52,0.346,0.341,0.49
0.352,0.56,0.343,0.354,0.52
0.347,0.486,0.348,0.352,0.56
0.36,0.551,0.348,0.347,0.486
0.327,0.518,0.325,0.36,0.551
0.323,0.491,0.324,0.327,0.518
0.329,0.523,0.348,0.323,0.491
0.327,0.566,0.324,0.329,0.523
0.335,0.535,0.313,0.327,0.566
0.405,0.59,0.403,0.335,0.535
0.417,0.594,0.394,0.405,0.59
0.416,0.612,0.395,0.417,0.594
0.407,0.607,0.4,0.416,0.612
0.419,0.616,0.413,0.407,0.607
0.424,0.628,0.399,0.419,0.616
0.411,0.621,0.392,0.424,0.628
0.405,0.615,0.404,0.411,0.621
0.397,0.602,0.416,0.405,0.615
0.386,0.613,0.414,0.397,0.602
0.394,0.61,0.397,0.386,0.613
0.395,0.61,0.395,0.394,0.61
0.397,0.609,0.396,0.395,0.61
0.395,0.621,0.398,0.397,0.609
0.404,0.625,0.393,0.395,0.621
0.411,0.648,0.402,0.404,0.625
0.403,0.631,0.406,0.411,0.648
0.42,0.606,0.409,0.403,0.631
0.36,0.662,0.372,0.42,0.606
0.385,0.568,0.364,0.36,0.662
0.377,0.561,0.365,0.385,0.568
0.373,0.61,0.368,0.377,0.561
0.401,0.571,0.381,0.373,0.61
0.372,0.621,0.377,0.401,0.571
0.362,0.587,0.363,0.372,0.621
0.361,0.532,0.363,0.362,0.587
0.361,0.542,0.35,0.361,0.532
0.343,0.616,0.345,0.361,0.542
0.349,0.527,0.349,0.343,0.616
0.377,0.54,0.349,0.349,0.527
0.382,0.548,0.348,0.377,0.54
0.379,0.566,0.355,0.382,0.548
0.348,0.638,0.347,0.379,0.566
0.374,0.591,0.327,0.348,0.638
0.315,0.575,0.328,0.374,0.591
0.359,0.621,0.328,0.315,0.575
0.32,0.5,0.342,0.359,0.621
0.358,0.565,0.342,0.32,0.5
0.348,0.572,0.345,0.358,0.565
0.345,0.58,0.348,0.348,0.572
0.351,0.575,0.344,0.345,0.58
0.35,0.567,0.351,0.351,0.575
0.36,0.555,0.363,0.35,0.567
0.356,0.54,0.376,0.36,0.555
0.357,0.553,0.368,0.356,0.54
0.331,0.515,0.331,0.357,0.553
0.347,0.521,0.344,0.331,0.515
0.323,0.506,0.313,0.347,0.521
0.338,0.543,0.331,0.323,0.506
0.307,0.435,0.319,0.338,0.543
0.321,0.483,0.321,0.307,0.435
0.308,0.526,0.327,0.321,0.483
0.297,0.497,0.335,0.308,0.526
0.304,0.487,0.307,0.297,0.497
0.315,0.474,0.313,0.304,0.487
0.322,0.485,0.332,0.315,0.474
0.321,0.453,0.33,0.322,0.485
0.336,0.467,0.338,0.321,0.453
0.319,0.478,0.327,0.336,0.467
0.312,0.476,0.314,0.319,0.478
0.322,0.511,0.323,0.312,0.476
0.315,0.507,0.319,0.322,0.511
0.324,0.488,0.319,0.315,0.507
0.295,0.468,0.294,0.324,0.488
0.304,0.473,0.316,0.295,0.468
0.317,0.474,0.313,0.304,0.473
0.297,0.464,0.314,0.317,0.474
0.329,0.508,0.333,0.297,0.464
0.335,0.505,0.327,0.329,0.508
0.349,0.489,0.343,0.335,0.505
0.325,0.533,0.32,0.349,0.489
0.301,0.517,0.305,0.325,0.533
0.332,0.473,0.323,0.301,0.517
0.308,0.521,0.312,0.332,0.473
0.31,0.505,0.314,0.308,0.521
0.327,0.451,0.322,0.31,0.505
0.326,0.482,0.319,0.327,0.451
0.355,0.523,0.355,0.326,0.482
0.374,0.553,0.365,0.355,0.523
0.382,0.571,0.374,0.374,0.553
0.38,0.571,0.364,0.382,0.571
