Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.213,0.318,0.246,0.253,0.387
0.202,0.282,0.226,0.213,0.318
0.195,0.305,0.226,0.202,0.282
0.195,0.278,0.208,0.195,0.305
0.178,0.274,0.199,0.195,0.278
0.19,0.261,0.192,0.178,0.274
0.166,0.244,0.194,0.19,0.261
0.164,0.234,0.174,0.166,0.244
0.173,0.263,0.196,0.164,0.234
0.189,0.285,0.198,0.173,0.263
0.192,0.308,0.196,0.189,0.285
0.193,0.27,0.196,0.192,0.308
0.187,0.267,0.193,0.193,0.27
0.185,0.254,0.205,0.187,0.267
0.201,0.249,0.207,0.185,0.254
0.195,0.251,0.204,0.201,0.249
0.26,0.241,0.286,0.195,0.251
0.182,0.265,0.202,0.26,0.241
0.203,0.264,0.2,0.182,0.265
0.207,0.298,0.224,0.203,0.264
0.2,0.275,0.208,0.207,0.298
0.195,0.264,0.211,0.2,0.275
0.222,0.27,0.205,0.195,0.264
0.211,0.273,0.208,0.222,0.27
0.204,0.269,0.213,0.211,0.273
0.202,0.278,0.221,0.204,0.269
0.208,0.282,0.221,0.202,0.278
0.207,0.271,0.21,0.208,0.282
0.202,0.276,0.221,0.207,0.271
0.229,0.284,0.233,0.202,0.276
0.319,0.363,0.321,0.229,0.284
0.212,0.296,0.216,0.319,0.363
0.201,0.276,0.215,0.212,0.296
0.192,0.271,0.206,0.201,0.276
0.197,0.266,0.223,0.192,0.271
0.281,0.255,0.292,0.197,0.266
0.195,0.257,0.2,0.281,0.255
0.196,0.283,0.205,0.195,0.257
0.189,0.244,0.2,0.196,0.283
0.191,0.257,0.208,0.189,0.244
0.21,0.298,0.227,0.191,0.257
0.205,0.28,0.216,0.21,0.298
0.197,0.282,0.219,0.205,0.28
0.202,0.281,0.217,0.197,0.282
0.229,0.305,0.239,0.202,0.281
0.223,0.335,0.244,0.229,0.305
0.22,0.286,0.24,0.223,0.335
0.228,0.278,0.231,0.22,0.286
0.227,0.285,0.231,0.228,0.278
0.236,0.287,0.235,0.227,0.285
0.22,0.313,0.232,0.236,0.287
0.232,0.301,0.236,0.22,0.313
0.232,0.325,0.241,0.232,0.301
0.225,0.316,0.232,0.232,0.325
0.237,0.316,0.236,0.225,0.316
0.236,0.287,0.244,0.237,0.316
0.228,0.308,0.241,0.236,0.287
0.214,0.289,0.23,0.228,0.308
0.219,0.284,0.226,0.214,0.289
0.218,0.296,0.228,0.219,0.284
0.212,0.292,0.23,0.218,0.296
0.22,0.285,0.228,0.212,0.292
0.205,0.28,0.217,0.22,0.285
0.205,0.292,0.224,0.205,0.28
0.208,0.283,0.224,0.205,0.292
0.201,0.29,0.21,0.208,0.283
0.198,0.3,0.222,0.201,0.29
0.207,0.285,0.205,0.198,0.3
0.191,0.276,0.197,0.207,0.285
0.196,0.249,0.208,0.191,0.276
0.197,0.283,0.204,0.196,0.249
0.183,0.245,0.215,0.197,0.283
0.193,0.249,0.208,0.183,0.245
0.292,0.326,0.306,0.193,0.249
0.199,0.276,0.207,0.292,0.326
0.196,0.273,0.2,0.199,0.276
0.196,0.268,0.206,0.196,0.273
0.186,0.256,0.195,0.196,0.268
0.188,0.261,0.207,0.186,0.256
0.198,0.263,0.205,0.188,0.261
0.193,0.284,0.205,0.198,0.263
0.184,0.262,0.191,0.193,0.284
0.184,0.273,0.209,0.184,0.262
0.186,0.267,0.197,0.184,0.273
0.188,0.255,0.186,0.186,0.267
0.18,0.282,0.204,0.188,0.255
0.181,0.258,0.195,0.18,0.282
0.171,0.258,0.173,0.181,0.258
0.17,0.257,0.184,0.171,0.258
0.166,0.232,0.177,0.17,0.257
0.165,0.245,0.179,0.166,0.232
0.177,0.234,0.183,0.165,0.245
0.169,0.239,0.179,0.177,0.234
0.172,0.232,0.183,0.169,0.239
0.165,0.245,0.193,0.172,0.232
0.173,0.254,0.188,0.165,0.245
0.174,0.241,0.185,0.173,0.254
0.163,0.257,0.182,0.174,0.241
0.172,0.238,0.196,0.163,0.257
0.166,0.226,0.177,0.172,0.238
0.176,0.224,0.184,0.166,0.226
0.173,0.238,0.186,0.176,0.224
0.161,0.239,0.178,0.173,0.238
0.176,0.255,0.189,0.161,0.239
0.176,0.246,0.18,0.176,0.255
0.17,0.254,0.18,0.176,0.246
0.173,0.235,0.176,0.17,0.254
0.171,0.225,0.188,0.173,0.235
0.73,0.634,0.599,0.171,0.225
0.167,0.25,0.179,0.73,0.634
0.17,0.246,0.181,0.167,0.25
0.177,0.231,0.181,0.17,0.246
0.168,0.22,0.181,0.177,0.231
0.172,0.249,0.186,0.168,0.22
0.183,0.237,0.193,0.172,0.249
0.191,0.245,0.205,0.183,0.237
0.18,0.251,0.201,0.191,0.245
0.19,0.258,0.204,0.18,0.251
0.202,0.257,0.206,0.19,0.258
0.192,0.253,0.205,0.202,0.257
0.203,0.256,0.215,0.192,0.253
0.192,0.254,0.199,0.203,0.256
0.183,0.252,0.196,0.192,0.254
0.186,0.27,0.199,0.183,0.252
0.17,0.272,0.191,0.186,0.27
0.176,0.258,0.203,0.17,0.272
0.177,0.245,0.189,0.176,0.258
0.191,0.245,0.2,0.177,0.245
0.192,0.253,0.201,0.191,0.245
0.174,0.261,0.205,0.192,0.253
0.182,0.244,0.201,0.174,0.261
0.188,0.24,0.2,0.182,0.244
0.183,0.229,0.185,0.188,0.24
0.179,0.223,0.195,0.183,0.229
0.178,0.25,0.19,0.179,0.223
0.184,0.247,0.192,0.178,0.25
0.179,0.239,0.211,0.184,0.247
0.185,0.258,0.201,0.179,0.239
0.179,0.236,0.195,0.185,0.258
0.178,0.22,0.179,0.179,0.236
0.179,0.241,0.188,0.178,0.22
0.186,0.242,0.192,0.179,0.241
0.176,0.236,0.195,0.186,0.242
0.187,0.237,0.189,0.176,0.236
0.175,0.237,0.189,0.187,0.237
0.179,0.23,0.186,0.175,0.237
0.187,0.231,0.196,0.179,0.23
0.181,0.24,0.281,0.187,0.231
0.168,0.224,0.184,0.181,0.24
0.177,0.231,0.191,0.168,0.224
0.174,0.235,0.201,0.177,0.231
0.188,0.237,0.198,0.174,0.235
0.17,0.226,0.192,0.188,0.237
0.181,0.233,0.187,0.17,0.226
0.178,0.24,0.191,0.181,0.233
0.178,0.223,0.186,0.178,0.24
0.184,0.249,0.199,0.178,0.223
0.178,0.244,0.191,0.184,0.249
0.182,0.249,0.212,0.178,0.244
0.169,0.228,0.191,0.182,0.249
0.162,0.226,0.18,0.169,0.228
0.161,0.237,0.177,0.162,0.226
0.165,0.224,0.17,0.161,0.237
0.158,0.245,0.175,0.165,0.224
0.162,0.218,0.167,0.158,0.245
0.16,0.217,0.169,0.162,0.218
0.164,0.211,0.167,0.16,0.217
0.155,0.225,0.184,0.164,0.211
0.164,0.227,0.178,0.155,0.225
0.169,0.222,0.174,0.164,0.227
0.158,0.227,0.174,0.169,0.222
0.161,0.214,0.173,0.158,0.227
0.169,0.238,0.176,0.161,0.214
0.164,0.235,0.194,0.169,0.238
0.167,0.227,0.184,0.164,0.235
0.535,0.54,0.569,0.167,0.227
0.186,0.212,0.199,0.535,0.54
0.161,0.226,0.165,0.186,0.212
0.16,0.223,0.17,0.161,0.226
0.178,0.245,0.184,0.16,0.223
0.176,0.246,0.205,0.178,0.245
0.186,0.229,0.199,0.176,0.246
0.166,0.221,0.167,0.186,0.229
0.17,0.227,0.175,0.166,0.221
0.159,0.231,0.188,0.17,0.227
0.169,0.232,0.166,0.159,0.231
0.172,0.223,0.182,0.169,0.232
0.164,0.241,0.188,0.172,0.223
0.161,0.224,0.176,0.164,0.241
0.169,0.213,0.175,0.161,0.224
0.159,0.222,0.174,0.169,0.213
0.163,0.221,0.18,0.159,0.222
0.163,0.235,0.179,0.163,0.221
0.182,0.259,0.186,0.163,0.235
0.161,0.241,0.174,0.182,0.259
0.156,0.227,0.165,0.161,0.241
0.167,0.254,0.18,0.156,0.227
0.172,0.246,0.177,0.167,0.254
0.161,0.241,0.165,0.172,0.246
0.166,0.254,0.178,0.161,0.241
0.17,0.232,0.189,0.166,0.254
0.169,0.237,0.195,0.17,0.232
0.168,0.258,0.182,0.169,0.237
0.171,0.241,0.185,0.168,0.258
0.165,0.24,0.176,0.171,0.241
0.165,0.242,0.179,0.165,0.24
0.17,0.211,0.173,0.165,0.242
0.162,0.227,0.181,0.17,0.211
0.168,0.245,0.182,0.162,0.227
0.174,0.229,0.179,0.168,0.245
0.185,0.247,0.191,0.174,0.229
0.184,0.252,0.193,0.185,0.247
0.182,0.237,0.196,0.184,0.252
0.182,0.245,0.192,0.182,0.237
0.183,0.218,0.188,0.182,0.245
0.173,0.246,0.185,0.183,0.218
0.18,0.243,0.189,0.173,0.246
0.183,0.228,0.194,0.18,0.243
0.181,0.257,0.203,0.183,0.228
0.172,0.232,0.184,0.181,0.257
0.174,0.25,0.189,0.172,0.232
0.18,0.25,0.189,0.174,0.25
0.177,0.242,0.188,0.18,0.25
0.172,0.231,0.192,0.177,0.242
0.177,0.243,0.195,0.172,0.231
0.178,0.241,0.19,0.177,0.243
0.182,0.255,0.191,0.178,0.241
0.173,0.241,0.181,0.182,0.255
0.184,0.239,0.195,0.173,0.241
0.179,0.26,0.18,0.184,0.239
0.185,0.227,0.193,0.179,0.26
0.171,0.227,0.178,0.185,0.227
0.183,0.218,0.179,0.171,0.227
0.183,0.249,0.19,0.183,0.218
0.176,0.24,0.189,0.183,0.249
0.569,0.551,0.78,0.176,0.24
0.235,0.259,0.252,0.569,0.551
0.243,0.262,0.246,0.235,0.259
0.246,0.262,0.263,0.243,0.262
0.229,0.295,0.252,0.246,0.262
0.173,0.239,0.184,0.229,0.295
0.182,0.261,0.19,0.173,0.239
0.175,0.24,0.187,0.182,0.261
0.172,0.23,0.183,0.175,0.24
0.174,0.252,0.193,0.172,0.23
0.178,0.239,0.186,0.174,0.252
0.171,0.245,0.19,0.178,0.239
0.174,0.232,0.199,0.171,0.245
0.168,0.223,0.183,0.174,0.232
0.179,0.251,0.188,0.168,0.223
0.182,0.225,0.19,0.179,0.251
0.176,0.229,0.19,0.182,0.225
0.175,0.224,0.186,0.176,0.229
0.179,0.239,0.19,0.175,0.224
0.182,0.235,0.192,0.179,0.239
0.177,0.226,0.198,0.182,0.235
0.16,0.231,0.173,0.177,0.226
0.163,0.242,0.186,0.16,0.231
0.151,0.214,0.169,0.163,0.242
0.168,0.21,0.164,0.151,0.214
0.157,0.239,0.175,0.168,0.21
0.161,0.219,0.177,0.157,0.239
0.161,0.254,0.184,0.161,0.219
0.16,0.235,0.192,0.161,0.254
0.164,0.24,0.176,0.16,0.235
0.173,0.248,0.177,0.164,0.24
0.169,0.229,0.178,0.173,0.248
0.163,0.212,0.174,0.169,0.229
0.169,0.231,0.172,0.163,0.212
0.173,0.223,0.179,0.169,0.231
0.164,0.252,0.179,0.173,0.223
0.169,0.237,0.185,0.164,0.252
0.164,0.249,0.174,0.169,0.237
0.162,0.237,0.176,0.164,0.249
0.161,0.214,0.184,0.162,0.237
0.177,0.236,0.179,0.161,0.214
0.169,0.242,0.198,0.177,0.236
0.177,0.254,0.223,0.169,0.242
0.169,0.255,0.179,0.177,0.254
0.721,0.608,0.706,0.169,0.255
0.167,0.223,0.173,0.721,0.608
0.169,0.229,0.176,0.167,0.223
0.157,0.215,0.171,0.169,0.229
0.169,0.224,0.183,0.157,0.215
0.166,0.24,0.179,0.169,0.224
0.172,0.232,0.183,0.166,0.24
0.163,0.224,0.183,0.172,0.232
0.166,0.232,0.174,0.163,0.224
0.181,0.228,0.184,0.166,0.232
0.173,0.252,0.183,0.181,0.228
0.166,0.244,0.177,0.173,0.252
0.176,0.242,0.185,0.166,0.244
0.176,0.261,0.181,0.176,0.242
0.17,0.267,0.187,0.176,0.261
0.164,0.224,0.188,0.17,0.267
0.168,0.257,0.186,0.164,0.224
0.158,0.228,0.171,0.168,0.257
0.171,0.221,0.178,0.158,0.228
0.161,0.246,0.17,0.171,0.221
0.165,0.236,0.178,0.161,0.246
0.177,0.245,0.185,0.165,0.236
0.169,0.239,0.182,0.177,0.245
0.165,0.227,0.184,0.169,0.239
0.173,0.256,0.187,0.165,0.227
0.166,0.245,0.19,0.173,0.256
0.169,0.248,0.177,0.166,0.245
0.173,0.222,0.191,0.169,0.248
0.176,0.233,0.195,0.173,0.222
0.174,0.225,0.199,0.176,0.233
0.179,0.242,0.193,0.174,0.225
0.175,0.23,0.194,0.179,0.242
0.17,0.226,0.197,0.175,0.23
0.175,0.25,0.194,0.17,0.226
0.19,0.238,0.184,0.175,0.25
0.184,0.234,0.179,0.19,0.238
0.17,0.24,0.178,0.184,0.234
0.183,0.244,0.196,0.17,0.24
0.175,0.253,0.192,0.183,0.244
0.172,0.232,0.185,0.175,0.253
0.179,0.247,0.188,0.172,0.232
0.171,0.24,0.181,0.179,0.247
0.188,0.227,0.194,0.171,0.24
0.174,0.241,0.186,0.188,0.227
0.174,0.257,0.188,0.174,0.241
0.171,0.225,0.191,0.174,0.257
0.181,0.231,0.194,0.171,0.225
0.171,0.231,0.196,0.181,0.231
0.174,0.229,0.185,0.171,0.231
0.172,0.24,0.182,0.174,0.229
0.171,0.229,0.185,0.172,0.24
0.172,0.23,0.186,0.171,0.229
0.181,0.245,0.189,0.172,0.23
0.174,0.231,0.197,0.181,0.245
0.184,0.244,0.182,0.174,0.231
0.173,0.235,0.183,0.184,0.244
0.173,0.23,0.191,0.173,0.235
0.165,0.232,0.178,0.173,0.23
0.171,0.23,0.183,0.165,0.232
0.174,0.243,0.186,0.171,0.23
0.183,0.229,0.194,0.174,0.243
0.174,0.235,0.196,0.183,0.229
0.177,0.243,0.2,0.174,0.235
0.179,0.221,0.183,0.177,0.243
0.172,0.218,0.201,0.179,0.221
0.194,0.225,0.179,0.172,0.218
0.172,0.216,0.189,0.194,0.225
0.175,0.247,0.19,0.172,0.216
0.18,0.234,0.195,0.175,0.247
0.193,0.215,0.183,0.18,0.234
0.172,0.239,0.187,0.193,0.215
0.17,0.213,0.19,0.172,0.239
0.168,0.231,0.188,0.17,0.213
0.173,0.24,0.177,0.168,0.231
0.165,0.235,0.181,0.173,0.24
0.165,0.216,0.182,0.165,0.235
0.164,0.228,0.172,0.165,0.216
0.173,0.23,0.17,0.164,0.228
0.164,0.214,0.177,0.173,0.23
0.164,0.23,0.175,0.164,0.214
0.157,0.221,0.177,0.164,0.23
0.161,0.213,0.167,0.157,0.221
0.16,0.222,0.177,0.161,0.213
0.16,0.231,0.185,0.16,0.222
0.177,0.241,0.174,0.16,0.231
0.156,0.23,0.17,0.177,0.241
0.167,0.223,0.17,0.156,0.23
0.162,0.228,0.176,0.167,0.223
0.158,0.221,0.174,0.162,0.228
0.17,0.218,0.176,0.158,0.221
0.16,0.224,0.18,0.17,0.218
0.163,0.238,0.171,0.16,0.224
0.173,0.228,0.175,0.163,0.238
0.17,0.252,0.186,0.173,0.228
0.192,0.252,0.228,0.17,0.252
0.167,0.242,0.174,0.192,0.252
0.928,0.539,0.561,0.167,0.242
0.169,0.24,0.176,0.928,0.539
0.165,0.234,0.187,0.169,0.24
0.157,0.23,0.172,0.165,0.234
0.175,0.227,0.179,0.157,0.23
0.157,0.239,0.179,0.175,0.227
0.174,0.245,0.178,0.157,0.239
0.168,0.24,0.182,0.174,0.245
0.17,0.226,0.181,0.168,0.24
0.173,0.225,0.183,0.17,0.226
0.171,0.237,0.204,0.173,0.225
0.163,0.233,0.176,0.171,0.237
0.176,0.227,0.178,0.163,0.233
0.161,0.234,0.179,0.176,0.227
0.172,0.253,0.187,0.161,0.234
0.169,0.247,0.177,0.172,0.253
0.169,0.224,0.182,0.169,0.247
0.17,0.242,0.176,0.169,0.224
0.176,0.242,0.191,0.17,0.242
0.165,0.245,0.179,0.176,0.242
0.165,0.236,0.184,0.165,0.245
0.173,0.241,0.179,0.165,0.236
0.185,0.252,0.195,0.173,0.241
0.171,0.23,0.18,0.185,0.252
0.165,0.248,0.191,0.171,0.23
0.167,0.243,0.189,0.165,0.248
0.174,0.241,0.185,0.167,0.243
0.248,0.245,0.265,0.174,0.241
0.213,0.232,0.223,0.248,0.245
0.181,0.261,0.197,0.213,0.232
0.185,0.249,0.198,0.181,0.261
0.184,0.244,0.194,0.185,0.249
0.176,0.25,0.192,0.184,0.244
0.19,0.271,0.196,0.176,0.25
0.188,0.252,0.21,0.19,0.271
0.193,0.265,0.195,0.188,0.252
0.184,0.242,0.191,0.193,0.265
0.18,0.227,0.194,0.184,0.242
0.186,0.254,0.199,0.18,0.227
0.181,0.257,0.193,0.186,0.254
0.18,0.233,0.196,0.181,0.257
0.191,0.25,0.198,0.18,0.233
0.187,0.258,0.203,0.191,0.25
0.203,0.296,0.204,0.187,0.258
0.188,0.26,0.213,0.203,0.296
0.186,0.256,0.201,0.188,0.26
0.187,0.261,0.209,0.186,0.256
0.188,0.256,0.2,0.187,0.261
0.732,0.903,0.951,0.188,0.256
0.219,0.253,0.224,0.732,0.903
0.194,0.238,0.2,0.219,0.253
0.189,0.261,0.196,0.194,0.238
0.191,0.26,0.207,0.189,0.261
0.198,0.245,0.2,0.191,0.26
0.187,0.237,0.192,0.198,0.245
0.181,0.245,0.191,0.187,0.237
0.182,0.265,0.199,0.181,0.245
0.19,0.236,0.202,0.182,0.265
0.196,0.252,0.207,0.19,0.236
0.192,0.241,0.208,0.196,0.252
0.945,0.512,0.576,0.192,0.241
0.22,0.249,0.227,0.945,0.512
0.181,0.238,0.204,0.22,0.249
0.181,0.258,0.187,0.181,0.238
0.194,0.273,0.192,0.181,0.258
0.175,0.249,0.188,0.194,0.273
0.18,0.268,0.194,0.175,0.249
0.18,0.242,0.194,0.18,0.268
0.202,0.249,0.197,0.18,0.242
0.181,0.25,0.184,0.202,0.249
0.181,0.228,0.191,0.181,0.25
0.186,0.241,0.203,0.181,0.228
0.173,0.245,0.184,0.186,0.241
0.166,0.237,0.177,0.173,0.245
0.163,0.246,0.182,0.166,0.237
0.167,0.244,0.185,0.163,0.246
0.173,0.234,0.178,0.167,0.244
0.17,0.231,0.174,0.173,0.234
0.164,0.252,0.181,0.17,0.231
0.17,0.244,0.183,0.164,0.252
0.173,0.232,0.175,0.17,0.244
0.167,0.239,0.182,0.173,0.232
0.159,0.226,0.183,0.167,0.239
0.166,0.242,0.175,0.159,0.226
0.733,0.554,0.582,0.166,0.242
0.169,0.225,0.175,0.733,0.554
0.168,0.25,0.177,0.169,0.225
0.171,0.26,0.177,0.168,0.25
0.161,0.239,0.175,0.171,0.26
0.15,0.223,0.171,0.161,0.239
0.174,0.248,0.175,0.15,0.223
0.162,0.248,0.178,0.174,0.248
0.164,0.253,0.181,0.162,0.248
0.186,0.243,0.223,0.164,0.253
0.168,0.245,0.19,0.186,0.243
0.164,0.252,0.177,0.168,0.245
0.18,0.23,0.177,0.164,0.252
0.169,0.242,0.172,0.18,0.23
0.163,0.223,0.173,0.169,0.242
0.166,0.224,0.171,0.163,0.223
0.163,0.228,0.174,0.166,0.224
0.18,0.242,0.184,0.163,0.228
0.172,0.241,0.183,0.18,0.242
0.174,0.232,0.191,0.172,0.241
0.165,0.229,0.182,0.174,0.232
0.163,0.25,0.185,0.165,0.229
0.165,0.252,0.184,0.163,0.25
0.159,0.239,0.174,0.165,0.252
0.166,0.233,0.185,0.159,0.239
0.177,0.235,0.187,0.166,0.233
0.184,0.253,0.183,0.177,0.235
0.175,0.249,0.19,0.184,0.253
0.182,0.23,0.181,0.175,0.249
0.167,0.214,0.177,0.182,0.23
0.159,0.23,0.174,0.167,0.214
0.17,0.251,0.177,0.159,0.23
0.169,0.239,0.176,0.17,0.251
0.167,0.207,0.173,0.169,0.239
0.162,0.208,0.176,0.167,0.207
0.167,0.231,0.175,0.162,0.208
0.166,0.246,0.174,0.167,0.231
0.172,0.212,0.173,0.166,0.246
0.172,0.241,0.183,0.172,0.212
0.185,0.257,0.193,0.172,0.241
0.607,0.623,0.623,0.185,0.257
0.186,0.246,0.199,0.607,0.623
0.185,0.264,0.201,0.186,0.246
0.211,0.275,0.214,0.185,0.264
0.211,0.266,0.211,0.211,0.275
0.202,0.262,0.208,0.211,0.266
0.192,0.252,0.204,0.202,0.262
0.18,0.241,0.198,0.192,0.252
0.184,0.245,0.198,0.18,0.241
0.182,0.245,0.211,0.184,0.245
0.19,0.235,0.202,0.182,0.245
0.189,0.234,0.199,0.19,0.235
0.191,0.275,0.215,0.189,0.234
0.187,0.237,0.206,0.191,0.275
0.192,0.247,0.207,0.187,0.237
0.173,0.219,0.187,0.192,0.247
0.179,0.254,0.205,0.173,0.219
0.19,0.269,0.208,0.179,0.254
0.176,0.255,0.199,0.19,0.269
0.186,0.251,0.216,0.176,0.255
0.186,0.254,0.203,0.186,0.251
0.19,0.255,0.205,0.186,0.254
0.182,0.249,0.194,0.19,0.255
0.179,0.229,0.193,0.182,0.249
0.185,0.241,0.2,0.179,0.229
0.184,0.25,0.192,0.185,0.241
0.183,0.235,0.202,0.184,0.25
0.187,0.264,0.198,0.183,0.235
0.18,0.25,0.195,0.187,0.264
0.198,0.246,0.22,0.18,0.25
0.18,0.254,0.193,0.198,0.246
0.215,0.261,0.25,0.18,0.254
0.183,0.276,0.196,0.215,0.261
0.193,0.241,0.224,0.183,0.276
0.184,0.278,0.206,0.193,0.241
0.185,0.258,0.2,0.184,0.278
0.184,0.253,0.194,0.185,0.258
0.181,0.245,0.211,0.184,0.253
0.182,0.237,0.191,0.181,0.245
0.174,0.224,0.193,0.182,0.237
0.178,0.262,0.191,0.174,0.224
0.178,0.251,0.198,0.178,0.262
0.19,0.255,0.2,0.178,0.251
0.166,0.255,0.182,0.19,0.255
0.17,0.237,0.182,0.166,0.255
0.171,0.217,0.183,0.17,0.237
0.157,0.24,0.172,0.171,0.217
0.16,0.236,0.177,0.157,0.24
0.173,0.227,0.177,0.16,0.236
0.185,0.229,0.18,0.173,0.227
0.164,0.216,0.174,0.185,0.229
0.155,0.214,0.17,0.164,0.216
0.163,0.235,0.178,0.155,0.214
0.166,0.225,0.172,0.163,0.235
0.158,0.244,0.171,0.166,0.225
0.166,0.207,0.178,0.158,0.244
0.177,0.231,0.179,0.166,0.207
0.161,0.241,0.175,0.177,0.231
0.162,0.238,0.175,0.161,0.241
0.175,0.217,0.176,0.162,0.238
0.552,0.948,0.58,0.175,0.217
0.161,0.223,0.169,0.552,0.948
0.177,0.266,0.183,0.161,0.223
0.163,0.24,0.177,0.177,0.266
0.165,0.215,0.197,0.163,0.24
0.181,0.266,0.229,0.165,0.215
0.172,0.243,0.193,0.181,0.266
0.166,0.272,0.185,0.172,0.243
0.164,0.241,0.181,0.166,0.272
0.163,0.246,0.184,0.164,0.241
0.165,0.255,0.176,0.163,0.246
0.162,0.242,0.171,0.165,0.255
0.614,0.979,0.618,0.162,0.242
0.171,0.235,0.182,0.614,0.979
0.161,0.214,0.172,0.171,0.235
0.166,0.236,0.184,0.161,0.214
0.16,0.24,0.177,0.166,0.236
0.163,0.268,0.172,0.16,0.24
0.179,0.246,0.18,0.163,0.268
0.168,0.229,0.18,0.179,0.246
0.62,0.555,0.615,0.168,0.229
0.165,0.263,0.189,0.62,0.555
0.173,0.232,0.18,0.165,0.263
0.169,0.246,0.185,0.173,0.232
0.173,0.241,0.181,0.169,0.246
0.166,0.243,0.18,0.173,0.241
0.174,0.244,0.192,0.166,0.243
0.171,0.233,0.198,0.174,0.244
0.174,0.217,0.188,0.171,0.233
0.163,0.235,0.18,0.174,0.217
0.172,0.256,0.203,0.163,0.235
0.177,0.246,0.174,0.172,0.256
0.17,0.239,0.189,0.177,0.246
0.169,0.229,0.185,0.17,0.239
0.183,0.253,0.191,0.169,0.229
0.184,0.235,0.188,0.183,0.253
0.18,0.237,0.187,0.184,0.235
0.19,0.255,0.196,0.18,0.237
0.185,0.255,0.213,0.19,0.255
0.193,0.245,0.205,0.185,0.255
0.179,0.253,0.202,0.193,0.245
0.186,0.248,0.204,0.179,0.253
0.193,0.251,0.205,0.186,0.248
0.185,0.253,0.206,0.193,0.251
