Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.33,0.537,0.351,0.338,0.536
0.338,0.521,0.348,0.33,0.537
0.342,0.518,0.36,0.338,0.521
0.34,0.501,0.356,0.342,0.518
0.34,0.504,0.361,0.34,0.501
0.354,0.494,0.357,0.34,0.504
0.359,0.495,0.357,0.354,0.494
0.361,0.515,0.35,0.359,0.495
0.357,0.501,0.349,0.361,0.515
0.358,0.516,0.34,0.357,0.501
0.346,0.509,0.346,0.358,0.516
0.353,0.515,0.359,0.346,0.509
0.355,0.524,0.369,0.353,0.515
0.354,0.532,0.367,0.355,0.524
0.358,0.535,0.361,0.354,0.532
0.36,0.535,0.354,0.358,0.535
0.355,0.532,0.349,0.36,0.535
0.346,0.519,0.353,0.355,0.532
0.348,0.508,0.356,0.346,0.519
0.343,0.482,0.355,0.348,0.508
0.353,0.478,0.353,0.343,0.482
0.353,0.473,0.358,0.353,0.478
0.351,0.48,0.357,0.353,0.473
0.348,0.486,0.343,0.351,0.48
0.364,0.48,0.344,0.348,0.486
0.349,0.49,0.341,0.364,0.48
0.342,0.496,0.344,0.349,0.49
0.359,0.49,0.332,0.342,0.496
0.352,0.487,0.333,0.359,0.49
0.344,0.495,0.333,0.352,0.487
0.343,0.494,0.337,0.344,0.495
0.342,0.503,0.359,0.343,0.494
0.333,0.507,0.354,0.342,0.503
0.338,0.516,0.349,0.333,0.507
0.337,0.52,0.345,0.338,0.516
0.345,0.518,0.345,0.337,0.52
0.356,0.522,0.343,0.345,0.518
0.362,0.51,0.347,0.356,0.522
0.358,0.513,0.349,0.362,0.51
0.362,0.513,0.35,0.358,0.513
0.343,0.507,0.343,0.362,0.513
0.336,0.508,0.353,0.343,0.507
0.327,0.52,0.365,0.336,0.508
0.332,0.513,0.377,0.327,0.52
0.339,0.516,0.375,0.332,0.513
0.335,0.52,0.381,0.339,0.516
0.347,0.52,0.365,0.335,0.52
0.327,0.525,0.354,0.347,0.52
0.329,0.52,0.345,0.327,0.525
0.324,0.525,0.331,0.329,0.52
0.331,0.528,0.333,0.324,0.525
0.341,0.528,0.332,0.331,0.528
0.345,0.514,0.332,0.341,0.528
0.331,0.531,0.334,0.345,0.514
0.328,0.528,0.335,0.331,0.531
0.331,0.526,0.336,0.328,0.528
0.333,0.519,0.343,0.331,0.526
0.331,0.52,0.339,0.333,0.519
0.339,0.515,0.336,0.331,0.52
0.342,0.497,0.354,0.339,0.515
0.363,0.5,0.354,0.342,0.497
0.353,0.492,0.364,0.363,0.5
0.344,0.49,0.372,0.353,0.492
0.359,0.488,0.369,0.344,0.49
0.349,0.495,0.358,0.359,0.488
0.357,0.493,0.342,0.349,0.495
0.365,0.495,0.334,0.357,0.493
0.342,0.504,0.335,0.365,0.495
0.343,0.507,0.337,0.342,0.504
0.334,0.503,0.34,0.343,0.507
0.34,0.502,0.34,0.334,0.503
0.346,0.497,0.339,0.34,0.502
0.355,0.515,0.347,0.346,0.497
0.351,0.52,0.367,0.355,0.515
0.354,0.556,0.384,0.351,0.52
0.362,0.575,0.395,0.354,0.556
0.369,0.57,0.406,0.362,0.575
0.363,0.572,0.403,0.369,0.57
0.38,0.567,0.393,0.363,0.572
0.382,0.561,0.377,0.38,0.567
0.372,0.573,0.376,0.382,0.561
0.369,0.565,0.369,0.372,0.573
0.353,0.56,0.366,0.369,0.565
0.365,0.561,0.363,0.353,0.56
0.344,0.549,0.347,0.365,0.561
0.331,0.547,0.344,0.344,0.549
0.328,0.536,0.345,0.331,0.547
0.328,0.538,0.346,0.328,0.536
0.335,0.55,0.345,0.328,0.538
0.333,0.551,0.342,0.335,0.55
0.334,0.557,0.343,0.333,0.551
0.339,0.548,0.354,0.334,0.557
0.339,0.536,0.358,0.339,0.548
0.347,0.529,0.35,0.339,0.536
0.331,0.524,0.35,0.347,0.529
0.343,0.515,0.344,0.331,0.524
0.336,0.497,0.343,0.343,0.515
0.34,0.496,0.345,0.336,0.497
0.346,0.487,0.352,0.34,0.496
0.349,0.488,0.338,0.346,0.487
0.346,0.494,0.346,0.349,0.488
0.348,0.494,0.344,0.346,0.494
0.355,0.491,0.339,0.348,0.494
0.353,0.502,0.341,0.355,0.491
0.35,0.513,0.343,0.353,0.502
0.347,0.507,0.339,0.35,0.513
0.345,0.5,0.336,0.347,0.507
0.357,0.499,0.339,0.345,0.5
0.362,0.512,0.328,0.357,0.499
0.36,0.513,0.328,0.362,0.512
0.344,0.512,0.335,0.36,0.513
0.349,0.509,0.335,0.344,0.512
0.342,0.518,0.321,0.349,0.509
0.328,0.525,0.328,0.342,0.518
0.326,0.514,0.33,0.328,0.525
0.33,0.535,0.334,0.326,0.514
0.336,0.527,0.334,0.33,0.535
0.332,0.529,0.331,0.336,0.527
0.333,0.521,0.321,0.332,0.529
0.325,0.53,0.335,0.333,0.521
0.323,0.537,0.336,0.325,0.53
0.322,0.55,0.329,0.323,0.537
0.327,0.557,0.341,0.322,0.55
0.322,0.563,0.343,0.327,0.557
0.322,0.559,0.351,0.322,0.563
0.322,0.539,0.344,0.322,0.559
0.333,0.537,0.345,0.322,0.539
0.32,0.54,0.337,0.333,0.537
0.326,0.539,0.338,0.32,0.54
0.332,0.543,0.335,0.326,0.539
0.34,0.53,0.336,0.332,0.543
0.346,0.531,0.337,0.34,0.53
0.336,0.543,0.338,0.346,0.531
0.333,0.538,0.357,0.336,0.543
0.336,0.535,0.348,0.333,0.538
0.325,0.54,0.356,0.336,0.535
0.333,0.54,0.361,0.325,0.54
0.335,0.537,0.361,0.333,0.54
0.338,0.535,0.352,0.335,0.537
0.339,0.521,0.354,0.338,0.535
0.344,0.522,0.345,0.339,0.521
0.359,0.522,0.352,0.344,0.522
0.358,0.501,0.344,0.359,0.522
0.349,0.499,0.336,0.358,0.501
0.343,0.495,0.338,0.349,0.499
0.346,0.485,0.342,0.343,0.495
0.347,0.482,0.348,0.346,0.485
0.341,0.485,0.345,0.347,0.482
0.351,0.491,0.356,0.341,0.485
0.34,0.475,0.346,0.351,0.491
0.344,0.488,0.344,0.34,0.475
0.337,0.499,0.353,0.344,0.488
0.342,0.512,0.346,0.337,0.499
0.347,0.526,0.357,0.342,0.512
0.339,0.534,0.351,0.347,0.526
0.332,0.555,0.352,0.339,0.534
0.343,0.554,0.341,0.332,0.555
0.345,0.556,0.351,0.343,0.554
0.339,0.548,0.346,0.345,0.556
0.343,0.56,0.345,0.339,0.548
0.352,0.567,0.354,0.343,0.56
0.349,0.545,0.355,0.352,0.567
0.37,0.53,0.358,0.349,0.545
0.359,0.522,0.374,0.37,0.53
0.364,0.51,0.372,0.359,0.522
0.364,0.495,0.377,0.364,0.51
0.369,0.49,0.379,0.364,0.495
0.36,0.492,0.378,0.369,0.49
0.362,0.495,0.379,0.36,0.492
0.362,0.499,0.383,0.362,0.495
0.368,0.5,0.375,0.362,0.499
0.368,0.504,0.374,0.368,0.5
0.368,0.514,0.367,0.368,0.504
0.355,0.514,0.357,0.368,0.514
0.347,0.519,0.368,0.355,0.514
0.358,0.509,0.37,0.347,0.519
0.364,0.525,0.357,0.358,0.509
0.357,0.544,0.353,0.364,0.525
0.359,0.558,0.367,0.357,0.544
0.355,0.575,0.383,0.359,0.558
0.365,0.555,0.381,0.355,0.575
0.381,0.547,0.385,0.365,0.555
0.37,0.549,0.369,0.381,0.547
0.379,0.569,0.385,0.37,0.549
0.387,0.566,0.378,0.379,0.569
0.372,0.562,0.379,0.387,0.566
0.384,0.567,0.382,0.372,0.562
0.379,0.562,0.379,0.384,0.567
0.384,0.571,0.366,0.379,0.562
0.394,0.567,0.364,0.384,0.571
0.397,0.576,0.364,0.394,0.567
0.385,0.607,0.368,0.397,0.576
0.392,0.603,0.365,0.385,0.607
0.393,0.622,0.374,0.392,0.603
0.392,0.603,0.379,0.393,0.622
0.385,0.621,0.389,0.392,0.603
0.383,0.615,0.391,0.385,0.621
0.388,0.621,0.398,0.383,0.615
0.372,0.596,0.389,0.388,0.621
0.384,0.592,0.395,0.372,0.596
0.386,0.608,0.399,0.384,0.592
0.386,0.585,0.402,0.386,0.608
0.394,0.594,0.391,0.386,0.585
0.392,0.589,0.401,0.394,0.594
0.402,0.575,0.396,0.392,0.589
0.393,0.566,0.395,0.402,0.575
0.39,0.567,0.398,0.393,0.566
0.39,0.575,0.399,0.39,0.567
0.381,0.573,0.417,0.39,0.575
0.372,0.55,0.427,0.381,0.573
0.379,0.553,0.412,0.372,0.55
0.371,0.554,0.387,0.379,0.553
0.382,0.536,0.381,0.371,0.554
0.378,0.534,0.383,0.382,0.536
0.368,0.551,0.373,0.378,0.534
0.37,0.557,0.385,0.368,0.551
0.358,0.574,0.376,0.37,0.557
0.353,0.565,0.371,0.358,0.574
0.361,0.567,0.371,0.353,0.565
0.352,0.584,0.363,0.361,0.567
0.375,0.586,0.358,0.352,0.584
0.351,0.58,0.365,0.375,0.586
0.353,0.571,0.347,0.351,0.58
0.354,0.577,0.345,0.353,0.571
0.354,0.562,0.353,0.354,0.577
0.357,0.55,0.342,0.354,0.562
0.369,0.532,0.341,0.357,0.55
0.357,0.541,0.346,0.369,0.532
0.366,0.547,0.345,0.357,0.541
0.358,0.537,0.347,0.366,0.547
0.359,0.545,0.337,0.358,0.537
0.363,0.541,0.343,0.359,0.545
0.358,0.545,0.351,0.363,0.541
0.36,0.555,0.348,0.358,0.545
0.36,0.538,0.346,0.36,0.555
0.37,0.54,0.345,0.36,0.538
0.35,0.535,0.339,0.37,0.54
0.354,0.532,0.343,0.35,0.535
0.337,0.526,0.35,0.354,0.532
0.337,0.542,0.348,0.337,0.526
0.329,0.54,0.361,0.337,0.542
0.337,0.529,0.354,0.329,0.54
0.339,0.517,0.347,0.337,0.529
0.344,0.52,0.344,0.339,0.517
0.346,0.54,0.343,0.344,0.52
0.344,0.525,0.34,0.346,0.54
0.345,0.531,0.338,0.344,0.525
0.337,0.526,0.341,0.345,0.531
0.35,0.52,0.337,0.337,0.526
0.36,0.508,0.339,0.35,0.52
0.363,0.516,0.346,0.36,0.508
0.371,0.511,0.343,0.363,0.516
0.38,0.523,0.338,0.371,0.511
0.372,0.519,0.339,0.38,0.523
0.352,0.515,0.357,0.372,0.519
0.363,0.506,0.365,0.352,0.515
0.356,0.506,0.361,0.363,0.506
0.353,0.498,0.355,0.356,0.506
0.361,0.503,0.354,0.353,0.498
0.353,0.505,0.349,0.361,0.503
0.353,0.494,0.34,0.353,0.505
0.35,0.5,0.347,0.353,0.494
0.352,0.507,0.358,0.35,0.5
0.353,0.508,0.361,0.352,0.507
0.357,0.514,0.347,0.353,0.508
0.336,0.53,0.346,0.357,0.514
0.331,0.532,0.336,0.336,0.53
0.327,0.541,0.346,0.331,0.532
0.333,0.54,0.35,0.327,0.541
0.341,0.547,0.344,0.333,0.54
0.336,0.56,0.348,0.341,0.547
0.336,0.554,0.347,0.336,0.56
0.339,0.543,0.337,0.336,0.554
0.33,0.532,0.326,0.339,0.543
0.339,0.555,0.33,0.33,0.532
0.35,0.556,0.331,0.339,0.555
0.348,0.546,0.329,0.35,0.556
0.339,0.534,0.328,0.348,0.546
0.339,0.524,0.33,0.339,0.534
0.333,0.522,0.341,0.339,0.524
0.333,0.515,0.345,0.333,0.522
0.328,0.524,0.344,0.333,0.515
0.322,0.53,0.338,0.328,0.524
0.322,0.537,0.329,0.322,0.53
0.325,0.526,0.335,0.322,0.537
0.324,0.518,0.332,0.325,0.526
0.327,0.525,0.329,0.324,0.518
0.331,0.527,0.335,0.327,0.525
0.344,0.533,0.325,0.331,0.527
0.335,0.53,0.319,0.344,0.533
0.326,0.526,0.314,0.335,0.53
0.325,0.519,0.317,0.326,0.526
0.328,0.511,0.323,0.325,0.519
0.325,0.508,0.327,0.328,0.511
0.334,0.501,0.327,0.325,0.508
0.328,0.521,0.328,0.334,0.501
0.328,0.521,0.329,0.328,0.521
0.329,0.509,0.331,0.328,0.521
0.325,0.496,0.337,0.329,0.509
0.324,0.508,0.335,0.325,0.496
0.326,0.517,0.332,0.324,0.508
0.328,0.525,0.335,0.326,0.517
0.334,0.52,0.338,0.328,0.525
0.333,0.516,0.34,0.334,0.52
0.333,0.52,0.343,0.333,0.516
0.34,0.515,0.334,0.333,0.52
0.339,0.504,0.353,0.34,0.515
0.345,0.493,0.355,0.339,0.504
0.365,0.495,0.333,0.345,0.493
0.34,0.512,0.335,0.365,0.495
0.334,0.505,0.33,0.34,0.512
0.332,0.516,0.328,0.334,0.505
0.341,0.51,0.334,0.332,0.516
0.336,0.515,0.327,0.341,0.51
0.333,0.511,0.343,0.336,0.515
0.338,0.513,0.358,0.333,0.511
0.361,0.521,0.346,0.338,0.513
0.346,0.53,0.346,0.361,0.521
0.335,0.528,0.342,0.346,0.53
0.325,0.515,0.343,0.335,0.528
0.327,0.519,0.347,0.325,0.515
0.327,0.493,0.336,0.327,0.519
0.326,0.496,0.339,0.327,0.493
0.328,0.5,0.334,0.326,0.496
0.337,0.486,0.329,0.328,0.5
0.333,0.475,0.326,0.337,0.486
0.34,0.461,0.33,0.333,0.475
0.341,0.48,0.335,0.34,0.461
0.335,0.488,0.337,0.341,0.48
0.332,0.479,0.341,0.335,0.488
0.34,0.481,0.362,0.332,0.479
0.34,0.49,0.347,0.34,0.481
0.351,0.495,0.332,0.34,0.49
0.352,0.504,0.34,0.351,0.495
0.34,0.505,0.342,0.352,0.504
0.334,0.509,0.333,0.34,0.505
0.344,0.509,0.342,0.334,0.509
0.359,0.499,0.338,0.344,0.509
0.353,0.496,0.351,0.359,0.499
0.349,0.495,0.343,0.353,0.496
0.369,0.514,0.352,0.349,0.495
0.363,0.515,0.336,0.369,0.514
0.358,0.511,0.34,0.363,0.515
0.337,0.498,0.338,0.358,0.511
0.32,0.511,0.337,0.337,0.498
0.324,0.513,0.34,0.32,0.511
0.321,0.568,0.338,0.324,0.513
0.325,0.564,0.325,0.321,0.568
0.33,0.551,0.319,0.325,0.564
0.32,0.566,0.308,0.33,0.551
0.322,0.569,0.313,0.32,0.566
0.317,0.559,0.306,0.322,0.569
0.309,0.551,0.302,0.317,0.559
0.306,0.533,0.307,0.309,0.551
0.307,0.525,0.311,0.306,0.533
0.31,0.529,0.305,0.307,0.525
0.301,0.526,0.309,0.31,0.529
0.308,0.495,0.309,0.301,0.526
0.313,0.507,0.324,0.308,0.495
0.308,0.493,0.331,0.313,0.507
0.313,0.484,0.328,0.308,0.493
0.318,0.495,0.335,0.313,0.484
0.304,0.509,0.336,0.318,0.495
0.306,0.504,0.327,0.304,0.509
0.305,0.511,0.333,0.306,0.504
0.311,0.512,0.311,0.305,0.511
0.312,0.489,0.313,0.311,0.512
0.307,0.489,0.309,0.312,0.489
0.309,0.482,0.313,0.307,0.489
0.309,0.477,0.337,0.309,0.482
0.318,0.488,0.336,0.309,0.477
0.311,0.476,0.331,0.318,0.488
0.31,0.492,0.33,0.311,0.476
0.307,0.497,0.331,0.31,0.492
0.296,0.519,0.337,0.307,0.497
0.294,0.524,0.32,0.296,0.519
0.308,0.522,0.308,0.294,0.524
0.315,0.523,0.32,0.308,0.522
0.314,0.53,0.323,0.315,0.523
0.317,0.538,0.323,0.314,0.53
0.309,0.538,0.304,0.317,0.538
0.324,0.533,0.307,0.309,0.538
0.308,0.519,0.303,0.324,0.533
0.31,0.508,0.301,0.308,0.519
0.322,0.501,0.302,0.31,0.508
0.333,0.494,0.303,0.322,0.501
0.321,0.484,0.298,0.333,0.494
0.323,0.497,0.308,0.321,0.484
0.322,0.487,0.31,0.323,0.497
0.331,0.482,0.311,0.322,0.487
0.33,0.478,0.318,0.331,0.482
0.327,0.477,0.321,0.33,0.478
0.34,0.482,0.31,0.327,0.477
0.35,0.488,0.314,0.34,0.482
0.351,0.477,0.317,0.35,0.488
0.353,0.479,0.313,0.351,0.477
0.354,0.479,0.322,0.353,0.479
0.331,0.471,0.316,0.354,0.479
0.311,0.47,0.331,0.331,0.471
0.313,0.46,0.335,0.311,0.47
0.316,0.47,0.339,0.313,0.46
0.316,0.48,0.33,0.316,0.47
0.323,0.48,0.32,0.316,0.48
0.327,0.475,0.309,0.323,0.48
0.323,0.47,0.329,0.327,0.475
0.331,0.477,0.336,0.323,0.47
0.32,0.478,0.343,0.331,0.477
0.315,0.489,0.344,0.32,0.478
0.314,0.48,0.357,0.315,0.489
0.317,0.484,0.348,0.314,0.48
0.314,0.48,0.337,0.317,0.484
0.308,0.49,0.337,0.314,0.48
0.305,0.473,0.321,0.308,0.49
0.308,0.473,0.316,0.305,0.473
0.308,0.477,0.319,0.308,0.473
0.323,0.472,0.309,0.308,0.477
0.313,0.47,0.312,0.323,0.472
0.317,0.47,0.315,0.313,0.47
0.319,0.467,0.31,0.317,0.47
0.32,0.476,0.307,0.319,0.467
0.315,0.477,0.298,0.32,0.476
0.3,0.468,0.307,0.315,0.477
0.308,0.473,0.311,0.3,0.468
0.313,0.472,0.306,0.308,0.473
0.298,0.463,0.3,0.313,0.472
0.306,0.471,0.293,0.298,0.463
0.295,0.463,0.295,0.306,0.471
0.301,0.48,0.299,0.295,0.463
0.295,0.477,0.307,0.301,0.48
0.31,0.472,0.312,0.295,0.477
0.314,0.473,0.306,0.31,0.472
0.311,0.479,0.306,0.314,0.473
0.303,0.484,0.31,0.311,0.479
0.305,0.481,0.31,0.303,0.484
0.294,0.487,0.314,0.305,0.481
0.306,0.502,0.327,0.294,0.487
0.29,0.492,0.326,0.306,0.502
0.302,0.473,0.323,0.29,0.492
0.301,0.482,0.313,0.302,0.473
0.291,0.474,0.319,0.301,0.482
0.29,0.482,0.324,0.291,0.474
0.295,0.484,0.314,0.29,0.482
0.297,0.477,0.311,0.295,0.484
0.292,0.486,0.309,0.297,0.477
0.296,0.485,0.313,0.292,0.486
0.297,0.498,0.319,0.296,0.485
0.301,0.509,0.319,0.297,0.498
0.301,0.51,0.313,0.301,0.509
0.306,0.515,0.305,0.301,0.51
0.299,0.518,0.306,0.306,0.515
0.323,0.52,0.305,0.299,0.518
0.321,0.521,0.308,0.323,0.52
0.327,0.523,0.305,0.321,0.521
0.305,0.538,0.308,0.327,0.523
0.311,0.564,0.307,0.305,0.538
0.309,0.555,0.3,0.311,0.564
0.304,0.557,0.307,0.309,0.555
0.308,0.541,0.318,0.304,0.557
0.306,0.534,0.329,0.308,0.541
0.323,0.53,0.328,0.306,0.534
0.331,0.525,0.329,0.323,0.53
0.333,0.524,0.327,0.331,0.525
0.332,0.518,0.329,0.333,0.524
0.327,0.502,0.329,0.332,0.518
0.323,0.475,0.333,0.327,0.502
0.323,0.477,0.324,0.323,0.475
0.312,0.464,0.312,0.323,0.477
0.318,0.486,0.321,0.312,0.464
0.31,0.48,0.314,0.318,0.486
0.321,0.492,0.315,0.31,0.48
0.314,0.496,0.32,0.321,0.492
0.311,0.491,0.32,0.314,0.496
0.321,0.481,0.318,0.311,0.491
0.316,0.496,0.325,0.321,0.481
0.329,0.502,0.319,0.316,0.496
0.313,0.494,0.318,0.329,0.502
0.311,0.488,0.324,0.313,0.494
0.319,0.497,0.322,0.311,0.488
0.312,0.486,0.31,0.319,0.497
0.315,0.485,0.306,0.312,0.486
0.311,0.48,0.309,0.315,0.485
0.309,0.478,0.319,0.311,0.48
0.307,0.508,0.31,0.309,0.478
0.309,0.517,0.316,0.307,0.508
0.325,0.521,0.314,0.309,0.517
0.327,0.512,0.308,0.325,0.521
0.323,0.508,0.317,0.327,0.512
0.331,0.517,0.308,0.323,0.508
0.316,0.52,0.321,0.331,0.517
0.32,0.506,0.31,0.316,0.52
0.313,0.508,0.32,0.32,0.506
0.316,0.508,0.315,0.313,0.508
0.33,0.5,0.306,0.316,0.508
0.333,0.489,0.308,0.33,0.5
0.341,0.466,0.306,0.333,0.489
0.334,0.48,0.308,0.341,0.466
0.329,0.496,0.311,0.334,0.48
0.313,0.489,0.312,0.329,0.496
0.313,0.492,0.308,0.313,0.489
0.308,0.499,0.311,0.313,0.492
0.298,0.509,0.311,0.308,0.499
0.298,0.511,0.31,0.298,0.509
0.295,0.497,0.31,0.298,0.511
0.298,0.496,0.312,0.295,0.497
0.291,0.5,0.319,0.298,0.496
0.3,0.499,0.315,0.291,0.5
0.3,0.517,0.317,0.3,0.499
0.3,0.528,0.321,0.3,0.517
0.312,0.528,0.33,0.3,0.528
0.304,0.517,0.319,0.312,0.528
0.298,0.515,0.312,0.304,0.517
0.293,0.515,0.314,0.298,0.515
0.308,0.508,0.312,0.293,0.515
0.309,0.52,0.317,0.308,0.508
0.303,0.518,0.316,0.309,0.52
0.301,0.514,0.314,0.303,0.518
0.305,0.496,0.309,0.301,0.514
0.315,0.488,0.311,0.305,0.496
0.307,0.484,0.313,0.315,0.488
0.304,0.482,0.312,0.307,0.484
0.309,0.482,0.306,0.304,0.482
0.302,0.486,0.318,0.309,0.482
0.294,0.48,0.308,0.302,0.486
0.298,0.479,0.303,0.294,0.48
0.299,0.489,0.3,0.298,0.479
0.31,0.486,0.3,0.299,0.489
0.305,0.489,0.3,0.31,0.486
0.305,0.48,0.306,0.305,0.489
0.306,0.482,0.312,0.305,0.48
0.302,0.482,0.316,0.306,0.482
0.309,0.5,0.336,0.302,0.482
0.314,0.505,0.333,0.309,0.5
0.32,0.509,0.331,0.314,0.505
0.31,0.506,0.326,0.32,0.509
0.317,0.506,0.329,0.31,0.506
0.31,0.506,0.324,0.317,0.506
0.307,0.517,0.315,0.31,0.506
0.317,0.519,0.311,0.307,0.517
0.311,0.517,0.318,0.317,0.519
0.306,0.508,0.315,0.311,0.517
0.304,0.506,0.316,0.306,0.508
0.31,0.48,0.308,0.304,0.506
0.307,0.472,0.326,0.31,0.48
0.31,0.498,0.321,0.307,0.472
0.314,0.508,0.316,0.31,0.498
0.31,0.494,0.316,0.314,0.508
0.318,0.494,0.326,0.31,0.494
0.316,0.492,0.329,0.318,0.494
0.327,0.498,0.322,0.316,0.492
0.325,0.492,0.319,0.327,0.498
0.32,0.496,0.314,0.325,0.492
0.331,0.503,0.313,0.32,0.496
0.327,0.498,0.312,0.331,0.503
0.329,0.483,0.33,0.327,0.498
0.328,0.457,0.318,0.329,0.483
0.321,0.45,0.309,0.328,0.457
0.32,0.458,0.317,0.321,0.45
0.321,0.455,0.315,0.32,0.458
0.327,0.462,0.312,0.321,0.455
0.322,0.465,0.335,0.327,0.462
0.325,0.468,0.331,0.322,0.465
0.32,0.473,0.317,0.325,0.468
0.315,0.474,0.308,0.32,0.473
0.313,0.463,0.31,0.315,0.474
0.301,0.475,0.311,0.313,0.463
0.314,0.49,0.3,0.301,0.475
0.331,0.479,0.302,0.314,0.49
0.324,0.481,0.304,0.331,0.479
0.319,0.48,0.315,0.324,0.481
0.298,0.486,0.301,0.319,0.48
0.303,0.484,0.312,0.298,0.486
0.308,0.481,0.304,0.303,0.484
0.305,0.469,0.31,0.308,0.481
0.299,0.468,0.306,0.305,0.469
0.312,0.473,0.312,0.299,0.468
0.309,0.46,0.318,0.312,0.473
0.292,0.457,0.307,0.309,0.46
