Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.293,0.434,0.306,0.291,0.432
0.294,0.434,0.302,0.293,0.434
0.297,0.43,0.296,0.294,0.434
0.301,0.441,0.304,0.297,0.43
0.3,0.433,0.307,0.301,0.441
0.303,0.432,0.319,0.3,0.433
0.317,0.441,0.342,0.303,0.432
0.347,0.449,0.375,0.317,0.441
0.39,0.463,0.399,0.347,0.449
0.395,0.483,0.398,0.39,0.463
0.402,0.514,0.413,0.395,0.483
0.414,0.517,0.414,0.402,0.514
0.435,0.548,0.443,0.414,0.517
0.443,0.55,0.441,0.435,0.548
0.442,0.552,0.452,0.443,0.55
0.444,0.538,0.448,0.442,0.552
0.405,0.538,0.422,0.444,0.538
0.38,0.536,0.403,0.405,0.538
0.361,0.534,0.367,0.38,0.536
0.358,0.519,0.366,0.361,0.534
0.359,0.514,0.359,0.358,0.519
0.34,0.508,0.344,0.359,0.514
0.317,0.489,0.324,0.34,0.508
0.329,0.477,0.326,0.317,0.489
0.337,0.484,0.313,0.329,0.477
0.345,0.491,0.315,0.337,0.484
0.332,0.504,0.317,0.345,0.491
0.337,0.505,0.334,0.332,0.504
0.344,0.496,0.333,0.337,0.505
0.333,0.507,0.333,0.344,0.496
0.335,0.502,0.338,0.333,0.507
0.332,0.494,0.336,0.335,0.502
0.335,0.499,0.345,0.332,0.494
0.333,0.492,0.358,0.335,0.499
0.332,0.483,0.357,0.333,0.492
0.336,0.483,0.338,0.332,0.483
0.327,0.488,0.343,0.336,0.483
0.342,0.493,0.338,0.327,0.488
0.329,0.49,0.333,0.342,0.493
0.322,0.481,0.328,0.329,0.49
0.331,0.501,0.335,0.322,0.481
0.332,0.497,0.327,0.331,0.501
0.324,0.497,0.314,0.332,0.497
0.32,0.482,0.317,0.324,0.497
0.317,0.476,0.315,0.32,0.482
0.306,0.471,0.316,0.317,0.476
0.307,0.467,0.321,0.306,0.471
0.296,0.449,0.315,0.307,0.467
0.299,0.461,0.301,0.296,0.449
0.286,0.464,0.293,0.299,0.461
0.308,0.463,0.288,0.286,0.464
0.302,0.451,0.302,0.308,0.463
0.295,0.454,0.32,0.302,0.451
0.286,0.458,0.319,0.295,0.454
0.28,0.479,0.31,0.286,0.458
0.288,0.493,0.307,0.28,0.479
0.298,0.5,0.3,0.288,0.493
0.3,0.494,0.301,0.298,0.5
0.288,0.497,0.29,0.3,0.494
0.301,0.485,0.288,0.288,0.497
0.293,0.481,0.292,0.301,0.485
0.287,0.482,0.293,0.293,0.481
0.287,0.49,0.295,0.287,0.482
0.303,0.504,0.294,0.287,0.49
0.292,0.504,0.31,0.303,0.504
0.287,0.483,0.31,0.292,0.504
0.293,0.476,0.31,0.287,0.483
0.286,0.465,0.296,0.293,0.476
0.284,0.454,0.295,0.286,0.465
0.296,0.46,0.294,0.284,0.454
0.285,0.461,0.291,0.296,0.46
0.278,0.478,0.29,0.285,0.461
0.28,0.463,0.281,0.278,0.478
0.278,0.459,0.29,0.28,0.463
0.28,0.45,0.295,0.278,0.459
0.286,0.457,0.289,0.28,0.45
0.283,0.464,0.291,0.286,0.457
0.29,0.468,0.294,0.283,0.464
0.295,0.458,0.294,0.29,0.468
0.307,0.463,0.288,0.295,0.458
0.31,0.457,0.295,0.307,0.463
0.311,0.441,0.294,0.31,0.457
0.312,0.426,0.28,0.311,0.441
0.315,0.434,0.286,0.312,0.426
0.304,0.426,0.28,0.315,0.434
0.297,0.418,0.283,0.304,0.426
0.28,0.422,0.284,0.297,0.418
0.28,0.421,0.285,0.28,0.422
0.279,0.454,0.284,0.28,0.421
0.282,0.458,0.292,0.279,0.454
0.278,0.46,0.304,0.282,0.458
0.276,0.48,0.301,0.278,0.46
0.278,0.486,0.283,0.276,0.48
0.269,0.483,0.288,0.278,0.486
0.272,0.484,0.29,0.269,0.483
0.282,0.48,0.285,0.272,0.484
0.294,0.479,0.28,0.282,0.48
0.289,0.493,0.278,0.294,0.479
0.281,0.466,0.283,0.289,0.493
0.292,0.464,0.281,0.281,0.466
0.3,0.477,0.281,0.292,0.464
0.302,0.467,0.277,0.3,0.477
0.297,0.462,0.275,0.302,0.467
0.301,0.456,0.277,0.297,0.462
0.295,0.45,0.289,0.301,0.456
0.309,0.449,0.287,0.295,0.45
0.291,0.464,0.288,0.309,0.449
0.296,0.449,0.283,0.291,0.464
0.286,0.458,0.293,0.296,0.449
0.284,0.456,0.293,0.286,0.458
0.283,0.445,0.291,0.284,0.456
0.279,0.445,0.298,0.283,0.445
0.28,0.434,0.297,0.279,0.445
0.274,0.438,0.293,0.28,0.434
0.272,0.431,0.286,0.274,0.438
0.273,0.429,0.281,0.272,0.431
0.27,0.423,0.277,0.273,0.429
0.265,0.421,0.276,0.27,0.423
0.274,0.439,0.281,0.265,0.421
0.277,0.424,0.279,0.274,0.439
0.284,0.435,0.273,0.277,0.424
0.283,0.43,0.282,0.284,0.435
0.283,0.436,0.272,0.283,0.43
0.276,0.442,0.28,0.283,0.436
0.271,0.447,0.272,0.276,0.442
0.274,0.448,0.27,0.271,0.447
0.281,0.439,0.272,0.274,0.448
0.272,0.44,0.269,0.281,0.439
0.268,0.43,0.28,0.272,0.44
0.266,0.435,0.28,0.268,0.43
0.27,0.437,0.278,0.266,0.435
0.273,0.439,0.288,0.27,0.437
0.272,0.441,0.291,0.273,0.439
0.288,0.435,0.295,0.272,0.441
0.283,0.44,0.296,0.288,0.435
0.302,0.437,0.299,0.283,0.44
0.296,0.437,0.289,0.302,0.437
0.294,0.437,0.285,0.296,0.437
0.283,0.435,0.284,0.294,0.437
0.289,0.451,0.285,0.283,0.435
0.29,0.459,0.289,0.289,0.451
0.282,0.454,0.292,0.29,0.459
0.274,0.442,0.301,0.282,0.454
0.284,0.435,0.305,0.274,0.442
0.266,0.424,0.299,0.284,0.435
0.262,0.428,0.302,0.266,0.424
0.263,0.425,0.292,0.262,0.428
0.259,0.421,0.296,0.263,0.425
0.27,0.424,0.291,0.259,0.421
0.269,0.427,0.289,0.27,0.424
0.266,0.419,0.28,0.269,0.427
0.265,0.414,0.277,0.266,0.419
0.26,0.425,0.279,0.265,0.414
0.267,0.427,0.287,0.26,0.425
0.264,0.436,0.291,0.267,0.427
0.272,0.435,0.288,0.264,0.436
0.288,0.442,0.279,0.272,0.435
0.302,0.45,0.267,0.288,0.442
0.301,0.446,0.265,0.302,0.45
0.289,0.446,0.272,0.301,0.446
0.283,0.449,0.28,0.289,0.446
0.298,0.44,0.285,0.283,0.449
0.291,0.43,0.273,0.298,0.44
0.276,0.436,0.271,0.291,0.43
0.285,0.426,0.271,0.276,0.436
0.279,0.443,0.272,0.285,0.426
0.273,0.434,0.269,0.279,0.443
0.277,0.447,0.278,0.273,0.434
0.292,0.436,0.268,0.277,0.447
0.3,0.44,0.279,0.292,0.436
0.292,0.44,0.286,0.3,0.44
0.304,0.432,0.281,0.292,0.44
0.298,0.435,0.281,0.304,0.432
0.294,0.433,0.275,0.298,0.435
0.284,0.449,0.277,0.294,0.433
0.285,0.453,0.29,0.284,0.449
0.293,0.451,0.289,0.285,0.453
0.288,0.469,0.29,0.293,0.451
0.284,0.472,0.285,0.288,0.469
0.276,0.479,0.284,0.284,0.472
0.279,0.478,0.289,0.276,0.479
0.278,0.472,0.291,0.279,0.478
0.281,0.476,0.289,0.278,0.472
0.284,0.487,0.293,0.281,0.476
0.28,0.478,0.295,0.284,0.487
0.277,0.47,0.298,0.28,0.478
0.287,0.467,0.285,0.277,0.47
0.275,0.468,0.289,0.287,0.467
0.268,0.448,0.293,0.275,0.468
0.272,0.444,0.287,0.268,0.448
0.274,0.438,0.276,0.272,0.444
0.269,0.437,0.277,0.274,0.438
0.279,0.441,0.284,0.269,0.437
0.282,0.427,0.276,0.279,0.441
0.278,0.43,0.271,0.282,0.427
0.269,0.426,0.267,0.278,0.43
0.271,0.422,0.272,0.269,0.426
0.263,0.416,0.271,0.271,0.422
0.267,0.403,0.273,0.263,0.416
0.283,0.415,0.271,0.267,0.403
0.277,0.421,0.277,0.283,0.415
0.271,0.443,0.284,0.277,0.421
0.273,0.438,0.277,0.271,0.443
0.279,0.444,0.278,0.273,0.438
0.28,0.452,0.286,0.279,0.444
0.284,0.446,0.286,0.28,0.452
0.276,0.464,0.276,0.284,0.446
0.284,0.459,0.281,0.276,0.464
0.3,0.453,0.293,0.284,0.459
0.297,0.457,0.284,0.3,0.453
0.291,0.443,0.277,0.297,0.457
0.284,0.442,0.277,0.291,0.443
0.286,0.413,0.281,0.284,0.442
0.286,0.407,0.289,0.286,0.413
0.283,0.41,0.276,0.286,0.407
0.286,0.404,0.282,0.283,0.41
0.28,0.405,0.278,0.286,0.404
0.278,0.398,0.274,0.28,0.405
0.269,0.403,0.281,0.278,0.398
0.272,0.403,0.276,0.269,0.403
0.279,0.422,0.269,0.272,0.403
0.278,0.429,0.289,0.279,0.422
0.276,0.435,0.274,0.278,0.429
0.272,0.45,0.276,0.276,0.435
0.271,0.435,0.27,0.272,0.45
0.266,0.441,0.278,0.271,0.435
0.264,0.43,0.282,0.266,0.441
0.274,0.436,0.286,0.264,0.43
0.265,0.438,0.282,0.274,0.436
0.265,0.441,0.287,0.265,0.438
0.276,0.437,0.298,0.265,0.441
0.267,0.426,0.298,0.276,0.437
0.26,0.424,0.293,0.267,0.426
0.272,0.411,0.281,0.26,0.424
0.277,0.429,0.282,0.272,0.411
0.27,0.432,0.288,0.277,0.429
0.276,0.428,0.291,0.27,0.432
0.272,0.43,0.275,0.276,0.428
0.265,0.426,0.277,0.272,0.43
0.275,0.426,0.272,0.265,0.426
0.271,0.417,0.271,0.275,0.426
0.272,0.425,0.265,0.271,0.417
0.275,0.432,0.271,0.272,0.425
0.284,0.435,0.271,0.275,0.432
0.292,0.435,0.27,0.284,0.435
0.295,0.439,0.276,0.292,0.435
0.302,0.439,0.274,0.295,0.439
0.306,0.442,0.287,0.302,0.439
0.303,0.45,0.29,0.306,0.442
0.297,0.442,0.298,0.303,0.45
0.295,0.441,0.297,0.297,0.442
0.302,0.433,0.301,0.295,0.441
0.288,0.427,0.296,0.302,0.433
0.284,0.421,0.29,0.288,0.427
0.282,0.421,0.278,0.284,0.421
0.283,0.416,0.272,0.282,0.421
0.277,0.407,0.268,0.283,0.416
0.28,0.401,0.281,0.277,0.407
0.282,0.411,0.274,0.28,0.401
0.288,0.41,0.275,0.282,0.411
0.291,0.422,0.29,0.288,0.41
0.283,0.432,0.284,0.291,0.422
0.282,0.427,0.283,0.283,0.432
0.278,0.429,0.28,0.282,0.427
0.281,0.412,0.289,0.278,0.429
0.279,0.421,0.283,0.281,0.412
0.278,0.433,0.283,0.279,0.421
0.282,0.449,0.282,0.278,0.433
0.286,0.452,0.284,0.282,0.449
0.273,0.449,0.287,0.286,0.452
0.262,0.461,0.287,0.273,0.449
0.262,0.451,0.287,0.262,0.461
0.263,0.456,0.291,0.262,0.451
0.27,0.472,0.294,0.263,0.456
0.267,0.484,0.294,0.27,0.472
0.272,0.467,0.299,0.267,0.484
0.279,0.458,0.299,0.272,0.467
0.281,0.443,0.289,0.279,0.458
0.285,0.442,0.282,0.281,0.443
0.286,0.458,0.283,0.285,0.442
0.288,0.438,0.287,0.286,0.458
0.293,0.433,0.272,0.288,0.438
0.29,0.424,0.27,0.293,0.433
0.286,0.424,0.276,0.29,0.424
0.286,0.428,0.274,0.286,0.424
0.278,0.441,0.271,0.286,0.428
0.271,0.442,0.277,0.278,0.441
0.272,0.442,0.273,0.271,0.442
0.288,0.434,0.292,0.272,0.442
0.289,0.45,0.292,0.288,0.434
0.29,0.442,0.281,0.289,0.45
0.3,0.453,0.276,0.29,0.442
0.288,0.447,0.275,0.3,0.453
0.298,0.446,0.277,0.288,0.447
0.3,0.432,0.282,0.298,0.446
0.31,0.42,0.295,0.3,0.432
0.308,0.428,0.278,0.31,0.42
0.302,0.428,0.276,0.308,0.428
0.301,0.423,0.285,0.302,0.428
0.288,0.425,0.282,0.301,0.423
0.268,0.411,0.275,0.288,0.425
0.276,0.413,0.274,0.268,0.411
0.277,0.413,0.279,0.276,0.413
0.278,0.413,0.277,0.277,0.413
0.287,0.429,0.278,0.278,0.413
0.289,0.428,0.27,0.287,0.429
0.291,0.43,0.273,0.289,0.428
0.295,0.431,0.276,0.291,0.43
0.298,0.43,0.272,0.295,0.431
0.281,0.442,0.284,0.298,0.43
0.277,0.431,0.287,0.281,0.442
0.279,0.425,0.276,0.277,0.431
0.286,0.43,0.273,0.279,0.425
0.285,0.427,0.276,0.286,0.43
0.277,0.422,0.274,0.285,0.427
0.273,0.416,0.269,0.277,0.422
0.281,0.426,0.275,0.273,0.416
0.278,0.425,0.285,0.281,0.426
0.286,0.415,0.286,0.278,0.425
0.278,0.43,0.287,0.286,0.415
0.289,0.437,0.294,0.278,0.43
0.277,0.427,0.287,0.289,0.437
0.286,0.417,0.281,0.277,0.427
0.29,0.414,0.276,0.286,0.417
0.285,0.417,0.275,0.29,0.414
0.284,0.418,0.281,0.285,0.417
0.287,0.407,0.282,0.284,0.418
0.294,0.414,0.275,0.287,0.407
0.301,0.415,0.286,0.294,0.414
0.301,0.411,0.3,0.301,0.415
0.297,0.403,0.297,0.301,0.411
0.294,0.414,0.282,0.297,0.403
0.302,0.42,0.294,0.294,0.414
0.285,0.443,0.292,0.302,0.42
0.274,0.449,0.294,0.285,0.443
0.283,0.445,0.301,0.274,0.449
0.28,0.451,0.302,0.283,0.445
0.283,0.445,0.288,0.28,0.451
0.283,0.452,0.292,0.283,0.445
0.289,0.459,0.294,0.283,0.452
0.284,0.453,0.291,0.289,0.459
0.288,0.471,0.297,0.284,0.453
0.285,0.467,0.284,0.288,0.471
0.299,0.454,0.293,0.285,0.467
0.293,0.444,0.292,0.299,0.454
0.289,0.456,0.295,0.293,0.444
0.29,0.459,0.292,0.289,0.456
0.284,0.454,0.3,0.29,0.459
0.285,0.45,0.313,0.284,0.454
0.29,0.461,0.306,0.285,0.45
0.285,0.459,0.303,0.29,0.461
0.294,0.457,0.297,0.285,0.459
0.287,0.459,0.291,0.294,0.457
0.278,0.445,0.29,0.287,0.459
0.297,0.442,0.287,0.278,0.445
0.299,0.437,0.284,0.297,0.442
0.296,0.438,0.288,0.299,0.437
0.315,0.458,0.293,0.296,0.438
0.298,0.461,0.292,0.315,0.458
0.322,0.467,0.289,0.298,0.461
0.317,0.467,0.285,0.322,0.467
0.318,0.465,0.29,0.317,0.467
0.303,0.46,0.282,0.318,0.465
0.309,0.469,0.279,0.303,0.46
0.287,0.465,0.287,0.309,0.469
0.278,0.466,0.282,0.287,0.465
0.28,0.454,0.284,0.278,0.466
0.288,0.457,0.283,0.28,0.454
0.288,0.447,0.29,0.288,0.457
0.285,0.437,0.293,0.288,0.447
0.283,0.441,0.298,0.285,0.437
0.283,0.428,0.289,0.283,0.441
0.286,0.44,0.279,0.283,0.428
0.291,0.435,0.279,0.286,0.44
0.289,0.441,0.283,0.291,0.435
0.288,0.435,0.292,0.289,0.441
0.283,0.429,0.289,0.288,0.435
0.275,0.428,0.298,0.283,0.429
0.283,0.437,0.297,0.275,0.428
0.287,0.443,0.287,0.283,0.437
0.286,0.449,0.297,0.287,0.443
0.274,0.441,0.297,0.286,0.449
0.285,0.437,0.277,0.274,0.441
0.279,0.446,0.282,0.285,0.437
0.281,0.446,0.278,0.279,0.446
0.269,0.46,0.273,0.281,0.446
0.278,0.473,0.282,0.269,0.46
0.284,0.473,0.276,0.278,0.473
0.273,0.466,0.271,0.284,0.473
0.278,0.445,0.27,0.273,0.466
0.279,0.445,0.279,0.278,0.445
0.263,0.453,0.281,0.279,0.445
0.261,0.452,0.273,0.263,0.453
0.262,0.45,0.268,0.261,0.452
0.261,0.448,0.271,0.262,0.45
0.264,0.444,0.275,0.261,0.448
0.299,0.447,0.267,0.264,0.444
0.297,0.44,0.279,0.299,0.447
0.304,0.454,0.274,0.297,0.44
0.296,0.47,0.276,0.304,0.454
0.305,0.471,0.285,0.296,0.47
0.296,0.466,0.273,0.305,0.471
0.295,0.479,0.274,0.296,0.466
0.288,0.473,0.28,0.295,0.479
0.284,0.469,0.276,0.288,0.473
0.289,0.467,0.278,0.284,0.469
0.27,0.467,0.277,0.289,0.467
0.27,0.471,0.278,0.27,0.467
0.279,0.468,0.283,0.27,0.471
0.283,0.456,0.292,0.279,0.468
0.28,0.445,0.287,0.283,0.456
0.286,0.451,0.293,0.28,0.445
0.287,0.436,0.282,0.286,0.451
0.287,0.433,0.282,0.287,0.436
0.286,0.441,0.27,0.287,0.433
0.284,0.457,0.278,0.286,0.441
0.285,0.459,0.278,0.284,0.457
0.282,0.447,0.277,0.285,0.459
0.272,0.448,0.27,0.282,0.447
0.281,0.446,0.281,0.272,0.448
0.279,0.442,0.268,0.281,0.446
0.27,0.437,0.267,0.279,0.442
0.278,0.432,0.276,0.27,0.437
0.272,0.432,0.272,0.278,0.432
0.278,0.412,0.274,0.272,0.432
0.289,0.406,0.276,0.278,0.412
0.282,0.399,0.271,0.289,0.406
0.278,0.406,0.276,0.282,0.399
0.285,0.424,0.29,0.278,0.406
0.284,0.415,0.288,0.285,0.424
0.28,0.431,0.278,0.284,0.415
0.282,0.453,0.28,0.28,0.431
0.282,0.452,0.279,0.282,0.453
0.291,0.46,0.274,0.282,0.452
0.289,0.457,0.276,0.291,0.46
0.305,0.463,0.278,0.289,0.457
0.305,0.465,0.283,0.305,0.463
0.306,0.461,0.286,0.305,0.465
0.3,0.442,0.282,0.306,0.461
0.294,0.444,0.281,0.3,0.442
0.296,0.445,0.292,0.294,0.444
0.303,0.441,0.281,0.296,0.445
0.306,0.436,0.294,0.303,0.441
0.307,0.423,0.29,0.306,0.436
0.275,0.433,0.286,0.307,0.423
0.27,0.451,0.282,0.275,0.433
0.274,0.448,0.275,0.27,0.451
0.271,0.443,0.282,0.274,0.448
0.279,0.441,0.287,0.271,0.443
0.279,0.443,0.282,0.279,0.441
0.273,0.453,0.274,0.279,0.443
0.268,0.454,0.276,0.273,0.453
0.274,0.442,0.275,0.268,0.454
0.278,0.445,0.276,0.274,0.442
0.285,0.445,0.274,0.278,0.445
0.275,0.428,0.269,0.285,0.445
0.273,0.431,0.275,0.275,0.428
0.27,0.429,0.278,0.273,0.431
0.27,0.438,0.28,0.27,0.429
0.276,0.433,0.284,0.27,0.438
0.28,0.428,0.28,0.276,0.433
0.276,0.421,0.276,0.28,0.428
0.276,0.442,0.277,0.276,0.421
0.284,0.449,0.278,0.276,0.442
0.275,0.467,0.274,0.284,0.449
0.27,0.458,0.292,0.275,0.467
0.271,0.458,0.285,0.27,0.458
0.268,0.456,0.282,0.271,0.458
0.264,0.461,0.287,0.268,0.456
0.267,0.463,0.283,0.264,0.461
0.269,0.477,0.28,0.267,0.463
0.274,0.474,0.288,0.269,0.477
0.279,0.446,0.297,0.274,0.474
0.277,0.438,0.304,0.279,0.446
0.272,0.438,0.3,0.277,0.438
0.273,0.427,0.31,0.272,0.438
0.259,0.452,0.293,0.273,0.427
0.266,0.453,0.304,0.259,0.452
0.27,0.444,0.313,0.266,0.453
0.267,0.439,0.296,0.27,0.444
0.273,0.419,0.268,0.267,0.439
0.269,0.418,0.277,0.273,0.419
0.271,0.417,0.276,0.269,0.418
0.283,0.411,0.275,0.271,0.417
0.277,0.408,0.281,0.283,0.411
0.283,0.413,0.282,0.277,0.408
0.277,0.407,0.282,0.283,0.413
0.273,0.385,0.294,0.277,0.407
0.28,0.406,0.271,0.273,0.385
0.28,0.408,0.282,0.28,0.406
0.273,0.405,0.278,0.28,0.408
0.276,0.411,0.277,0.273,0.405
0.281,0.418,0.284,0.276,0.411
0.28,0.427,0.288,0.281,0.418
0.27,0.42,0.289,0.28,0.427
0.267,0.425,0.281,0.27,0.42
0.27,0.429,0.292,0.267,0.425
0.266,0.429,0.286,0.27,0.429
0.268,0.433,0.276,0.266,0.429
0.272,0.411,0.267,0.268,0.433
0.276,0.418,0.295,0.272,0.411
0.266,0.42,0.275,0.276,0.418
0.272,0.424,0.275,0.266,0.42
0.277,0.423,0.279,0.272,0.424
0.274,0.416,0.288,0.277,0.423
0.268,0.419,0.286,0.274,0.416
0.262,0.399,0.291,0.268,0.419
0.267,0.409,0.287,0.262,0.399
0.265,0.406,0.291,0.267,0.409
0.261,0.422,0.289,0.265,0.406
0.263,0.416,0.292,0.261,0.422
0.269,0.412,0.288,0.263,0.416
0.274,0.415,0.285,0.269,0.412
0.273,0.429,0.297,0.274,0.415
0.269,0.429,0.303,0.273,0.429
0.273,0.442,0.316,0.269,0.429
0.282,0.442,0.305,0.273,0.442
0.283,0.453,0.313,0.282,0.442
0.28,0.453,0.315,0.283,0.453
0.285,0.444,0.293,0.28,0.453
0.284,0.432,0.291,0.285,0.444
0.284,0.436,0.287,0.284,0.432
0.293,0.435,0.274,0.284,0.436
0.285,0.426,0.272,0.293,0.435
0.283,0.419,0.272,0.285,0.426
0.29,0.424,0.272,0.283,0.419
0.293,0.422,0.279,0.29,0.424
0.294,0.425,0.278,0.293,0.422
0.3,0.424,0.28,0.294,0.425
0.283,0.436,0.271,0.3,0.424
0.282,0.447,0.27,0.283,0.436
0.279,0.46,0.275,0.282,0.447
0.282,0.463,0.288,0.279,0.46
0.283,0.453,0.293,0.282,0.463
0.279,0.459,0.297,0.283,0.453
0.289,0.47,0.289,0.279,0.459
0.284,0.479,0.273,0.289,0.47
0.285,0.481,0.272,0.284,0.479
0.283,0.475,0.286,0.285,0.481
0.272,0.474,0.273,0.283,0.475
0.266,0.472,0.273,0.272,0.474
0.261,0.477,0.275,0.266,0.472
0.266,0.49,0.276,0.261,0.477
0.275,0.487,0.273,0.266,0.49
0.261,0.488,0.275,0.275,0.487
0.267,0.486,0.281,0.261,0.488
0.266,0.468,0.285,0.267,0.486
0.271,0.467,0.283,0.266,0.468
0.273,0.456,0.291,0.271,0.467
0.294,0.458,0.286,0.273,0.456
0.292,0.468,0.29,0.294,0.458
0.302,0.45,0.283,0.292,0.468
0.29,0.45,0.287,0.302,0.45
0.283,0.444,0.284,0.29,0.45
0.274,0.449,0.289,0.283,0.444
0.281,0.445,0.284,0.274,0.449
0.266,0.444,0.284,0.281,0.445
0.27,0.451,0.281,0.266,0.444
0.266,0.468,0.273,0.27,0.451
0.268,0.482,0.273,0.266,0.468
0.266,0.479,0.276,0.268,0.482
0.269,0.466,0.28,0.266,0.479
0.271,0.465,0.288,0.269,0.466
0.284,0.462,0.293,0.271,0.465
0.303,0.47,0.286,0.284,0.462
0.303,0.478,0.277,0.303,0.47
0.306,0.466,0.278,0.303,0.478
0.29,0.462,0.276,0.306,0.466
0.275,0.452,0.272,0.29,0.462
0.269,0.445,0.264,0.275,0.452
0.273,0.444,0.26,0.269,0.445
0.265,0.444,0.263,0.273,0.444
0.268,0.449,0.266,0.265,0.444
0.273,0.457,0.281,0.268,0.449
0.277,0.444,0.285,0.273,0.457
0.265,0.427,0.281,0.277,0.444
0.268,0.448,0.289,0.265,0.427
0.274,0.441,0.284,0.268,0.448
0.284,0.467,0.295,0.274,0.441
0.283,0.454,0.289,0.284,0.467
0.297,0.465,0.303,0.283,0.454
0.289,0.462,0.29,0.297,0.465
0.278,0.468,0.31,0.289,0.462
0.281,0.461,0.299,0.278,0.468
0.276,0.461,0.304,0.281,0.461
0.274,0.453,0.295,0.276,0.461
0.272,0.436,0.279,0.274,0.453
0.277,0.442,0.289,0.272,0.436
0.289,0.431,0.291,0.277,0.442
0.294,0.423,0.295,0.289,0.431
0.276,0.437,0.29,0.294,0.423
0.29,0.435,0.296,0.276,0.437
0.282,0.431,0.307,0.29,0.435
0.277,0.418,0.3,0.282,0.431
0.269,0.419,0.291,0.277,0.418
0.269,0.422,0.282,0.269,0.419
