Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.269,0.472,0.312,0.266,0.475
0.282,0.467,0.309,0.269,0.472
0.264,0.474,0.286,0.282,0.467
0.266,0.439,0.283,0.264,0.474
0.263,0.474,0.293,0.266,0.439
0.272,0.474,0.277,0.263,0.474
0.264,0.45,0.283,0.272,0.474
0.266,0.475,0.345,0.264,0.45
0.28,0.485,0.292,0.266,0.475
0.262,0.456,0.29,0.28,0.485
0.269,0.47,0.29,0.262,0.456
0.268,0.465,0.301,0.269,0.47
0.281,0.454,0.301,0.268,0.465
0.287,0.52,0.297,0.281,0.454
0.285,0.528,0.313,0.287,0.52
0.309,0.515,0.323,0.285,0.528
0.323,0.538,0.317,0.309,0.515
0.287,0.579,0.295,0.323,0.538
0.292,0.533,0.296,0.287,0.579
0.307,0.508,0.335,0.292,0.533
0.289,0.515,0.303,0.307,0.508
0.281,0.488,0.305,0.289,0.515
0.284,0.505,0.302,0.281,0.488
0.296,0.533,0.313,0.284,0.505
0.293,0.518,0.301,0.296,0.533
0.301,0.504,0.315,0.293,0.518
0.298,0.507,0.306,0.301,0.504
0.277,0.531,0.312,0.298,0.507
0.28,0.537,0.309,0.277,0.531
0.289,0.522,0.322,0.28,0.537
0.312,0.518,0.313,0.289,0.522
0.295,0.523,0.314,0.312,0.518
0.283,0.482,0.299,0.295,0.523
0.284,0.522,0.317,0.283,0.482
0.297,0.544,0.316,0.284,0.522
0.297,0.522,0.312,0.297,0.544
0.295,0.526,0.319,0.297,0.522
0.292,0.515,0.313,0.295,0.526
0.307,0.501,0.312,0.292,0.515
0.293,0.518,0.304,0.307,0.501
0.283,0.496,0.314,0.293,0.518
0.306,0.515,0.317,0.283,0.496
0.377,0.518,0.386,0.306,0.515
0.321,0.52,0.307,0.377,0.518
0.298,0.512,0.314,0.321,0.52
0.305,0.504,0.309,0.298,0.512
0.288,0.486,0.302,0.305,0.504
0.283,0.515,0.31,0.288,0.486
0.293,0.506,0.305,0.283,0.515
0.289,0.516,0.323,0.293,0.506
0.315,0.502,0.308,0.289,0.516
0.311,0.509,0.304,0.315,0.502
0.279,0.537,0.31,0.311,0.509
0.29,0.481,0.303,0.279,0.537
0.288,0.478,0.302,0.29,0.481
0.294,0.504,0.304,0.288,0.478
0.295,0.498,0.327,0.294,0.504
0.282,0.516,0.302,0.295,0.498
0.346,0.462,0.357,0.282,0.516
0.265,0.438,0.277,0.346,0.462
0.276,0.447,0.298,0.265,0.438
0.256,0.441,0.284,0.276,0.447
0.266,0.464,0.287,0.256,0.441
0.284,0.439,0.286,0.266,0.464
0.262,0.46,0.274,0.284,0.439
0.256,0.484,0.274,0.262,0.46
0.259,0.442,0.281,0.256,0.484
0.271,0.458,0.279,0.259,0.442
0.262,0.452,0.28,0.271,0.458
0.263,0.437,0.276,0.262,0.452
0.338,0.454,0.341,0.263,0.437
0.265,0.463,0.273,0.338,0.454
0.264,0.455,0.282,0.265,0.463
0.26,0.461,0.277,0.264,0.455
0.261,0.462,0.276,0.26,0.461
0.266,0.455,0.279,0.261,0.462
0.259,0.459,0.277,0.266,0.455
0.263,0.461,0.283,0.259,0.459
0.256,0.46,0.288,0.263,0.461
0.264,0.491,0.302,0.256,0.46
0.273,0.484,0.297,0.264,0.491
0.262,0.446,0.29,0.273,0.484
0.266,0.478,0.271,0.262,0.446
0.252,0.441,0.273,0.266,0.478
0.252,0.459,0.295,0.252,0.441
0.26,0.436,0.28,0.252,0.459
0.252,0.459,0.272,0.26,0.436
0.264,0.471,0.278,0.252,0.459
0.271,0.458,0.28,0.264,0.471
0.341,0.454,0.353,0.271,0.458
0.266,0.469,0.279,0.341,0.454
0.269,0.452,0.27,0.266,0.469
0.264,0.444,0.29,0.269,0.452
0.259,0.446,0.28,0.264,0.444
0.271,0.459,0.288,0.259,0.446
0.263,0.46,0.28,0.271,0.459
0.276,0.471,0.291,0.263,0.46
0.266,0.46,0.275,0.276,0.471
0.273,0.463,0.279,0.266,0.46
0.263,0.448,0.268,0.273,0.463
0.257,0.446,0.289,0.263,0.448
0.257,0.459,0.285,0.257,0.446
0.259,0.439,0.35,0.257,0.459
0.26,0.443,0.276,0.259,0.439
0.274,0.455,0.282,0.26,0.443
0.263,0.466,0.28,0.274,0.455
0.27,0.472,0.278,0.263,0.466
0.27,0.439,0.275,0.27,0.472
0.3,0.528,0.302,0.27,0.439
0.288,0.499,0.315,0.3,0.528
0.304,0.469,0.316,0.288,0.499
0.287,0.488,0.3,0.304,0.469
0.296,0.504,0.311,0.287,0.488
0.306,0.483,0.316,0.296,0.504
0.361,0.5,0.402,0.306,0.483
0.281,0.494,0.299,0.361,0.5
0.286,0.485,0.317,0.281,0.494
0.287,0.485,0.3,0.286,0.485
0.291,0.509,0.31,0.287,0.485
0.285,0.494,0.299,0.291,0.509
0.285,0.485,0.315,0.285,0.494
0.292,0.547,0.301,0.285,0.485
0.294,0.537,0.311,0.292,0.547
0.309,0.516,0.325,0.294,0.537
0.29,0.514,0.303,0.309,0.516
0.284,0.502,0.305,0.29,0.514
0.288,0.532,0.302,0.284,0.502
0.291,0.516,0.31,0.288,0.532
0.358,0.524,0.386,0.291,0.516
0.302,0.534,0.308,0.358,0.524
0.284,0.53,0.305,0.302,0.534
0.29,0.526,0.314,0.284,0.53
0.383,0.517,0.382,0.29,0.526
0.292,0.535,0.327,0.383,0.517
0.284,0.51,0.31,0.292,0.535
0.305,0.489,0.333,0.284,0.51
0.29,0.51,0.317,0.305,0.489
0.313,0.298,0.352,0.29,0.51
0.385,0.527,0.422,0.313,0.298
0.394,0.544,0.428,0.385,0.527
0.275,0.511,0.297,0.394,0.544
0.284,0.494,0.303,0.275,0.511
0.301,0.519,0.315,0.284,0.494
0.291,0.524,0.306,0.301,0.519
0.279,0.505,0.3,0.291,0.524
0.309,0.507,0.31,0.279,0.505
0.287,0.526,0.294,0.309,0.507
0.342,0.497,0.384,0.287,0.526
0.274,0.497,0.297,0.342,0.497
0.285,0.51,0.296,0.274,0.497
0.292,0.497,0.298,0.285,0.51
0.287,0.504,0.306,0.292,0.497
0.277,0.489,0.291,0.287,0.504
0.285,0.504,0.296,0.277,0.489
0.269,0.458,0.277,0.285,0.504
0.256,0.431,0.288,0.269,0.458
0.264,0.453,0.277,0.256,0.431
0.277,0.428,0.259,0.264,0.453
0.263,0.442,0.272,0.277,0.428
0.258,0.472,0.278,0.263,0.442
0.277,0.45,0.278,0.258,0.472
0.278,0.466,0.311,0.277,0.45
0.285,0.441,0.276,0.278,0.466
0.253,0.447,0.277,0.285,0.441
0.251,0.474,0.27,0.253,0.447
0.258,0.454,0.27,0.251,0.474
0.267,0.451,0.28,0.258,0.454
0.252,0.431,0.265,0.267,0.451
0.255,0.479,0.278,0.252,0.431
0.253,0.445,0.264,0.255,0.479
0.247,0.446,0.266,0.253,0.445
0.256,0.451,0.267,0.247,0.446
0.248,0.428,0.264,0.256,0.451
0.268,0.45,0.272,0.248,0.428
0.268,0.453,0.281,0.268,0.45
0.265,0.454,0.279,0.268,0.453
0.265,0.464,0.28,0.265,0.454
0.26,0.46,0.269,0.265,0.464
0.25,0.46,0.29,0.26,0.46
0.261,0.425,0.272,0.25,0.46
0.329,0.472,0.345,0.261,0.425
0.256,0.461,0.293,0.329,0.472
0.262,0.492,0.283,0.256,0.461
0.249,0.45,0.278,0.262,0.492
0.246,0.46,0.267,0.249,0.45
0.267,0.467,0.275,0.246,0.46
0.262,0.463,0.284,0.267,0.467
0.262,0.459,0.27,0.262,0.463
0.333,0.446,0.353,0.262,0.459
0.267,0.45,0.273,0.333,0.446
0.26,0.469,0.275,0.267,0.45
0.264,0.453,0.272,0.26,0.469
0.267,0.439,0.286,0.264,0.453
0.263,0.452,0.278,0.267,0.439
0.268,0.443,0.279,0.263,0.452
0.26,0.457,0.283,0.268,0.443
0.274,0.451,0.271,0.26,0.457
0.276,0.436,0.278,0.274,0.451
0.257,0.435,0.266,0.276,0.436
0.34,0.442,0.349,0.257,0.435
0.327,0.459,0.283,0.34,0.442
0.275,0.432,0.283,0.327,0.459
0.273,0.466,0.287,0.275,0.432
0.266,0.446,0.271,0.273,0.466
0.288,0.541,0.306,0.266,0.446
0.281,0.514,0.301,0.288,0.541
0.288,0.503,0.301,0.281,0.514
0.281,0.515,0.304,0.288,0.503
0.285,0.515,0.307,0.281,0.515
0.285,0.521,0.295,0.285,0.515
0.292,0.511,0.312,0.285,0.521
0.288,0.52,0.32,0.292,0.511
0.287,0.507,0.303,0.288,0.52
0.291,0.515,0.3,0.287,0.507
0.294,0.519,0.327,0.291,0.515
0.282,0.537,0.308,0.294,0.519
0.288,0.525,0.313,0.282,0.537
0.295,0.515,0.297,0.288,0.525
0.289,0.516,0.306,0.295,0.515
0.294,0.519,0.312,0.289,0.516
0.281,0.514,0.295,0.294,0.519
0.288,0.514,0.298,0.281,0.514
0.292,0.538,0.321,0.288,0.514
0.281,0.535,0.32,0.292,0.538
0.285,0.507,0.295,0.281,0.535
0.29,0.555,0.303,0.285,0.507
0.296,0.541,0.295,0.29,0.555
0.295,0.509,0.304,0.296,0.541
0.287,0.509,0.308,0.295,0.509
0.279,0.516,0.307,0.287,0.509
0.293,0.545,0.299,0.279,0.516
0.298,0.541,0.309,0.293,0.545
0.283,0.51,0.299,0.298,0.541
0.299,0.497,0.325,0.283,0.51
0.295,0.522,0.303,0.299,0.497
0.294,0.52,0.308,0.295,0.522
0.299,0.515,0.305,0.294,0.52
0.288,0.506,0.327,0.299,0.515
0.279,0.504,0.309,0.288,0.506
0.282,0.524,0.323,0.279,0.504
0.279,0.494,0.3,0.282,0.524
0.299,0.507,0.293,0.279,0.494
0.277,0.546,0.297,0.299,0.507
0.297,0.511,0.292,0.277,0.546
0.297,0.512,0.308,0.297,0.511
0.287,0.502,0.298,0.297,0.512
0.278,0.554,0.289,0.287,0.502
0.287,0.48,0.293,0.278,0.554
0.273,0.518,0.286,0.287,0.48
0.285,0.508,0.299,0.273,0.518
0.276,0.457,0.273,0.285,0.508
0.272,0.458,0.276,0.276,0.457
0.254,0.449,0.275,0.272,0.458
0.258,0.427,0.261,0.254,0.449
0.25,0.453,0.273,0.258,0.427
0.263,0.469,0.267,0.25,0.453
0.251,0.452,0.26,0.263,0.469
0.249,0.435,0.28,0.251,0.452
0.253,0.422,0.269,0.249,0.435
0.319,0.447,0.346,0.253,0.422
0.249,0.425,0.272,0.319,0.447
0.258,0.438,0.268,0.249,0.425
0.247,0.461,0.366,0.258,0.438
0.266,0.435,0.27,0.247,0.461
0.251,0.453,0.282,0.266,0.435
0.262,0.457,0.27,0.251,0.453
0.244,0.467,0.267,0.262,0.457
0.334,0.422,0.351,0.244,0.467
0.258,0.447,0.286,0.334,0.422
0.26,0.437,0.27,0.258,0.447
0.255,0.449,0.287,0.26,0.437
0.272,0.479,0.291,0.255,0.449
0.261,0.452,0.27,0.272,0.479
0.268,0.479,0.273,0.261,0.452
0.249,0.454,0.274,0.268,0.479
0.271,0.449,0.263,0.249,0.454
0.258,0.477,0.276,0.271,0.449
0.265,0.461,0.265,0.258,0.477
0.251,0.436,0.27,0.265,0.461
0.257,0.447,0.266,0.251,0.436
0.256,0.439,0.273,0.257,0.447
0.256,0.449,0.276,0.256,0.439
0.253,0.446,0.274,0.256,0.449
0.28,0.462,0.277,0.253,0.446
0.243,0.443,0.274,0.28,0.462
0.271,0.435,0.27,0.243,0.443
0.259,0.471,0.269,0.271,0.435
0.266,0.493,0.273,0.259,0.471
0.264,0.455,0.285,0.266,0.493
0.267,0.449,0.284,0.264,0.455
0.249,0.447,0.261,0.267,0.449
0.262,0.449,0.279,0.249,0.447
0.268,0.437,0.275,0.262,0.449
0.257,0.472,0.263,0.268,0.437
0.26,0.453,0.285,0.257,0.472
0.27,0.432,0.266,0.26,0.453
0.266,0.449,0.276,0.27,0.432
0.27,0.445,0.275,0.266,0.449
0.257,0.429,0.289,0.27,0.445
0.263,0.438,0.28,0.257,0.429
0.287,0.505,0.295,0.263,0.438
0.27,0.53,0.298,0.287,0.505
0.345,0.507,0.368,0.27,0.53
0.277,0.509,0.307,0.345,0.507
0.286,0.535,0.295,0.277,0.509
0.289,0.461,0.302,0.286,0.535
0.273,0.488,0.287,0.289,0.461
0.286,0.511,0.305,0.273,0.488
0.457,0.503,0.374,0.286,0.511
0.281,0.487,0.291,0.457,0.503
0.282,0.475,0.302,0.281,0.487
0.273,0.497,0.286,0.282,0.475
0.287,0.482,0.307,0.273,0.497
0.292,0.476,0.298,0.287,0.482
0.294,0.507,0.305,0.292,0.476
0.303,0.463,0.296,0.294,0.507
0.272,0.457,0.302,0.303,0.463
0.284,0.471,0.299,0.272,0.457
0.315,0.481,0.296,0.284,0.471
0.276,0.474,0.291,0.315,0.481
0.293,0.47,0.295,0.276,0.474
0.284,0.436,0.308,0.293,0.47
0.289,0.46,0.293,0.284,0.436
0.281,0.488,0.323,0.289,0.46
0.286,0.451,0.29,0.281,0.488
0.282,0.499,0.318,0.286,0.451
0.271,0.489,0.293,0.282,0.499
0.339,0.472,0.354,0.271,0.489
0.348,0.486,0.393,0.339,0.472
0.28,0.457,0.29,0.348,0.486
0.297,0.462,0.324,0.28,0.457
0.289,0.46,0.291,0.297,0.462
0.272,0.456,0.316,0.289,0.46
0.276,0.461,0.293,0.272,0.456
0.293,0.479,0.297,0.276,0.461
0.275,0.445,0.294,0.293,0.479
0.359,0.477,0.352,0.275,0.445
0.282,0.465,0.294,0.359,0.477
0.273,0.463,0.282,0.282,0.465
0.287,0.463,0.307,0.273,0.463
0.29,0.485,0.289,0.287,0.463
0.266,0.45,0.293,0.29,0.485
0.279,0.439,0.306,0.266,0.45
0.276,0.47,0.288,0.279,0.439
0.274,0.488,0.301,0.276,0.47
0.293,0.477,0.3,0.274,0.488
0.245,0.433,0.257,0.293,0.477
0.323,0.52,0.36,0.245,0.433
0.253,0.439,0.267,0.323,0.52
0.266,0.453,0.259,0.253,0.439
0.252,0.423,0.258,0.266,0.453
0.252,0.446,0.266,0.252,0.423
0.257,0.423,0.271,0.252,0.446
0.258,0.438,0.283,0.257,0.423
0.258,0.436,0.283,0.258,0.438
0.256,0.425,0.261,0.258,0.436
0.253,0.446,0.271,0.256,0.425
0.251,0.449,0.275,0.253,0.446
0.25,0.46,0.267,0.251,0.449
0.267,0.45,0.273,0.25,0.46
0.247,0.413,0.258,0.267,0.45
0.249,0.411,0.268,0.247,0.413
0.253,0.422,0.279,0.249,0.411
0.251,0.423,0.269,0.253,0.422
0.249,0.411,0.26,0.251,0.423
0.245,0.42,0.267,0.249,0.411
0.248,0.426,0.259,0.245,0.42
0.257,0.433,0.293,0.248,0.426
0.339,0.431,0.352,0.257,0.433
0.318,0.419,0.338,0.339,0.431
0.249,0.448,0.27,0.318,0.419
0.259,0.443,0.265,0.249,0.448
0.257,0.42,0.274,0.259,0.443
0.245,0.409,0.274,0.257,0.42
0.263,0.437,0.272,0.245,0.409
0.244,0.434,0.282,0.263,0.437
0.253,0.433,0.268,0.244,0.434
0.249,0.433,0.264,0.253,0.433
0.259,0.428,0.262,0.249,0.433
0.252,0.446,0.279,0.259,0.428
0.278,0.445,0.289,0.252,0.446
0.267,0.424,0.27,0.278,0.445
0.26,0.429,0.276,0.267,0.424
0.237,0.431,0.258,0.26,0.429
0.259,0.453,0.263,0.237,0.431
0.253,0.457,0.257,0.259,0.453
0.264,0.446,0.279,0.253,0.457
0.248,0.456,0.271,0.264,0.446
0.251,0.438,0.267,0.248,0.456
0.253,0.41,0.279,0.251,0.438
0.264,0.426,0.283,0.253,0.41
0.246,0.478,0.276,0.264,0.426
0.257,0.432,0.268,0.246,0.478
0.252,0.417,0.267,0.257,0.432
0.251,0.45,0.276,0.252,0.417
0.257,0.43,0.261,0.251,0.45
0.314,0.468,0.35,0.257,0.43
0.266,0.495,0.282,0.314,0.468
0.271,0.489,0.288,0.266,0.495
0.296,0.487,0.277,0.271,0.489
0.264,0.487,0.289,0.296,0.487
0.273,0.491,0.301,0.264,0.487
0.266,0.485,0.288,0.273,0.491
0.272,0.472,0.279,0.266,0.485
0.361,0.504,0.361,0.272,0.472
0.263,0.48,0.288,0.361,0.504
0.268,0.47,0.283,0.263,0.48
0.274,0.462,0.284,0.268,0.47
0.355,0.465,0.35,0.274,0.462
0.258,0.466,0.279,0.355,0.465
0.266,0.451,0.279,0.258,0.466
0.27,0.482,0.283,0.266,0.451
0.276,0.507,0.298,0.27,0.482
0.279,0.487,0.284,0.276,0.507
0.28,0.495,0.294,0.279,0.487
0.273,0.516,0.288,0.28,0.495
0.331,0.482,0.373,0.273,0.516
0.271,0.479,0.277,0.331,0.482
0.268,0.488,0.299,0.271,0.479
0.276,0.468,0.284,0.268,0.488
0.27,0.482,0.28,0.276,0.468
0.269,0.503,0.28,0.27,0.482
0.271,0.49,0.293,0.269,0.503
0.275,0.467,0.277,0.271,0.49
0.276,0.508,0.293,0.275,0.467
0.276,0.475,0.283,0.276,0.508
0.275,0.459,0.279,0.276,0.475
0.267,0.496,0.29,0.275,0.459
0.276,0.461,0.286,0.267,0.496
0.269,0.473,0.299,0.276,0.461
0.271,0.458,0.279,0.269,0.473
0.275,0.446,0.288,0.271,0.458
0.272,0.475,0.302,0.275,0.446
0.273,0.455,0.3,0.272,0.475
0.279,0.459,0.292,0.273,0.455
0.269,0.472,0.285,0.279,0.459
0.287,0.477,0.29,0.269,0.472
0.289,0.476,0.285,0.287,0.477
0.268,0.491,0.289,0.289,0.476
0.283,0.498,0.292,0.268,0.491
0.276,0.462,0.285,0.283,0.498
0.292,0.47,0.295,0.276,0.462
0.248,0.424,0.338,0.292,0.47
0.27,0.411,0.268,0.248,0.424
0.254,0.448,0.275,0.27,0.411
0.256,0.425,0.265,0.254,0.448
0.267,0.449,0.273,0.256,0.425
0.333,0.418,0.346,0.267,0.449
0.271,0.444,0.263,0.333,0.418
0.261,0.445,0.269,0.271,0.444
0.267,0.452,0.262,0.261,0.445
0.257,0.446,0.259,0.267,0.452
0.257,0.429,0.267,0.257,0.446
0.244,0.421,0.264,0.257,0.429
0.261,0.427,0.276,0.244,0.421
0.27,0.445,0.267,0.261,0.427
0.25,0.42,0.285,0.27,0.445
0.311,0.439,0.348,0.25,0.42
0.263,0.437,0.272,0.311,0.439
0.25,0.426,0.267,0.263,0.437
0.244,0.409,0.277,0.25,0.426
0.243,0.43,0.266,0.244,0.409
0.265,0.428,0.26,0.243,0.43
0.279,0.46,0.304,0.265,0.428
0.25,0.458,0.287,0.279,0.46
0.272,0.455,0.258,0.25,0.458
0.254,0.421,0.276,0.272,0.455
0.256,0.421,0.268,0.254,0.421
0.34,0.411,0.329,0.256,0.421
0.257,0.445,0.258,0.34,0.411
0.247,0.43,0.269,0.257,0.445
0.246,0.429,0.271,0.247,0.43
0.271,0.423,0.266,0.246,0.429
0.261,0.448,0.283,0.271,0.423
0.264,0.423,0.26,0.261,0.448
0.252,0.427,0.26,0.264,0.423
0.251,0.414,0.279,0.252,0.427
0.262,0.44,0.271,0.251,0.414
0.248,0.418,0.26,0.262,0.44
0.269,0.416,0.272,0.248,0.418
0.259,0.422,0.282,0.269,0.416
0.243,0.417,0.275,0.259,0.422
0.272,0.409,0.261,0.243,0.417
0.251,0.428,0.337,0.272,0.409
0.251,0.425,0.265,0.251,0.428
0.259,0.435,0.267,0.251,0.425
0.261,0.424,0.262,0.259,0.435
0.247,0.421,0.255,0.261,0.424
0.25,0.419,0.264,0.247,0.421
0.316,0.42,0.348,0.25,0.419
0.257,0.426,0.266,0.316,0.42
0.249,0.455,0.258,0.257,0.426
0.275,0.469,0.281,0.249,0.455
0.265,0.46,0.279,0.275,0.469
0.264,0.47,0.285,0.265,0.46
0.272,0.496,0.282,0.264,0.47
0.279,0.455,0.271,0.272,0.496
0.268,0.479,0.305,0.279,0.455
0.27,0.465,0.276,0.268,0.479
0.278,0.483,0.282,0.27,0.465
0.259,0.483,0.285,0.278,0.483
0.263,0.462,0.278,0.259,0.483
0.285,0.463,0.29,0.263,0.462
0.266,0.466,0.28,0.285,0.463
0.265,0.473,0.284,0.266,0.466
0.283,0.484,0.294,0.265,0.473
0.27,0.458,0.296,0.283,0.484
0.27,0.476,0.297,0.27,0.458
0.256,0.457,0.266,0.27,0.476
0.275,0.481,0.274,0.256,0.457
0.265,0.477,0.276,0.275,0.481
0.265,0.482,0.274,0.265,0.477
0.275,0.475,0.305,0.265,0.482
0.27,0.48,0.274,0.275,0.475
0.268,0.466,0.28,0.27,0.48
0.273,0.489,0.284,0.268,0.466
0.277,0.472,0.28,0.273,0.489
0.273,0.479,0.282,0.277,0.472
0.277,0.47,0.3,0.273,0.479
