Metric_0,Metric_1,Metric_2,Metric_3,Metric_4
0.349,0.482,0.337,0.35,0.476
0.359,0.467,0.35,0.349,0.482
0.362,0.461,0.357,0.359,0.467
0.354,0.46,0.36,0.362,0.461
0.345,0.447,0.353,0.354,0.46
0.352,0.487,0.343,0.345,0.447
0.34,0.479,0.338,0.352,0.487
0.341,0.5,0.334,0.34,0.479
0.345,0.498,0.334,0.341,0.5
0.345,0.494,0.336,0.345,0.498
0.347,0.495,0.348,0.345,0.494
0.341,0.502,0.344,0.347,0.495
0.34,0.503,0.355,0.341,0.502
0.335,0.523,0.35,0.34,0.503
0.326,0.531,0.341,0.335,0.523
0.327,0.502,0.353,0.326,0.531
0.333,0.489,0.362,0.327,0.502
0.335,0.467,0.36,0.333,0.489
0.335,0.477,0.354,0.335,0.467
0.328,0.484,0.346,0.335,0.477
0.316,0.474,0.329,0.328,0.484
0.319,0.477,0.331,0.316,0.474
0.321,0.476,0.343,0.319,0.477
0.322,0.468,0.327,0.321,0.476
0.326,0.469,0.334,0.322,0.468
0.339,0.469,0.327,0.326,0.469
0.334,0.479,0.319,0.339,0.469
0.332,0.484,0.322,0.334,0.479
0.325,0.486,0.328,0.332,0.484
0.311,0.473,0.32,0.325,0.486
0.313,0.468,0.339,0.311,0.473
0.316,0.463,0.334,0.313,0.468
0.321,0.47,0.319,0.316,0.463
0.317,0.456,0.315,0.321,0.47
0.324,0.453,0.32,0.317,0.456
0.321,0.447,0.312,0.324,0.453
0.325,0.433,0.322,0.321,0.447
0.338,0.438,0.321,0.325,0.433
0.34,0.422,0.314,0.338,0.438
0.326,0.446,0.318,0.34,0.422
0.337,0.44,0.313,0.326,0.446
0.333,0.449,0.314,0.337,0.44
0.324,0.444,0.333,0.333,0.449
0.323,0.456,0.327,0.324,0.444
0.336,0.448,0.324,0.323,0.456
0.36,0.45,0.332,0.336,0.448
0.356,0.452,0.331,0.36,0.45
0.348,0.456,0.323,0.356,0.452
0.348,0.458,0.316,0.348,0.456
0.335,0.457,0.316,0.348,0.458
0.337,0.45,0.317,0.335,0.457
0.319,0.439,0.317,0.337,0.45
0.322,0.44,0.317,0.319,0.439
0.327,0.431,0.328,0.322,0.44
0.319,0.439,0.327,0.327,0.431
0.319,0.436,0.322,0.319,0.439
0.322,0.432,0.331,0.319,0.436
0.321,0.429,0.323,0.322,0.432
0.313,0.426,0.331,0.321,0.429
0.327,0.436,0.32,0.313,0.426
0.327,0.431,0.312,0.327,0.436
0.327,0.435,0.314,0.327,0.431
0.335,0.451,0.323,0.327,0.435
0.351,0.449,0.317,0.335,0.451
0.352,0.463,0.32,0.351,0.449
0.345,0.468,0.325,0.352,0.463
0.347,0.469,0.311,0.345,0.468
0.326,0.485,0.327,0.347,0.469
0.331,0.481,0.324,0.326,0.485
0.325,0.474,0.328,0.331,0.481
0.328,0.466,0.322,0.325,0.474
0.327,0.468,0.317,0.328,0.466
0.321,0.473,0.323,0.327,0.468
0.319,0.452,0.322,0.321,0.473
0.317,0.448,0.326,0.319,0.452
0.322,0.446,0.322,0.317,0.448
0.333,0.439,0.326,0.322,0.446
0.325,0.432,0.321,0.333,0.439
0.338,0.445,0.318,0.325,0.432
0.327,0.45,0.314,0.338,0.445
0.33,0.443,0.317,0.327,0.45
0.333,0.437,0.318,0.33,0.443
0.334,0.444,0.327,0.333,0.437
0.333,0.446,0.332,0.334,0.444
0.334,0.45,0.331,0.333,0.446
0.332,0.45,0.339,0.334,0.45
0.347,0.458,0.316,0.332,0.45
0.34,0.446,0.328,0.347,0.458
0.337,0.441,0.318,0.34,0.446
0.33,0.436,0.318,0.337,0.441
0.321,0.453,0.324,0.33,0.436
0.323,0.459,0.322,0.321,0.453
0.311,0.462,0.345,0.323,0.459
0.31,0.469,0.338,0.311,0.462
0.321,0.453,0.338,0.31,0.469
0.32,0.461,0.335,0.321,0.453
0.317,0.46,0.35,0.32,0.461
0.315,0.455,0.322,0.317,0.46
0.321,0.466,0.328,0.315,0.455
0.316,0.463,0.332,0.321,0.466
0.331,0.442,0.323,0.316,0.463
0.327,0.437,0.32,0.331,0.442
0.333,0.431,0.327,0.327,0.437
0.344,0.436,0.333,0.333,0.431
0.344,0.454,0.337,0.344,0.436
0.335,0.461,0.328,0.344,0.454
0.325,0.456,0.324,0.335,0.461
0.325,0.439,0.312,0.325,0.456
0.327,0.45,0.32,0.325,0.439
0.321,0.453,0.322,0.327,0.45
0.319,0.465,0.314,0.321,0.453
0.318,0.465,0.315,0.319,0.465
0.332,0.47,0.321,0.318,0.465
0.331,0.46,0.318,0.332,0.47
0.33,0.448,0.317,0.331,0.46
0.325,0.44,0.328,0.33,0.448
0.331,0.442,0.327,0.325,0.44
0.338,0.452,0.321,0.331,0.442
0.341,0.453,0.328,0.338,0.452
0.344,0.452,0.331,0.341,0.453
0.35,0.447,0.312,0.344,0.452
0.356,0.452,0.315,0.35,0.447
0.353,0.448,0.31,0.356,0.452
0.339,0.455,0.309,0.353,0.448
0.329,0.458,0.312,0.339,0.455
0.331,0.45,0.315,0.329,0.458
0.322,0.457,0.321,0.331,0.45
0.321,0.464,0.319,0.322,0.457
0.317,0.461,0.332,0.321,0.464
0.318,0.47,0.318,0.317,0.461
0.316,0.482,0.317,0.318,0.47
0.311,0.477,0.327,0.316,0.482
0.315,0.47,0.325,0.311,0.477
0.326,0.52,0.339,0.315,0.47
0.329,0.53,0.334,0.326,0.52
0.325,0.529,0.329,0.329,0.53
0.328,0.526,0.326,0.325,0.529
0.325,0.512,0.339,0.328,0.526
0.325,0.495,0.329,0.325,0.512
0.324,0.505,0.32,0.325,0.495
0.328,0.504,0.32,0.324,0.505
0.32,0.483,0.318,0.328,0.504
0.338,0.494,0.324,0.32,0.483
0.349,0.445,0.336,0.338,0.494
0.355,0.44,0.331,0.349,0.445
0.352,0.439,0.324,0.355,0.44
0.329,0.448,0.324,0.352,0.439
0.333,0.458,0.31,0.329,0.448
0.33,0.465,0.313,0.333,0.458
0.338,0.473,0.321,0.33,0.465
0.342,0.49,0.337,0.338,0.473
0.339,0.491,0.339,0.342,0.49
0.327,0.508,0.34,0.339,0.491
0.33,0.495,0.34,0.327,0.508
0.329,0.509,0.337,0.33,0.495
0.328,0.495,0.336,0.329,0.509
0.328,0.492,0.347,0.328,0.495
0.333,0.477,0.328,0.328,0.492
0.341,0.475,0.33,0.333,0.477
0.33,0.462,0.328,0.341,0.475
0.322,0.464,0.322,0.33,0.462
0.346,0.464,0.311,0.322,0.464
0.319,0.471,0.312,0.346,0.464
0.319,0.467,0.309,0.319,0.471
0.314,0.453,0.313,0.319,0.467
0.317,0.466,0.308,0.314,0.453
0.32,0.467,0.308,0.317,0.466
0.322,0.455,0.329,0.32,0.467
0.324,0.458,0.324,0.322,0.455
0.327,0.461,0.322,0.324,0.458
0.327,0.466,0.339,0.327,0.461
0.338,0.469,0.325,0.327,0.466
0.344,0.465,0.327,0.338,0.469
0.334,0.469,0.317,0.344,0.465
0.347,0.476,0.339,0.334,0.469
0.339,0.46,0.32,0.347,0.476
0.334,0.459,0.321,0.339,0.46
0.345,0.456,0.317,0.334,0.459
0.346,0.459,0.318,0.345,0.456
0.338,0.456,0.316,0.346,0.459
0.342,0.441,0.315,0.338,0.456
0.326,0.433,0.324,0.342,0.441
0.324,0.425,0.318,0.326,0.433
0.32,0.423,0.316,0.324,0.425
0.325,0.416,0.322,0.32,0.423
0.326,0.417,0.312,0.325,0.416
0.311,0.411,0.316,0.326,0.417
0.328,0.41,0.325,0.311,0.411
0.337,0.419,0.327,0.328,0.41
0.329,0.42,0.323,0.337,0.419
0.331,0.422,0.318,0.329,0.42
0.341,0.419,0.314,0.331,0.422
0.339,0.423,0.324,0.341,0.419
0.334,0.429,0.318,0.339,0.423
0.336,0.429,0.316,0.334,0.429
0.333,0.436,0.314,0.336,0.429
0.328,0.436,0.336,0.333,0.436
0.324,0.43,0.328,0.328,0.436
0.317,0.434,0.316,0.324,0.43
0.325,0.426,0.33,0.317,0.434
0.335,0.439,0.322,0.325,0.426
0.323,0.439,0.324,0.335,0.439
0.32,0.441,0.316,0.323,0.439
0.314,0.445,0.324,0.32,0.441
0.312,0.449,0.319,0.314,0.445
0.31,0.457,0.322,0.312,0.449
0.313,0.446,0.325,0.31,0.457
0.315,0.448,0.324,0.313,0.446
0.318,0.439,0.326,0.315,0.448
0.317,0.44,0.317,0.318,0.439
0.315,0.422,0.31,0.317,0.44
0.318,0.439,0.317,0.315,0.422
0.322,0.424,0.305,0.318,0.439
0.318,0.429,0.311,0.322,0.424
0.326,0.443,0.303,0.318,0.429
0.331,0.437,0.308,0.326,0.443
0.332,0.456,0.313,0.331,0.437
0.34,0.471,0.32,0.332,0.456
0.336,0.477,0.319,0.34,0.471
0.333,0.49,0.319,0.336,0.477
0.329,0.509,0.323,0.333,0.49
0.333,0.503,0.322,0.329,0.509
0.345,0.504,0.317,0.333,0.503
0.344,0.512,0.317,0.345,0.504
0.333,0.493,0.317,0.344,0.512
0.338,0.501,0.321,0.333,0.493
0.324,0.503,0.323,0.338,0.501
0.318,0.468,0.325,0.324,0.503
0.324,0.475,0.326,0.318,0.468
0.329,0.468,0.32,0.324,0.475
0.338,0.467,0.334,0.329,0.468
0.364,0.487,0.35,0.338,0.467
0.371,0.512,0.38,0.364,0.487
0.383,0.521,0.386,0.371,0.512
0.377,0.518,0.387,0.383,0.521
0.38,0.508,0.392,0.377,0.518
0.386,0.499,0.392,0.38,0.508
0.38,0.493,0.382,0.386,0.499
0.39,0.503,0.387,0.38,0.493
0.392,0.519,0.407,0.39,0.503
0.402,0.52,0.426,0.392,0.519
0.41,0.5,0.411,0.402,0.52
0.394,0.475,0.428,0.41,0.5
0.386,0.469,0.424,0.394,0.475
0.398,0.478,0.444,0.386,0.469
0.376,0.492,0.44,0.398,0.478
0.384,0.497,0.422,0.376,0.492
0.389,0.513,0.441,0.384,0.497
0.406,0.525,0.469,0.389,0.513
0.421,0.546,0.499,0.406,0.525
0.43,0.565,0.5,0.421,0.546
0.436,0.574,0.497,0.43,0.565
0.432,0.561,0.495,0.436,0.574
0.437,0.56,0.51,0.432,0.561
0.434,0.539,0.494,0.437,0.56
0.436,0.535,0.471,0.434,0.539
0.446,0.534,0.471,0.436,0.535
0.448,0.546,0.49,0.446,0.534
0.447,0.558,0.466,0.448,0.546
0.426,0.548,0.469,0.447,0.558
0.414,0.54,0.44,0.426,0.548
0.415,0.535,0.433,0.414,0.54
0.398,0.539,0.424,0.415,0.535
0.382,0.535,0.394,0.398,0.539
0.388,0.538,0.405,0.382,0.535
0.391,0.537,0.423,0.388,0.538
0.411,0.535,0.444,0.391,0.537
0.411,0.534,0.454,0.411,0.535
0.42,0.524,0.437,0.411,0.534
0.406,0.553,0.433,0.42,0.524
0.406,0.541,0.43,0.406,0.553
0.4,0.531,0.439,0.406,0.541
0.4,0.532,0.455,0.4,0.531
0.393,0.517,0.452,0.4,0.532
0.381,0.523,0.437,0.393,0.517
0.379,0.507,0.425,0.381,0.523
0.381,0.499,0.421,0.379,0.507
0.369,0.493,0.406,0.381,0.499
0.366,0.476,0.382,0.369,0.493
0.367,0.439,0.373,0.366,0.476
0.378,0.429,0.368,0.367,0.439
0.384,0.454,0.384,0.378,0.429
0.385,0.475,0.38,0.384,0.454
0.401,0.472,0.387,0.385,0.475
0.395,0.484,0.411,0.401,0.472
0.4,0.487,0.404,0.395,0.484
0.382,0.5,0.405,0.4,0.487
0.415,0.499,0.42,0.382,0.5
0.415,0.504,0.422,0.415,0.499
0.406,0.49,0.406,0.415,0.504
0.405,0.494,0.405,0.406,0.49
0.404,0.497,0.409,0.405,0.494
0.4,0.495,0.397,0.404,0.497
0.397,0.504,0.417,0.4,0.495
0.394,0.509,0.409,0.397,0.504
0.4,0.497,0.415,0.394,0.509
0.407,0.482,0.414,0.4,0.497
0.407,0.477,0.414,0.407,0.482
0.398,0.475,0.423,0.407,0.477
0.406,0.475,0.449,0.398,0.475
0.395,0.493,0.427,0.406,0.475
0.381,0.477,0.406,0.395,0.493
0.374,0.47,0.387,0.381,0.477
0.359,0.486,0.354,0.374,0.47
0.343,0.487,0.346,0.359,0.486
0.35,0.473,0.343,0.343,0.487
0.355,0.481,0.346,0.35,0.473
0.365,0.486,0.358,0.355,0.481
0.374,0.51,0.38,0.365,0.486
0.394,0.525,0.4,0.374,0.51
0.39,0.544,0.439,0.394,0.525
0.391,0.557,0.456,0.39,0.544
0.404,0.55,0.452,0.391,0.557
0.409,0.548,0.448,0.404,0.55
0.412,0.554,0.457,0.409,0.548
0.403,0.564,0.45,0.412,0.554
0.405,0.569,0.431,0.403,0.564
0.388,0.561,0.425,0.405,0.569
0.38,0.555,0.425,0.388,0.561
0.366,0.535,0.392,0.38,0.555
0.365,0.53,0.39,0.366,0.535
0.352,0.507,0.35,0.365,0.53
0.349,0.519,0.34,0.352,0.507
0.362,0.522,0.352,0.349,0.519
0.365,0.505,0.358,0.362,0.522
0.371,0.492,0.358,0.365,0.505
0.375,0.48,0.369,0.371,0.492
0.383,0.478,0.372,0.375,0.48
0.391,0.477,0.381,0.383,0.478
0.366,0.487,0.38,0.391,0.477
0.374,0.486,0.37,0.366,0.487
0.384,0.492,0.388,0.374,0.486
0.386,0.482,0.38,0.384,0.492
0.386,0.492,0.378,0.386,0.482
0.383,0.501,0.391,0.386,0.492
0.396,0.515,0.381,0.383,0.501
0.384,0.512,0.374,0.396,0.515
0.383,0.494,0.364,0.384,0.512
0.38,0.508,0.358,0.383,0.494
0.38,0.509,0.364,0.38,0.508
0.377,0.512,0.349,0.38,0.509
0.383,0.521,0.356,0.377,0.512
0.367,0.532,0.347,0.383,0.521
0.375,0.532,0.344,0.367,0.532
0.35,0.513,0.346,0.375,0.532
0.353,0.498,0.348,0.35,0.513
0.355,0.481,0.354,0.353,0.498
0.36,0.483,0.359,0.355,0.481
0.373,0.49,0.354,0.36,0.483
0.379,0.456,0.366,0.373,0.49
0.372,0.451,0.36,0.379,0.456
0.376,0.446,0.366,0.372,0.451
0.378,0.451,0.373,0.376,0.446
0.376,0.442,0.371,0.378,0.451
0.377,0.447,0.368,0.376,0.442
0.366,0.438,0.354,0.377,0.447
0.354,0.436,0.356,0.366,0.438
0.351,0.435,0.362,0.354,0.436
0.359,0.436,0.356,0.351,0.435
0.362,0.463,0.357,0.359,0.436
0.356,0.466,0.356,0.362,0.463
0.364,0.461,0.35,0.356,0.466
0.362,0.464,0.357,0.364,0.461
0.372,0.472,0.352,0.362,0.464
0.367,0.486,0.359,0.372,0.472
0.368,0.493,0.367,0.367,0.486
0.371,0.514,0.357,0.368,0.493
0.372,0.522,0.373,0.371,0.514
0.375,0.516,0.374,0.372,0.522
0.359,0.513,0.367,0.375,0.516
0.361,0.508,0.363,0.359,0.513
0.35,0.505,0.349,0.361,0.508
0.36,0.486,0.345,0.35,0.505
0.353,0.48,0.338,0.36,0.486
0.35,0.475,0.338,0.353,0.48
0.355,0.473,0.336,0.35,0.475
0.362,0.469,0.342,0.355,0.473
0.349,0.44,0.341,0.362,0.469
0.355,0.453,0.335,0.349,0.44
0.339,0.449,0.328,0.355,0.453
0.335,0.451,0.331,0.339,0.449
0.328,0.437,0.32,0.335,0.451
0.339,0.445,0.314,0.328,0.437
0.354,0.45,0.313,0.339,0.445
0.361,0.455,0.325,0.354,0.45
0.34,0.461,0.314,0.361,0.455
0.353,0.459,0.322,0.34,0.461
0.341,0.477,0.323,0.353,0.459
0.337,0.47,0.317,0.341,0.477
0.333,0.478,0.319,0.337,0.47
0.34,0.469,0.33,0.333,0.478
0.342,0.478,0.326,0.34,0.469
0.328,0.474,0.323,0.342,0.478
0.331,0.471,0.316,0.328,0.474
0.342,0.474,0.33,0.331,0.471
0.34,0.479,0.333,0.342,0.474
0.347,0.457,0.328,0.34,0.479
0.348,0.436,0.326,0.347,0.457
0.354,0.436,0.329,0.348,0.436
0.324,0.442,0.319,0.354,0.436
0.339,0.437,0.328,0.324,0.442
0.332,0.446,0.317,0.339,0.437
0.353,0.439,0.309,0.332,0.446
0.361,0.433,0.302,0.353,0.439
0.371,0.441,0.318,0.361,0.433
0.351,0.443,0.316,0.371,0.441
0.341,0.454,0.322,0.351,0.443
0.341,0.466,0.323,0.341,0.454
0.352,0.465,0.334,0.341,0.466
0.358,0.48,0.334,0.352,0.465
0.348,0.474,0.328,0.358,0.48
0.354,0.462,0.319,0.348,0.474
0.347,0.469,0.325,0.354,0.462
0.349,0.472,0.319,0.347,0.469
0.33,0.474,0.327,0.349,0.472
0.34,0.462,0.313,0.33,0.474
0.34,0.459,0.307,0.34,0.462
0.338,0.464,0.316,0.34,0.459
0.335,0.463,0.319,0.338,0.464
0.328,0.454,0.316,0.335,0.463
0.334,0.462,0.317,0.328,0.454
0.334,0.457,0.318,0.334,0.462
0.323,0.444,0.321,0.334,0.457
0.331,0.438,0.331,0.323,0.444
0.335,0.43,0.338,0.331,0.438
0.321,0.432,0.329,0.335,0.43
0.329,0.441,0.331,0.321,0.432
0.328,0.441,0.321,0.329,0.441
0.324,0.438,0.322,0.328,0.441
0.317,0.444,0.325,0.324,0.438
0.325,0.453,0.323,0.317,0.444
0.315,0.447,0.319,0.325,0.453
0.32,0.452,0.315,0.315,0.447
0.315,0.455,0.317,0.32,0.452
0.321,0.455,0.307,0.315,0.455
0.33,0.466,0.307,0.321,0.455
0.321,0.455,0.307,0.33,0.466
0.326,0.465,0.304,0.321,0.455
0.342,0.465,0.304,0.326,0.465
0.345,0.463,0.314,0.342,0.465
0.341,0.457,0.313,0.345,0.463
0.353,0.47,0.316,0.341,0.457
0.364,0.488,0.316,0.353,0.47
0.36,0.483,0.321,0.364,0.488
0.366,0.484,0.317,0.36,0.483
0.363,0.478,0.311,0.366,0.484
0.343,0.476,0.314,0.363,0.478
0.349,0.474,0.309,0.343,0.476
0.331,0.478,0.318,0.349,0.474
0.341,0.475,0.32,0.331,0.478
0.343,0.477,0.323,0.341,0.475
0.346,0.46,0.333,0.343,0.477
0.326,0.474,0.332,0.346,0.46
0.318,0.462,0.336,0.326,0.474
0.323,0.46,0.339,0.318,0.462
0.327,0.463,0.318,0.323,0.46
0.318,0.459,0.317,0.327,0.463
0.319,0.461,0.311,0.318,0.459
0.32,0.453,0.319,0.319,0.461
0.33,0.457,0.324,0.32,0.453
0.329,0.456,0.324,0.33,0.457
0.33,0.453,0.318,0.329,0.456
0.326,0.452,0.315,0.33,0.453
0.355,0.441,0.321,0.326,0.452
0.344,0.444,0.329,0.355,0.441
0.335,0.449,0.325,0.344,0.444
0.335,0.446,0.317,0.335,0.449
0.326,0.449,0.326,0.335,0.446
0.32,0.453,0.328,0.326,0.449
0.315,0.45,0.311,0.32,0.453
0.315,0.463,0.317,0.315,0.45
0.316,0.453,0.32,0.315,0.463
0.328,0.448,0.332,0.316,0.453
0.318,0.447,0.336,0.328,0.448
0.332,0.444,0.335,0.318,0.447
0.335,0.447,0.326,0.332,0.444
0.325,0.438,0.325,0.335,0.447
0.321,0.441,0.321,0.325,0.438
0.327,0.44,0.322,0.321,0.441
0.321,0.438,0.316,0.327,0.44
0.321,0.431,0.308,0.321,0.438
0.316,0.42,0.309,0.321,0.431
0.31,0.42,0.32,0.316,0.42
0.308,0.431,0.311,0.31,0.42
0.307,0.424,0.32,0.308,0.431
0.331,0.42,0.311,0.307,0.424
0.331,0.434,0.318,0.331,0.42
0.332,0.437,0.312,0.331,0.434
0.339,0.457,0.314,0.332,0.437
0.335,0.455,0.315,0.339,0.457
0.342,0.465,0.309,0.335,0.455
0.343,0.459,0.323,0.342,0.465
0.337,0.451,0.323,0.343,0.459
0.332,0.449,0.318,0.337,0.451
0.326,0.442,0.317,0.332,0.449
0.332,0.441,0.309,0.326,0.442
0.335,0.452,0.312,0.332,0.441
0.326,0.449,0.321,0.335,0.452
0.328,0.442,0.32,0.326,0.449
0.333,0.448,0.312,0.328,0.442
0.332,0.437,0.3,0.333,0.448
0.326,0.426,0.31,0.332,0.437
0.327,0.456,0.317,0.326,0.426
0.326,0.453,0.33,0.327,0.456
0.337,0.456,0.328,0.326,0.453
0.346,0.472,0.334,0.337,0.456
0.359,0.47,0.343,0.346,0.472
0.367,0.474,0.346,0.359,0.47
0.369,0.48,0.344,0.367,0.474
0.376,0.481,0.365,0.369,0.48
0.373,0.479,0.36,0.376,0.481
0.373,0.484,0.362,0.373,0.479
0.348,0.49,0.362,0.373,0.484
0.345,0.477,0.358,0.348,0.49
0.361,0.488,0.355,0.345,0.477
0.372,0.482,0.362,0.361,0.488
0.363,0.488,0.366,0.372,0.482
0.37,0.504,0.377,0.363,0.488
0.347,0.567,0.371,0.37,0.504
0.349,0.568,0.394,0.347,0.567
0.345,0.565,0.384,0.349,0.568
0.351,0.564,0.362,0.345,0.565
0.353,0.545,0.366,0.351,0.564
0.352,0.543,0.337,0.353,0.545
0.351,0.553,0.343,0.352,0.543
0.343,0.54,0.334,0.351,0.553
0.34,0.577,0.33,0.343,0.54
0.339,0.563,0.324,0.34,0.577
0.343,0.499,0.321,0.339,0.563
0.326,0.496,0.325,0.343,0.499
0.34,0.495,0.343,0.326,0.496
0.345,0.483,0.323,0.34,0.495
0.329,0.481,0.325,0.345,0.483
0.332,0.486,0.322,0.329,0.481
0.325,0.464,0.321,0.332,0.486
0.339,0.457,0.317,0.325,0.464
0.34,0.428,0.311,0.339,0.457
0.334,0.416,0.308,0.34,0.428
0.327,0.422,0.307,0.334,0.416
0.323,0.41,0.322,0.327,0.422
0.315,0.398,0.294,0.323,0.41
0.309,0.417,0.293,0.315,0.398
0.313,0.425,0.312,0.309,0.417
0.305,0.43,0.315,0.313,0.425
0.303,0.436,0.318,0.305,0.43
0.307,0.456,0.317,0.303,0.436
0.301,0.459,0.317,0.307,0.456
0.303,0.45,0.316,0.301,0.459
0.3,0.434,0.312,0.303,0.45
0.302,0.454,0.318,0.3,0.434
0.308,0.478,0.322,0.302,0.454
0.326,0.468,0.317,0.308,0.478
0.321,0.448,0.313,0.326,0.468
0.318,0.462,0.297,0.321,0.448
0.323,0.445,0.291,0.318,0.462
0.321,0.437,0.295,0.323,0.445
0.322,0.437,0.287,0.321,0.437
0.312,0.448,0.28,0.322,0.437
0.307,0.446,0.282,0.312,0.448
0.3,0.429,0.284,0.307,0.446
0.307,0.413,0.295,0.3,0.429
0.312,0.42,0.3,0.307,0.413
0.318,0.427,0.32,0.312,0.42
0.306,0.426,0.33,0.318,0.427
0.304,0.417,0.313,0.306,0.426
0.313,0.417,0.316,0.304,0.417
0.308,0.415,0.318,0.313,0.417
0.304,0.41,0.311,0.308,0.415
0.301,0.403,0.304,0.304,0.41
0.3,0.427,0.301,0.301,0.403
0.302,0.426,0.293,0.3,0.427
0.299,0.418,0.296,0.302,0.426
0.303,0.414,0.291,0.299,0.418
0.301,0.404,0.298,0.303,0.414
0.3,0.415,0.298,0.301,0.404
0.306,0.412,0.291,0.3,0.415
0.304,0.429,0.297,0.306,0.412
0.313,0.442,0.286,0.304,0.429
0.318,0.442,0.299,0.313,0.442
0.317,0.431,0.3,0.318,0.442
0.313,0.427,0.302,0.317,0.431
0.31,0.443,0.313,0.313,0.427
0.309,0.438,0.308,0.31,0.443
0.306,0.441,0.308,0.309,0.438
0.306,0.443,0.313,0.306,0.441
0.303,0.435,0.297,0.306,0.443
0.317,0.437,0.302,0.303,0.435
0.304,0.436,0.299,0.317,0.437
0.311,0.443,0.298,0.304,0.436
0.323,0.432,0.298,0.311,0.443
0.313,0.439,0.297,0.323,0.432
0.316,0.428,0.295,0.313,0.439
0.314,0.433,0.306,0.316,0.428
0.313,0.432,0.31,0.314,0.433
0.315,0.423,0.306,0.313,0.432
0.307,0.424,0.297,0.315,0.423
0.315,0.432,0.298,0.307,0.424
0.314,0.421,0.3,0.315,0.432
0.32,0.415,0.303,0.314,0.421
0.311,0.416,0.3,0.32,0.415
0.311,0.422,0.3,0.311,0.416
0.318,0.419,0.29,0.311,0.422
0.316,0.433,0.292,0.318,0.419
0.313,0.447,0.29,0.316,0.433
0.327,0.454,0.306,0.313,0.447
0.311,0.453,0.306,0.327,0.454
0.313,0.435,0.301,0.311,0.453
0.32,0.435,0.301,0.313,0.435
0.319,0.424,0.294,0.32,0.435
0.322,0.422,0.293,0.319,0.424
0.333,0.421,0.293,0.322,0.422
0.317,0.426,0.289,0.333,0.421
0.324,0.434,0.288,0.317,0.426
0.324,0.413,0.296,0.324,0.434
0.32,0.431,0.292,0.324,0.413
